idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,556e7870f7848611e7e7534ecd10d01ee7276498,abc5fe4e84c5046a13dfe5d3b7bdf91329d3d451,7d793619dfaa4ed58d07c882d0662610ebb96105,,False,False,True,13,27,5485,16,False,23,False
3,refs/heads/master,b7468a7c8cd13d705134b8acbb7c98f29c9df3f2,1e60970925d020f66ebd8974151327062d598137,879b36a7b5074d684ebc2da080e72c73cfabdb02,,False,False,True,17,28,23341,2,False,17,False
4,refs/heads/master,d5ed08a6de4c954c840a7590111a7164b4088296,b9deadeb7684fca5d2aea3aa9c48103e684b3571,4895042f9ccaa65f43d6a23de6b33dcf5c5f84bb,,False,True,True,25,145,745,2,False,25,False
5,refs/heads/master,b9deadeb7684fca5d2aea3aa9c48103e684b3571,173fec3b778395b58cc0c52ead26d92e67e4bb1d,95472719dadf22974ace96948a0bd23fe089bc37,,False,False,True,3,33,78,2,False,3,False
6,refs/heads/master,8d364f3590cd75cda75d0c827109be88b6ba82a8,09b0fe7650013cc9b6dbaabd6f8ddf1e8e618c65,60935cf421bac68f1f107a95790cd0d7a95ae298,,False,False,True,2,5,126,2,False,2,False
7,refs/heads/master,60935cf421bac68f1f107a95790cd0d7a95ae298,6d2cf52b09af9b1121a7ebea44da4440f1c8a638,5d46d03bae238d1cfc480c7d16d829330246ecb9,,False,False,True,2,5,18,2,False,2,False
8,refs/heads/master,8ee52f4480f7a8aeb115fc84c0f36fb3e3eaee36,4ba378296a91684330b235ba1dfe08ae39ab2304,22a47df4405a56dfa0d92ec1645088e68359d422,,False,False,True,157,169,355,2,False,157,False
9,refs/heads/master,f0602baa7a51a1976b0224ca1555e338cc661691,55a530dee1123064c53b50714692fc2ed90c4ec5,8160938c4e97b8d3948de539521bcac64e6ed9c2,,False,False,True,154,160,369,5,False,154,False
10,refs/heads/master,43f0666d92c13942cdba67333b1fcbe86c6a7658,5a7dc6cc468c7f5581d2e9b5860469f48f06b848,1d48e99549cfff222773a58346457dfdf61dd541,,False,True,True,20,124,489,1,False,20,False
11,refs/heads/master,31ff8da477c23c8f70c7baa8de4a2e2a427d3d82,ffafa70608c3be62b71573b716c9ca3428f51b9f,c3333e4321fe84983a5040a39589877a62df7107,,False,True,True,83,488,3533,2,False,83,False
12,refs/heads/master,72ec730f4dd31602d50775c9aa768bdff64a1385,a594b87669e32de2c68e020ed45e670b3a41c775,af1feb00417e26b10666dd986bf242d173d04f9b,,False,True,True,12,59,220,1,False,12,False
13,refs/heads/master,60eb51d7b1559226b934006cb8fb77f7b8a1afb7,50feaa54d7e0d35bed924d2599f764cfe61be1e7,bae897fca8ad62a0211c001464edfc3a9180377e,,False,False,True,3,Error,0,5,False,7,False
