idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/develop-6.2.x,ab0a243dcc1e3ea24dde6c9509298190d8e55909,9cef3152a7cb2076cd9e4e79f99fa90e555da8a1,e721f85d3784a4e849b8d3f29c7707a4aa07987f,,True,True,True,1182,2862,32676.0,4,False,1182,Tests_failed,a38b7e25387bcd3add264e38fb33d3d83661cb7f4b4528adf2f4ef4172ec5b83,False,Tests_failed,01dd8aef479ede3ec351aa494ee15cf923c72a4cb8a4e9da0f27eec611694435,False
17,refs/heads/develop-6.2.x,2421b4c09605429e33a317844d6e85b8da531c48,ccb5bdec71b150ba823b5d515e08d832d0606b1f,0d38f34baf3926df05526f15b2378f949b5db842,,False,True,True,9,55,208.0,1,False,9,,,,,,False
34,refs/heads/develop-6.2.x,7d820837aac48c7e34c94c8fe92f38f5ed57b742,0aad9cc428390239194c6e284085740bbf41f2ee,9a291f587a161393620087fb57876e17ea051a0d,,False,True,True,23,67,504.0,1,False,23,,,,,,False
36,refs/heads/develop-6.2.x,6bd62695ad5c8aaa45132efbca718a8deb336d1a,cea46aa8dc8ca699bccada6b9e9a7ba92122e77e,1c0cfd1395b77bc441dedfe3fa43c5f0f2b31a80,,False,True,True,208,1831,41364.0,4,False,208,,,,,,False
49,refs/heads/develop-6.2.x,d5066e81f860ee4d570ae20fb6f9be823d2bbb0f,94aa14f0c5fddedd55a417e5190278584c9b7b4c,aebb66f7160a3092a6346f67137fa7d9b9f43e9f,,False,True,True,13,35,134.0,1,False,13,,,,,,False
50,refs/heads/develop-6.2.x,4e5fddf409b8b6d66685bb6279307253562408e9,b03a62f3b8fbc82b0cb89277a795a3c86f490e86,79111049fba94c45110701b8aa7be3be1ddefb55,,True,True,True,21,59,320.0,2,False,21,Tests_failed,a87d0c661eaf00e0faab1eab10013e9cea343d4009298e64bfd89ae15c8b4f4e,False,Tests_failed,7b412e206c19862172bdd97297d7ab7f25909da1b052858024353361c784c1b7,False
57,refs/heads/develop-6.2.x,e6292508b12cfa8553d5f6d46f438a78f4f0b81b,2dd5e78a24203bf255e081a23edc149043ab6951,fc2c5ab66f1090ec9429b8eceb6df8d1d982bb1d,,False,True,True,241,1176,13527.0,1,False,241,,,,,,False
58,refs/heads/develop-6.2.x,c4945337b53fa0e7606fe9271cf1f002c8ffdb03,4aa49cec4eabebdd64ad2d7aac14ff447894d7e9,8d5b0cc0e84975b5f04ed0ddd13da9ad9ceaab88,,False,False,True,3,5,11.0,1,False,3,,,,,,False
62,refs/heads/develop-6.2.x,89175580d53e41e733b557ec387828aef723562d,2a440b3f7f3db32beb3870bcc1c178b213f3ef30,89d6a0a0f43fbb75970fa77f6f97b0231886eefe,,False,False,True,15,15,31.0,1,False,15,,,,,,False
71,refs/heads/develop-6.2.x,fd1394d8a0df0583b1f2c7c6fefa993051f65c10,245d601d9e49cee9af65e077faa9bf7993ba3d8a,a996923be2b09711d11d2a5df4df667dc9a00b19,,True,True,True,320,1247,13796.0,12,False,322,Tests_failed,c8ed45945690d8d1189e7cae5136eda2b521b98dda33d10e32261ae70cbd2911,False,Tests_failed,25a2d821e4912ffe9896646d037f6cc77d6fb10cd9733aee3a90121b0d2e72cb,False
