idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
5,refs/heads/master,2c9580da7f9d775ba75173af0e010172139965c0,6d5eae2af32073b8c821761d88085d39ba321561,d3a091e91abfe8382d3f023e568fbb41f8ef7c74,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/6d5eae2af32073b8c821761d88085d39ba321561_d3a091e91abfe8382d3f023e568fbb41f8ef7c74_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/6d5eae2af32073b8c821761d88085d39ba321561_d3a091e91abfe8382d3f023e568fbb41f8ef7c74_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/6d5eae2af32073b8c821761d88085d39ba321561_d3a091e91abfe8382d3f023e568fbb41f8ef7c74_left_right.log'}",True,True,19,764,False,,,,,,False
6,refs/heads/master,2e3e51af4606ebf919c6c84c74dd073a5bee894d,e36d7f2fbecc0354054857416b81064259db7122,e958f1566dd95b29ff85f30707261a5af34f9e99,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/e36d7f2fbecc0354054857416b81064259db7122_e958f1566dd95b29ff85f30707261a5af34f9e99_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/e36d7f2fbecc0354054857416b81064259db7122_e958f1566dd95b29ff85f30707261a5af34f9e99_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/e36d7f2fbecc0354054857416b81064259db7122_e958f1566dd95b29ff85f30707261a5af34f9e99_left_right.log'}",False,True,3,6,False,,,,,,False
7,refs/heads/master,e36d7f2fbecc0354054857416b81064259db7122,1ff2f58d287176c7c8c8613e02340f7547d4ac8e,286982ae66e694f11738467bdac3a730ff7599bf,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/1ff2f58d287176c7c8c8613e02340f7547d4ac8e_286982ae66e694f11738467bdac3a730ff7599bf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/1ff2f58d287176c7c8c8613e02340f7547d4ac8e_286982ae66e694f11738467bdac3a730ff7599bf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/1ff2f58d287176c7c8c8613e02340f7547d4ac8e_286982ae66e694f11738467bdac3a730ff7599bf_left_right.log'}",False,True,2,4,False,,,,,,False
10,refs/heads/master,d1a4c2417474f25890cb8fdac30010cb17509b5a,d205200504739575761ae53e7b968f3972d9fca3,b222d27218b79c26727719be4a44afec8621ced3,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/d205200504739575761ae53e7b968f3972d9fca3_b222d27218b79c26727719be4a44afec8621ced3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/d205200504739575761ae53e7b968f3972d9fca3_b222d27218b79c26727719be4a44afec8621ced3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/d205200504739575761ae53e7b968f3972d9fca3_b222d27218b79c26727719be4a44afec8621ced3_left_right.log'}",False,True,3,4,False,,,,,,False
12,refs/heads/master,a3e74e4e598adb65783e898ecfb0e584e5db05b9,663dae59372444b0bcaa06c212d004b3c22db5a6,3d9974380595527553696a8fd1815f578c7e6ea4,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/663dae59372444b0bcaa06c212d004b3c22db5a6_3d9974380595527553696a8fd1815f578c7e6ea4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/663dae59372444b0bcaa06c212d004b3c22db5a6_3d9974380595527553696a8fd1815f578c7e6ea4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/663dae59372444b0bcaa06c212d004b3c22db5a6_3d9974380595527553696a8fd1815f578c7e6ea4_left_right.log'}",True,True,9,218,False,,,,,,False
14,refs/heads/master,358ea0abf7dba46c3362f70143dcae89dd1ce2bc,341795a81b380263dffa4434e79671c4b0b4c8a8,eccf62da2e9fc442d73a0a4dd86e024341394ad5,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/341795a81b380263dffa4434e79671c4b0b4c8a8_eccf62da2e9fc442d73a0a4dd86e024341394ad5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/341795a81b380263dffa4434e79671c4b0b4c8a8_eccf62da2e9fc442d73a0a4dd86e024341394ad5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/341795a81b380263dffa4434e79671c4b0b4c8a8_eccf62da2e9fc442d73a0a4dd86e024341394ad5_left_right.log'}",True,True,138,709,False,,,,,,False
16,refs/heads/master,05a06f8f0c130081c7905e6964d7e1b70ea9d409,f8484128c1fa1cfdbac13fd6473357a61f8524dc,dff0ac2e9921aa55380dcf2bbb70bbc6f3ceb066,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/f8484128c1fa1cfdbac13fd6473357a61f8524dc_dff0ac2e9921aa55380dcf2bbb70bbc6f3ceb066_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/f8484128c1fa1cfdbac13fd6473357a61f8524dc_dff0ac2e9921aa55380dcf2bbb70bbc6f3ceb066_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/f8484128c1fa1cfdbac13fd6473357a61f8524dc_dff0ac2e9921aa55380dcf2bbb70bbc6f3ceb066_left_right.log'}",False,True,2,4,False,,,,,,False
20,refs/heads/master,9cbf0045941b730c8ef6891729ecd1867d7614f0,419ab3d5f4978efb56888015eb6a42d3714f3749,acd9c64d0038de8cf756f57bd3e39c35b341ec61,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/419ab3d5f4978efb56888015eb6a42d3714f3749_acd9c64d0038de8cf756f57bd3e39c35b341ec61_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/419ab3d5f4978efb56888015eb6a42d3714f3749_acd9c64d0038de8cf756f57bd3e39c35b341ec61_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/419ab3d5f4978efb56888015eb6a42d3714f3749_acd9c64d0038de8cf756f57bd3e39c35b341ec61_left_right.log'}",False,True,2,4,False,,,,,,False
28,refs/heads/master,d23e5501e9043b3eb70195aeb4c693fc2a889e40,9f95ae5bc150da9dc854eba47107a85f044137c0,37648724c7b2c70e7ae6a8c778fc8902269ffc11,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/9f95ae5bc150da9dc854eba47107a85f044137c0_37648724c7b2c70e7ae6a8c778fc8902269ffc11_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/9f95ae5bc150da9dc854eba47107a85f044137c0_37648724c7b2c70e7ae6a8c778fc8902269ffc11_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/9f95ae5bc150da9dc854eba47107a85f044137c0_37648724c7b2c70e7ae6a8c778fc8902269ffc11_left_right.log'}",False,True,22,44,False,,,,,,False
29,refs/heads/master,9f95ae5bc150da9dc854eba47107a85f044137c0,6a2db6d2b15550e58dc038d203fac6e36781e425,31a513df180debc65cf7d24368b411da9cedb0ee,,False,"{'base_left': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/6a2db6d2b15550e58dc038d203fac6e36781e425_31a513df180debc65cf7d24368b411da9cedb0ee_base_left.log', 'base_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/6a2db6d2b15550e58dc038d203fac6e36781e425_31a513df180debc65cf7d24368b411da9cedb0ee_base_right.log', 'left_right': 'cache/diff_analyzer/logs/xwiki/xwiki-commons/6a2db6d2b15550e58dc038d203fac6e36781e425_31a513df180debc65cf7d24368b411da9cedb0ee_left_right.log'}",False,True,3,4,False,,,,,,False
