idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
1,refs/heads/master,34aec665e57158493560094e9a594338ae3d5a9c,0ed8ed4c633560530c9017eeed16e152554ea91e,55a37e1441276c946f8e54cb4975af6822568a09,,4,1,10,5,False,True,True,4,False,False
2,refs/heads/master,0ed8ed4c633560530c9017eeed16e152554ea91e,9c9ba1147dab7ab3cdbb03c0e9724de0588eb89c,f5d9a091d3444dc465764ab3d331a71dd3e3d85f,,3,1,7,3,False,False,True,3,False,False
