idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,73bd69ad440f4a21085221778e47615a090434ec,576dec9acefcf1681ea4e2a87627a2d7632953f2,909a0d6608dcd533a8fd588bb9d94017aa06a38f,,False,False,True,3,3,10,1,False,3,False
2,refs/heads/master,576dec9acefcf1681ea4e2a87627a2d7632953f2,87cd89b36cbe8f682126f8d30bda3963d37186b8,e719c9ff2903023f50990d78554eba542a609e1d,,False,False,True,2,2,4,2,False,2,False
