idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,ba538c4043ff9d0389be1476d0a93e903625da09,af818a3afa9958b6309971652914f78e2917999f,f44b0f875b287c16f99f95171f556d217b94d561,,9,2,392.0,27,False,True,,,True,8,,,,False,False
2,refs/heads/master,3d002a41907d808d059bb7c1ff4aaf3a3a76f411,76f1f9fc5bf03cd2ff1696b65444189675b96ca2,50ed0486e9c518c3c9d3a6919e38effbe871f91f,,50,40,191.0,43,True,True,Tests_passed,033cccee63cc3f7670b7a9e770a5a1790ee7cd90008aba465cf22a22766136cf,True,22,True,Tests_passed,fa75224b7fda1adedf30ec0339207cb18df05c988621cd389b86b2bee35c2afd,True,True
3,refs/heads/master,75649b2ff8e47ce8cff9c35d7244ec98925d9134,b5404d3401b7d512ae7f627cca4c4b48472e3942,e55c892d4945d813195142ce2bf15443b7c3730a,,2,0,32.0,15,False,True,,,True,2,,,,False,False
4,refs/heads/master,df99c7d83440585efe7205a4ef6643d8ae87a457,3303a87d1ecb7aff41a5eb58d24e4f7bc8c8d917,2574009fa16bcbf1779d3bf37853b6601fe94370,,10,1,623.0,9,False,True,,,True,10,,,,False,False
6,refs/heads/master,b018f08537d904981c8ef9a7ecf6b5e400869682,c482fc4f6a786a68d0a5e084e752337b2988f683,0f0bc5e0733991002bf425ae75960974dba3c400,,19,2,137.0,34,True,True,Tests_passed,9aa33d297a9f81f86a8f30d0674bdf80381ae6a76c152cf887a52b0f8cf2b6f0,True,19,True,Tests_passed,e07ba0b0746af5e284eed6750ec7979a4c21a769aa93e7ccba92a311b2f141ab,True,True
7,refs/heads/master,8167f1ea0b6b71cd2fc616e2b502c5c970d66198,b159bab35a9d88698a20c01bacc4a3da39f3a481,955d0b00f81c25577f0e796b38ea8e543da71155,,9,1,88.0,19,False,True,,,True,9,,,,False,False
8,refs/heads/master,9f06aa7519eaeb4ce3778d78e4751aeb251ec0d4,fe78060357f0a1a86bb10fffdf970b7e880b16e9,2abc4263fea334794d35b5c308462e69cb9405e7,,17,3,238.0,64,True,True,Tests_passed,7a702124a11bf4d6516313e5b909164c41e965f392dbf61399976e7f292c21de,True,17,True,Tests_passed,58ede13d4f68118960452557a04feef0aa488d657966ca9c847e84e0a4da2887,True,True
9,refs/heads/master,530b22be10366d1509c582aa81a2873cdb595ea2,284e14fb30ee89b76ce973d8b18d6d6d401ceab6,f23650575f43c6dce4b4824c7257c662953ecd8f,,9,1,61.0,11,False,True,,,True,9,,,,False,False
10,refs/heads/master,5a94dd81c79d2c7197b3f2df624242ece93b2e51,4b52f1d1226fb84083dd2fa473d38ec8543a616c,7a3b39e550db4371a24b621ea3c8b52582ac2497,,16,2,336.0,30,True,False,Git_checkout_failed,,True,16,False,Git_checkout_failed,,False,False
11,refs/heads/master,2a16b29f5b5af3173ab320108da78c5a03b0426e,d3dd0f2b886a968d8519fe9accea93a71e74722d,9078ef796d635cbe542c6eb6f30b8de09f23a921,,31,4,380.0,67,False,True,,,True,29,,,,False,False
