idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,0317195071b209459530feb4b6050a50641565b5,75bdf000d0b14c4ed2bae1477032a4df980d6da7,14f1ffe0f848f41a774809d2e85010c764f0787b,,False,False,True,2,3,6,2,False,2,False
2,refs/heads/master,94c2a8949fec2e6004106c361be914867a19ca83,44b251f47ec0b5f84e2785fb1ae1d2c2682381b0,674a7c2f9b0b6359aa69bf63b25480e0f01c528b,,False,False,True,2,3,6,2,False,2,False
3,refs/heads/master,c45f4764f1bdc873cc7a7a79ded9d158299a8061,d8613bee39be280ffe9bd3c2f7252f8ce3c7996a,627e3f98d7609280d7228d4142a4966c8d790840,,False,False,True,2,3,6,2,False,2,False
4,refs/heads/master,3bd4ed100ff5af756e294f14648f369e40ca73b7,5e8f46b053b4d7a72a47dd5480cba5d1a56d8892,04913bec66163fcb7a5cb8358c8e4c125cb7a2a1,,False,False,True,2,3,6,2,False,2,False
5,refs/heads/master,c76d767a381155dbefde2f85c8fb4c2076aa21c9,bc96b9437be51f24d0887c78bdf80e476e8577bd,ef5854b7a076b689e4f6460506dbcef4c122338b,,False,False,True,2,3,6,2,False,2,False
6,refs/heads/master,8bb4167d31fef37857198f2becad2433f38098df,36efd651b255eb4e4c448c4e3f0e39903e3c43bf,aa7d6d901a938269d20f183301f8bd2fc732238c,,False,False,True,2,3,6,2,False,2,False
7,refs/heads/master,ec837d3dc61ac5287158c178df5f0b92abedda1f,5ff4a61d7a160e111412ca10150f3a50e820591f,bcfce69a5126a5da30336b48d21dc06ff4a745f4,,False,False,True,2,3,6,2,False,2,False
8,refs/heads/master,e432e9416eb9d340da966d99c97e8f4816a35175,055cf83961bb70f2c0a8c7ac3e1eeced4dbd5c94,d7344319fec5d6b4abee10854fc2831fb58b0305,,False,False,True,2,7,14,2,False,2,False
9,refs/heads/master,055cf83961bb70f2c0a8c7ac3e1eeced4dbd5c94,7b9430af58a417ec8ea7527431713c19df5956e4,ea341dbdf083ab17d48cd4d3299c13e1131e2d1f,,False,False,True,2,6,12,2,False,2,False
10,refs/heads/master,7b9430af58a417ec8ea7527431713c19df5956e4,8ed16254bc4461ca3585f071b3d935c39087747d,455bb19d4c65b1ed68363192d984f8b010713baf,,False,False,True,2,4,8,2,False,2,False
11,refs/heads/master,8ed16254bc4461ca3585f071b3d935c39087747d,54a42c210b071e9146b0c106bbd1c232faf5bf74,894840c41827ee380ecb41dd645e46a20fb05abe,,False,False,True,2,3,6,2,False,2,False
12,refs/heads/master,54a42c210b071e9146b0c106bbd1c232faf5bf74,adb7761d466aa1c6f8d9764b8994ddd1eacaa634,cdfa2d67ba51e11e9e40b3e1abcda5e49a503f2d,,False,False,True,2,2,4,2,False,2,False
13,refs/heads/master,f225a8e86d95582527e6e46081df496dbad1d559,3d5c630f9cf4a47ad79d26a75f05edcc64768293,3836e9b2c55b033ffc5b78814ae62c1e6aac1c14,,False,False,True,7,17,40,1,False,7,False
15,refs/heads/master,400a6d75313ff7078a7b9a3c55355565b465ccd9,ace24a94275d27a39686649aac28c7f378bc9cbd,7eee3196b3b9b596c34e512d5993db1d39579b88,,False,False,True,3,4,24,1,False,3,False
16,refs/heads/master,5ea931133e01aa46574619f6daa39a6da852df17,217118ba1cc1cd5384fd1b2c33b7e8859b301e9d,4a643e3f1aadb56dad03a506b2e7acb3ee886aeb,,False,True,True,5,8,24,1,False,5,False
18,refs/heads/master,d7cde9c2d421bbd0226b1f9d38749774fa89b6ca,b8b57dc52c4090858dce558baa1c27dcb839edb7,1264dfe236d1e485db40e76af659c0fb0e056297,,False,True,True,5,16,397,1,False,5,False
19,refs/remotes/origin/pull/19,ec2cd53ecde9be3fdf3df5fba92ff42df0dd8687,31c7730f4045e52e7739fdcb21b8d41e3521ace4,b8b57dc52c4090858dce558baa1c27dcb839edb7,,False,True,True,3,4,14,1,False,3,False
