idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
1,refs/heads/master,1f75ef12763d613e2ca72bc8dbe75c166570b2e1,eb89ad628aa466f0efcb4184449cd704ccdff371,e7473cd5e0874ec785d3c4795b7eb4f84bc8a18b,,False,False,True,2,4,False,False
2,refs/heads/master,eb89ad628aa466f0efcb4184449cd704ccdff371,c2a85cbbd3dbe93a9dd1c26a5410cbd7b688cb0b,64192e21f10bc00c55778956f9cd4a238d9c44a1,,False,False,True,2,4,False,False
3,refs/heads/master,c54ae98a9008d96f687dafc0a33fcf0f6319d1ab,1325b94615402e01acdbcc25c65ed6f3c3f57266,f45011cc4e2d6d889c9ee69986cfe40f3ca66af9,,False,False,True,2,4,False,False
4,refs/heads/master,d2a5b740dcf373c4b3cbd0cda4f060cf328836cf,35890ac23d2f40621b1dad382f4e74d2d6c144cc,2b33fa8c4cb46b89910642bccf819cc345d82d22,,False,False,True,2,4,False,False
5,refs/heads/master,096fa048ff88a622c3f4921bef387a8b095f1b93,bac81e9382c87322dab606b7e5f5ac4e3e3c7a06,d8968c05a81dc2e41fe8f9440f0a5c8999a49a7e,,False,False,True,2,4,False,False
6,refs/heads/master,9adcabe2e46ac26b390f47955e799acf7141d743,e18ee9b537163dfe67835154751ae6e053c6f29e,7dafda2537cc367c3bd58aac1526e8330ea2b0ea,,False,False,True,2,4,False,False
7,refs/heads/master,8fe198b83b9270b6d12667585eed2fc9468ea5e9,fa09882250d8601cb520a70554ee253b063b907c,ac5261aee7847c4fb0fe45d70492c7a034d8cfd7,,False,False,True,2,4,False,False
8,refs/heads/master,838f7e6373927ba140f56c24d2d2ed411886009c,a9a47ad9910f89daf4ce16bcfbdd3d816d245b03,625fdbeb0c09fdb89e7e0d55bdd246620bfe8a10,,False,False,True,2,6,False,False
9,refs/heads/master,a9a47ad9910f89daf4ce16bcfbdd3d816d245b03,006fc35001edc11c6ea33be4cab660e878e66bc0,0fbd3cf12f313002bfc4b8412ddfd61f94b15040,,False,False,True,2,4,False,False
10,refs/heads/master,006fc35001edc11c6ea33be4cab660e878e66bc0,926640e18b54415b6509df64a0136ff14d7cdbe7,f832f100a29b3473dcfe30f1b6b3bd857c7a101d,,False,False,True,2,4,False,False
11,refs/heads/master,9647d7a860ac66b9427ad9e15a0919fc0ef46a27,793493b5f824bc4cd01ddad104e4f49de044baf4,39084ff8f158a2c2a61267fcf1dcb1e740a542bd,,False,False,True,2,4,False,False
12,refs/heads/master,1b2c21d7d6c35e22c0c81d4c3862ec8edf3b04e2,9e24d2b0fa279ecbe154bfacd71b4205d2a9388f,a09afae04acd5e14f5880f01bae79eccf0771398,,False,False,True,2,6,False,False
13,refs/heads/master,9e24d2b0fa279ecbe154bfacd71b4205d2a9388f,cff77b317bd076d6a25774e61d98306092ac22ae,56e9d1587ca5db4e2ae876779a7e349447bb3e1d,,False,False,True,2,4,False,False
14,refs/heads/master,cff77b317bd076d6a25774e61d98306092ac22ae,3f7dd5dfb00114f8086e013a7c2de3e282aa51f7,9a477487ce40099aa6c710169948ce3b2d11c6d6,,False,False,True,2,4,False,False
15,refs/heads/master,9c966a71eff4839b3a238d45e96e61d2e5e0c176,5833a4aa8d436cb5c6250e79aaad48fea2271537,50c9c5548a573a1050f8f3bf275862d1d908b8ae,,False,False,True,5,8,False,False
16,refs/heads/master,4fd227ede68e475dd84e0858e12d7193ca221c83,6043be039662a1741d78fd5ec514980adef0fa66,bb1cb54594f61833de5c827391be7f02be37055b,,False,False,True,2,4,False,False
17,refs/heads/master,87c46f3fe5351dc5946e5d14eae4982b1c2ac963,377702f9fa0dbd3a5dc2f61b073fb2163cb1207c,8fb7f3b3a62dd4389273d8f504f904422f5db6a7,,False,False,True,5,8,False,False
18,refs/heads/master,377702f9fa0dbd3a5dc2f61b073fb2163cb1207c,088b1ecbbc4519d18f6ffc29aacc7f741cdef75a,2b1528ec9e945020c55ee3dd01927020b7fa2bca,,False,False,True,5,28,False,False
19,refs/heads/master,8c989fbdbd321b150fc27ba720f9a35b6ac230bc,d1643b809da8fca9e87c78916017d81dbbf67c36,88796b65bacf4cf909b7aa8c6828a78b532d7f01,,False,False,True,5,30,False,False
20,refs/heads/master,90fe68f848aad5dc8c20609f08f436445f5620e3,0fceb5b28d0a844885ec651386d8fcfcc01acab5,99e857d6b57ba7c2e246d482ae437ad45bffc508,,False,False,True,5,16,False,False
21,refs/heads/master,0fceb5b28d0a844885ec651386d8fcfcc01acab5,02314cea7d7e0965d04acc1abacf20c0a858d913,b635a2f337c97fc77de8a3e388d8e7531850eaa9,,False,False,True,5,14,False,False
22,refs/heads/master,5074215e15a45d943055b4955cfc3ef3ceb32c02,d5ea3116babe63dd06eef825869ae8230d301139,4d88f8160fc960572e9eefcccb29fc03b83c93fd,,False,False,True,5,8,False,False
23,refs/heads/master,ef6c9a5ee7685b3fa1a2ffde3915e0989372a5a6,d6f7dc1b0b2a0de4042ffd85707151279ec17c2f,fb151fcf32826c792cb11a3117103d1b62714836,,False,False,True,7,47,False,False
25,refs/heads/master,d964718bcd8273b0dbb965c4ca59e20446de996f,7a8239a2b16bbe906f3e4e1e85fb7b8505e3d28f,45d7d52f72c169618a0696b366c4f7269a125b30,,False,True,True,5,143,False,False
26,refs/heads/master,21595bfaeff19e0fdec508000bc0be6f1bdc5327,e74de551daa666778159ad0bfa6e1789cac23cae,d3fc533ee392dfe6dd17b03769ae5bcd22c12f3c,,False,True,True,17,311,False,False
27,refs/heads/master,d04143e821f43282feaa9bd63c17dd84cf907fc6,42f14983beb6b7f481470e801b2ed18150c0d730,5f021c821d49a8aa5d4f0aa8a3e64afe2cd20501,,False,False,True,5,8,False,False
28,refs/heads/master,d1cd249377a379a463c7a3be270df6c664947c56,4e3c15e6b5921a21fef47b013e4a39a53c993e91,44117383ff8ff8aa19e8833644c5ef902e8ef40d,,False,True,True,5,153,False,False
29,refs/heads/master,9dbb827a7db5129589ca922058fa3b185e4945f4,3c14522d7a818c1064b70d2eed7dafb17297d183,84e8a70ce5bff095b7e84c00c2706e3b7f9de2fc,,False,False,True,3,2,False,False
30,refs/heads/master,de4d7f92da492c64b052d55b18ac1bd749fa61b5,18dd109e84682d9f3d21db222b12d813e1fd7934,fb532a1abc0726c3c6f298e613abbaca0a41d03f,,False,False,True,23,30,False,False
31,refs/heads/master,18dd109e84682d9f3d21db222b12d813e1fd7934,f5af9b99186469ebeecfdf9cbb71146120ca0603,c32be8d5d87afe4b0fdb2b865f7c1c70496d9191,,False,True,True,4,3,False,False
32,refs/heads/master,ce618a362fa5dc2748db95ba10c3df97bd963d21,fb88cce01e55f039202d244d5be3c0b3ca0bc3dd,a709345f1c4501d0cce602403e3907cd6720e577,,False,False,True,8,82,False,False
33,refs/heads/master,8dd9e9ccee5006764728181f1b8db126fe09e564,b4f98e9b10a0a48859d7399625f5a373d20f1b46,c8cdf50912a46f2cfdceac0e42dde15dcd5e52d0,,False,False,True,5,33,False,False
34,refs/heads/master,134f9447b9b4040aa55033ec20212229d3dbae91,f200289aa31bce242581678bae242504fa4775ab,f3a3d9ed4b08f64c8ab5ae6740f91866eb022af5,,False,False,True,3,1,False,False
36,refs/heads/master,6830894f888d9d784bb7c85f53c1b0aaaabd23e2,0b34dcbf68d712e14d1f53fef437552e7a2de550,afb1a364408132c58c8d35a7c4c1f208674d3171,,False,False,True,4,6,False,False
