idx,branch_name,merge,left,right,notes,test merge,diff contains java file,sampled for testing
1,refs/heads/3.0-master,30ec06d660c3b70a8878e40a08fa3f5e26cb8af6,3a6635aea678f24fedcb0fc55f790911dbb4b726,47fd7d2b610a70716cd6e51c541fad708f0bcd68,,False,False,False
2,refs/heads/3.0-master,158fb6406b10311f114054c66f6206dc7e915917,9210b250b1667cd62f21b06849ca55d4fef2764b,2e149543aa353adaf99eaa544f2c78ad5d091bbd,,False,False,False
