idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
1,refs/heads/master,eb784d0da7bbfd07bd3994f3162710e62918b1d0,d0ff551305808c3d111de9d80e58020b4efae1ba,92ef7276a57f05308b50c51e65fccb85e6b2f383,,10,400,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/d0ff551305808c3d111de9d80e58020b4efae1ba_92ef7276a57f05308b50c51e65fccb85e6b2f383_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/d0ff551305808c3d111de9d80e58020b4efae1ba_92ef7276a57f05308b50c51e65fccb85e6b2f383_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/d0ff551305808c3d111de9d80e58020b4efae1ba_92ef7276a57f05308b50c51e65fccb85e6b2f383_left_right.log'}",False,False
2,refs/heads/master,d0ff551305808c3d111de9d80e58020b4efae1ba,7a050424da043570a7e9084a528b70c26a628fe7,0d9d734d4e500a044f43639c6a8ecb8b863d1140,,9,390,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/7a050424da043570a7e9084a528b70c26a628fe7_0d9d734d4e500a044f43639c6a8ecb8b863d1140_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/7a050424da043570a7e9084a528b70c26a628fe7_0d9d734d4e500a044f43639c6a8ecb8b863d1140_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/7a050424da043570a7e9084a528b70c26a628fe7_0d9d734d4e500a044f43639c6a8ecb8b863d1140_left_right.log'}",False,False
3,refs/heads/master,a7ede66949cd4ca2e028bffa2ecabac355b36132,b6164103f1a27259f3e34039e68fb7db91b9b7e3,acb3ea7ea21fffc3ed6c14bb9ec30099aabf577e,,2,2,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/b6164103f1a27259f3e34039e68fb7db91b9b7e3_acb3ea7ea21fffc3ed6c14bb9ec30099aabf577e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/b6164103f1a27259f3e34039e68fb7db91b9b7e3_acb3ea7ea21fffc3ed6c14bb9ec30099aabf577e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/b6164103f1a27259f3e34039e68fb7db91b9b7e3_acb3ea7ea21fffc3ed6c14bb9ec30099aabf577e_left_right.log'}",False,False
4,refs/heads/master,b6164103f1a27259f3e34039e68fb7db91b9b7e3,c352bd9c9e6a6569efabca159560bf21a33c9923,a880eb2ddf0c9fae1cff81741f84d651d4448efe,,3,5,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/c352bd9c9e6a6569efabca159560bf21a33c9923_a880eb2ddf0c9fae1cff81741f84d651d4448efe_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/c352bd9c9e6a6569efabca159560bf21a33c9923_a880eb2ddf0c9fae1cff81741f84d651d4448efe_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/c352bd9c9e6a6569efabca159560bf21a33c9923_a880eb2ddf0c9fae1cff81741f84d651d4448efe_left_right.log'}",False,False
5,refs/heads/master,c352bd9c9e6a6569efabca159560bf21a33c9923,c45b2eebcfba9d877f11c31aef9387f149a8d173,eec869fd4dc0d72b858e01a9bc66a7ec6b6694db,,8,70,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/c45b2eebcfba9d877f11c31aef9387f149a8d173_eec869fd4dc0d72b858e01a9bc66a7ec6b6694db_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/c45b2eebcfba9d877f11c31aef9387f149a8d173_eec869fd4dc0d72b858e01a9bc66a7ec6b6694db_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/c45b2eebcfba9d877f11c31aef9387f149a8d173_eec869fd4dc0d72b858e01a9bc66a7ec6b6694db_left_right.log'}",False,False
7,refs/heads/master,eec869fd4dc0d72b858e01a9bc66a7ec6b6694db,5b6aaab13a7a16051ce5122a52fd73a5b4fca0b7,3afa37885aa6b1a5a75cc4ab004bec242a9cf2d2,,3,7,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/5b6aaab13a7a16051ce5122a52fd73a5b4fca0b7_3afa37885aa6b1a5a75cc4ab004bec242a9cf2d2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/5b6aaab13a7a16051ce5122a52fd73a5b4fca0b7_3afa37885aa6b1a5a75cc4ab004bec242a9cf2d2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/5b6aaab13a7a16051ce5122a52fd73a5b4fca0b7_3afa37885aa6b1a5a75cc4ab004bec242a9cf2d2_left_right.log'}",False,False
8,refs/heads/master,5b6aaab13a7a16051ce5122a52fd73a5b4fca0b7,ee15446bf818c0a519228ac670c7af5f1a86cfdb,06633f64859cc8620091350217dd812af53cfc9c,,6,84,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/ee15446bf818c0a519228ac670c7af5f1a86cfdb_06633f64859cc8620091350217dd812af53cfc9c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/ee15446bf818c0a519228ac670c7af5f1a86cfdb_06633f64859cc8620091350217dd812af53cfc9c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/ee15446bf818c0a519228ac670c7af5f1a86cfdb_06633f64859cc8620091350217dd812af53cfc9c_left_right.log'}",False,False
9,refs/heads/master,34b22e470f90cf2d813d27d9e058457c89eec831,5f3ab3e9cee8c9bcef4667a59bfd21c868f2f682,c64c4ad26026374ec01255f5c082164c12c39d3b,,5,81,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/5f3ab3e9cee8c9bcef4667a59bfd21c868f2f682_c64c4ad26026374ec01255f5c082164c12c39d3b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/5f3ab3e9cee8c9bcef4667a59bfd21c868f2f682_c64c4ad26026374ec01255f5c082164c12c39d3b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/5f3ab3e9cee8c9bcef4667a59bfd21c868f2f682_c64c4ad26026374ec01255f5c082164c12c39d3b_left_right.log'}",False,False
10,refs/heads/master,c64c4ad26026374ec01255f5c082164c12c39d3b,6cb0e4f9b4a272cd1139b68240cfb8e2d55fdd4e,9e3c53e46c09b0451a02dba190d26273b7549845,,5,119,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/6cb0e4f9b4a272cd1139b68240cfb8e2d55fdd4e_9e3c53e46c09b0451a02dba190d26273b7549845_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/6cb0e4f9b4a272cd1139b68240cfb8e2d55fdd4e_9e3c53e46c09b0451a02dba190d26273b7549845_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/6cb0e4f9b4a272cd1139b68240cfb8e2d55fdd4e_9e3c53e46c09b0451a02dba190d26273b7549845_left_right.log'}",False,False
11,refs/heads/master,5f3ab3e9cee8c9bcef4667a59bfd21c868f2f682,e66ecec6d8574c03f5de594ca8f1afb18d3aabc5,1f539663e4314d074900883059f713b2a8be726d,,2,40,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/e66ecec6d8574c03f5de594ca8f1afb18d3aabc5_1f539663e4314d074900883059f713b2a8be726d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/e66ecec6d8574c03f5de594ca8f1afb18d3aabc5_1f539663e4314d074900883059f713b2a8be726d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/michal-harish/kafka-hadoop-loader/e66ecec6d8574c03f5de594ca8f1afb18d3aabc5_1f539663e4314d074900883059f713b2a8be726d_left_right.log'}",False,False
