idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
98,refs/heads/master,551ae81d94b8f29f3486edf9ad1ec1be6fcfce9a,7e750d65b7f1c02c4ef6385771f2f6e5e2b81435,f3905553e7070af1bf784b42768c5b17851f260d,,True,True,True,7,76,True,Tests_passed,bca3bc493b1a6821783af8694930392bae15267ef01ad6054af27ac16f3bd91b,True,Tests_passed,c33868eaa3a409f8b45e70e249c9d46d0e51a545dc44530e7241c3e25fa78c01,True,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,704b9d8e8ef5b0be516394e3d099df44f560e77a426e2bb0707903537fbf773f,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,704b9d8e8ef5b0be516394e3d099df44f560e77a426e2bb0707903537fbf773f,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,cdf3b785ee50a64c79027be769bebcebd89d8e6a863f564b5554f31e7cd28fad,Tests_failed,104d4e4275646fe3a9efa197b0c08323d6f353aa14172a3db0603ba95e5eca28,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,704b9d8e8ef5b0be516394e3d099df44f560e77a426e2bb0707903537fbf773f,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d,Tests_passed,f411876b5a6d8dcc75c8b65f0417e2541ff877cb41212c828cf8e7b4a1811f6d
101,refs/heads/master,974b6c963b42712a5b2d97dbd2b166d239951381,1b2173eb2ee6af0486e891f54d06aafac9ede651,63c25853004ef4631ea134254332044d17cf7bb0,,True,True,True,34,291,True,Tests_passed,c7c706da658feae56082cefd1b34dc6f590846fcb383f6390f6083ecba430823,True,Tests_passed,376fb417040873f09f367dfdbe2bb6dd17c1db1d7a52abd018e649d0af355250,True,Merge_failed,c0ceebd804e3626df84b101a6399c1e064f714641a03f0fa6b891cec373d98a9,Merge_failed,c0ceebd804e3626df84b101a6399c1e064f714641a03f0fa6b891cec373d98a9,Merge_failed,c0ceebd804e3626df84b101a6399c1e064f714641a03f0fa6b891cec373d98a9,Merge_failed,c0ceebd804e3626df84b101a6399c1e064f714641a03f0fa6b891cec373d98a9,Merge_failed,c0ceebd804e3626df84b101a6399c1e064f714641a03f0fa6b891cec373d98a9,Merge_failed,c0ceebd804e3626df84b101a6399c1e064f714641a03f0fa6b891cec373d98a9,Merge_failed,c0ceebd804e3626df84b101a6399c1e064f714641a03f0fa6b891cec373d98a9,Merge_failed,580349f8457bef899f6b1322a7f9fc465b55d31c2f2fa10565788a1f742747e7,Merge_failed,be5637b3cc2b74df95ffd4ff327ec587c8e1975307dc782394330da355a41080,Tests_failed,ebca78a08e325d9f159bca5343a30ce59c8ed944c92a0f3c636d612a9209f95d,Tests_failed,2b54efb12f3aad9665100283e284fd84b15bc9ee451124877790562b9d017d19,Merge_failed,4ec6819a216c4a3c3550db72d42126f765c104fb222145a61a6ef7b1e2986649,Merge_failed,4ec6819a216c4a3c3550db72d42126f765c104fb222145a61a6ef7b1e2986649,Merge_failed,dbcc61eda41f65813a4b336395ed0fed95d6e83bfffa9002842512ca85541695,Merge_failed,4ec6819a216c4a3c3550db72d42126f765c104fb222145a61a6ef7b1e2986649,Merge_failed,dbcc61eda41f65813a4b336395ed0fed95d6e83bfffa9002842512ca85541695
103,refs/heads/master,46d36b7b4a770c0a4404372b39c35a3efdb15cde,fb1429bc175c5ed0096d69f94368a923d45d0eef,716bdc9904562d730750e335c8ae39235f1b89ea,,True,True,True,30,98,True,Tests_passed,68c2d18cb418d7eb0ede410a589ceb12c00f6ed9a7e4e00b6aaab3cae3242ffc,True,Tests_passed,0b39a993d28755656667423d389963d7646a8db07bcdd8715d47eebe49121159,True,Tests_timedout,8b281cd91d66cb5258e020e3b5970fc9ceba9b58fc1c380b1fe98737ea880167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,refs/remotes/origin/pull/30,e6ae3604ccbbaf42827e6eb4749121a250b95571,51ea6841ccffeb36189ab6bdcdb7b04a8a97b99d,5cf5d162ce4c2acc3332022b761243d93f6ffeaa,,True,True,True,35,964,True,Tests_passed,e179d9c6d58b5da9f73a2a986e3ec0922c9760bbf45a1e60d501edae3a3010e2,True,Tests_passed,0976671fd27cd36088c3195a1e4c9a2afb403dea9a3dfb20aa0a9d3c2ceed035,True,Merge_failed,239e83678c7b685e498a2a11ffc76e1a2e7232e9f6273ca3ba8cbfd9a5c5d8ff,Merge_failed,303ac180abda8de50c7fbf9ad281737ff1b4311bea7a166d0d48366b179a6188,Merge_failed,239e83678c7b685e498a2a11ffc76e1a2e7232e9f6273ca3ba8cbfd9a5c5d8ff,Merge_failed,328301a6a131c1a253ababae81b039e06ffa47a9f2faf4a87d6ded1ca42c73ba,Merge_failed,239e83678c7b685e498a2a11ffc76e1a2e7232e9f6273ca3ba8cbfd9a5c5d8ff,Merge_failed,239e83678c7b685e498a2a11ffc76e1a2e7232e9f6273ca3ba8cbfd9a5c5d8ff,Merge_failed,239e83678c7b685e498a2a11ffc76e1a2e7232e9f6273ca3ba8cbfd9a5c5d8ff,Merge_failed,e6ab00eb0780b8dacdcb8d4ed74ed68ec47d3f02260b18e3ee7b6b860f3d6be0,Merge_failed,cb40b58e8c9f405a92205b4a2df600395a67bdb5b1c77c30ed5196ed32c3dffd,Merge_failed,7058c667b72b92de22dc2c850ae30827ff67a9001c6979a24e4ae768e735525e,Merge_failed,16641ef5f6c9e63e1ebe4613eccc2898500f2ca026bf8cf14bc7656bdda8a002,Merge_failed,6168977dd2d9e55d1f18e975ba47ce6bd3ef8d1f39118bdf9ec6fe7a9f0df28e,Merge_failed,e7cb452b7f6506e0a7e9ad32bb2eae2fbd8afafafdab13c5018f835ad6af4730,Merge_failed,290fc1445df575c16224aac90a55e5d18009307536432795555d39aa92a3716c,Merge_failed,7b28ee1b614f6b2c9c3bc09f9b81130007e7218a722644b17a62bfbf5a07b55f,Merge_failed,b3658fcdcc440851a1418374ed067471397f0ba580fe5a7224a330b103fcb49a
145,refs/remotes/origin/pull/59,eae694fad43273842530bb6b049cbd188e304f43,70749e885de752cd0db48c066dd867efdbcdddf9,37bd6c4aa50e99bccbd194c002ffc50b89fdbeae,,True,False,True,9,35,True,Tests_passed,bf0c2edc96771f93b292cbcfc84158c71bfe5d034db0591dfce8aaf6a03ead01,True,Tests_passed,ab9d47f563e3b20dfa35727da0d25f1d25faac48cff4ff50b43341545c3e181d,True,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,0aedc2b9471fadce549cdd6ad296522d19da0604f915c9b267550a5351af9b78,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42,Tests_passed,929b1b7302f97cd2793c60c2d6b162eee860111cd5f6fe32f47d22bfbe23ad42
150,refs/remotes/origin/pull/60,54d9987984366bbbac292633db398a742da14a29,5cc14ef1255d7182d6c9935075da2e29447edc92,7953a92f205866b13b6e07ca327033a11ad2c946,,True,True,True,133,27265,True,Tests_passed,a25245c714666efa6a3bec79df245299b0693d0b276372f97a7d0d32ce933f9c,True,Tests_passed,ecc517f6ad0865afc1dc13d756d3d1528f261cfa6a067adef479acd474440726,True,Merge_failed,3dc282e5e26162eafe6c8ae36ed2c753dd1b2e9387112fc3f150f7550f2b7904,Merge_failed,5a721a09f68b67ab5d61b0861240198d26ad994b696bd7f797fc1150e2a46f70,Merge_failed,3dc282e5e26162eafe6c8ae36ed2c753dd1b2e9387112fc3f150f7550f2b7904,Merge_failed,5a721a09f68b67ab5d61b0861240198d26ad994b696bd7f797fc1150e2a46f70,Merge_failed,3dc282e5e26162eafe6c8ae36ed2c753dd1b2e9387112fc3f150f7550f2b7904,Merge_failed,3dc282e5e26162eafe6c8ae36ed2c753dd1b2e9387112fc3f150f7550f2b7904,Merge_failed,3dc282e5e26162eafe6c8ae36ed2c753dd1b2e9387112fc3f150f7550f2b7904,Merge_failed,343eeb4c6d1ea10fd39b6d3d7855bd66dfb5af5a0fc5658086d069cbb561cdb7,Merge_failed,651d3197af6181d1892d1957bd424d4e3da285bc8f523dea8a3d656c42216736,Merge_failed,96e803184714cdf4ab4d7ba03a2f1b2e38b84b54c5a91f846dbc130e2ec65869,Merge_failed,9326a7263b8d17677ef706c7d976714e76a1f560ddc186659414093ed9c182c8,Merge_failed,f89a7cda1aab7f14b1b00628fdbaabb81e80f0eafc92640169bc3e7a3ddc63f2,Merge_failed,775ae339d4397384a67d257cbc430fcb8472d33344bc67af500e38e11339c3bc,Merge_failed,a502e0fe1cc4847980f1bd09be1a80e1aab67ebb143d6f23e4c8b20798e33d26,Merge_failed,f89a7cda1aab7f14b1b00628fdbaabb81e80f0eafc92640169bc3e7a3ddc63f2,Merge_failed,f89a7cda1aab7f14b1b00628fdbaabb81e80f0eafc92640169bc3e7a3ddc63f2
155,refs/remotes/origin/pull/60,d8caf5cef20fdbed4a55de14d38bf446fc695d39,7dba1a82f5c21cc1b50827daef4cdcac51c2ce43,d351c3965ed3b5e80a11abff5614c01f0f156b6b,,True,True,True,68,328,True,Tests_passed,53abcbcb6d288556dac234d018c880bfb8cefddbc7ddf752214beff91643d082,True,Tests_passed,b977989480ad1473b050211221a552551642a8b6fa022af4c4127ce85f2f02c6,True,Merge_failed,51b3bea38f70d90877d2b56ecd242fcf2ce138938d3620938c19d12f53c69146,Merge_failed,4fc299a826c36d4496cf9552497589935af125f89c88955e0d3e757824360953,Merge_failed,51b3bea38f70d90877d2b56ecd242fcf2ce138938d3620938c19d12f53c69146,Merge_failed,4fc299a826c36d4496cf9552497589935af125f89c88955e0d3e757824360953,Merge_failed,51b3bea38f70d90877d2b56ecd242fcf2ce138938d3620938c19d12f53c69146,Merge_failed,51b3bea38f70d90877d2b56ecd242fcf2ce138938d3620938c19d12f53c69146,Merge_failed,51b3bea38f70d90877d2b56ecd242fcf2ce138938d3620938c19d12f53c69146,Merge_failed,62d54cb97bc9f9e6bed5484121af2bdb2b888951f2747cd2680bc0a5dc6b1fa9,Tests_passed,241923b3304413db6db4d5460872660ed6e1f62c73571086f3df8883a3fb2e1b,Tests_passed,dc3cdf7d58bc37f20ac994a19defc224dd9068dcab338e1dc64c95d773213428,Tests_failed,70f656e607636bfa500e403d8005ad176fc94dd7fcd8c963961565ce5bc12990,Merge_failed,9e3159289ec51261280724b9e20537bbd437ef4066c36d0e4633c683cf0bb79d,Merge_failed,bde7a37f1cb145df81a015e93d7c370513d70f6b9049831bb432fd7aec699504,Merge_failed,51b3bea38f70d90877d2b56ecd242fcf2ce138938d3620938c19d12f53c69146,Merge_failed,9e3159289ec51261280724b9e20537bbd437ef4066c36d0e4633c683cf0bb79d,Merge_failed,51b3bea38f70d90877d2b56ecd242fcf2ce138938d3620938c19d12f53c69146
157,refs/remotes/origin/pull/60,c214d8c0a02bd4fc3334b98700f2091219ccc37e,873a5db1161c2376c4e673445a4fc600f675626f,f22c5e3145fd000b4997538ef44fb1f76460cf65,,True,True,True,67,299,True,Tests_passed,760312586a4d104e579fe2006541061128627a7144c004413dfadb0608046fa7,True,Tests_passed,4c732480b8990a5bbd51aaa50377404f2f440912fa0036bed7c524e1a01add37,True,Merge_failed,f6be869234c5288beedf0d1e5e2d86ec89804e581d0c9f4d5fc274338b9c0e1c,Merge_failed,2f55cd21d62d730697a89b3bb6dc533c0897ac9ad6322a9a663968a556e65868,Merge_failed,f6be869234c5288beedf0d1e5e2d86ec89804e581d0c9f4d5fc274338b9c0e1c,Merge_failed,2f55cd21d62d730697a89b3bb6dc533c0897ac9ad6322a9a663968a556e65868,Merge_failed,f6be869234c5288beedf0d1e5e2d86ec89804e581d0c9f4d5fc274338b9c0e1c,Merge_failed,f6be869234c5288beedf0d1e5e2d86ec89804e581d0c9f4d5fc274338b9c0e1c,Merge_failed,f6be869234c5288beedf0d1e5e2d86ec89804e581d0c9f4d5fc274338b9c0e1c,Merge_failed,dec3e8f59ae2faa2ffd9f366ca6c3188a9759fddb0d646ebaf130d7b796d27ae,Merge_failed,006d79c5546965b15b8e416c533d4a60352d539bb999528119e832f21390974f,Tests_passed,2ab87f552a2f0d69caad0527c3db4dbe51e9b7556afd892d72ebe5c7170eb7e0,Tests_failed,6e9e15da3672cb8d72cc1de9672fefb8ae482ee6c67134b2b20cfa307388d92c,Tests_passed,36dc2ac2c94763e2e8b03dcc5f4f621e13986e5371caf68510131d3ff45d2cae,Tests_passed,12dfdd400b0939fd77149929339bbd6685bac4038e7a8b6497b3fbabd6ae74c8,Merge_failed,49c5d022d877fabe5ea32c4993204c942ff97e42f92a58dfd2abc09c2ee29f36,Merge_failed,0dc61745521486eec8f467302867233d043a60fbd258856de8336a8561af9f70,Merge_failed,49c5d022d877fabe5ea32c4993204c942ff97e42f92a58dfd2abc09c2ee29f36
164,refs/remotes/origin/pull/60,ddab63430d7f6858b92da794199c0abcc23c7af2,9893793e82317bea71fe872357d3a84d2be799b1,66c6027fff1d27787bb13291d8a058ee849d00ce,,True,True,True,29,1430,True,Tests_passed,546c5e9ce3d27225498fbafcfb7b2a6523eed54e9a589e9e4b6ff6c969a39915,True,Tests_passed,47f37ba9656418a614f47adc2ab2c2e7a76eccd00c2fc1c3bf001a80e87376f0,True,Merge_failed,62580478231f9dfaeeb5d4ff00f696db4b81b43eef7365a24ad0c11812bda20c,Merge_failed,d0b0991725bb274794efd044a7bece93c8bbd251c3d8fb08683d2000e21e46bd,Merge_failed,62580478231f9dfaeeb5d4ff00f696db4b81b43eef7365a24ad0c11812bda20c,Merge_failed,b1381ab74fe8dd64a410affe6fddfed557c3ddc9ef383221ba9fcce515628c47,Merge_failed,62580478231f9dfaeeb5d4ff00f696db4b81b43eef7365a24ad0c11812bda20c,Merge_failed,62580478231f9dfaeeb5d4ff00f696db4b81b43eef7365a24ad0c11812bda20c,Merge_failed,62580478231f9dfaeeb5d4ff00f696db4b81b43eef7365a24ad0c11812bda20c,Merge_failed,8714a42e8dd468e669c89f7aaf9425f7f970e0aeaae1015ad666b4f9de6c07bb,Merge_failed,4519baf981b27e1768d26064897cc8b2b0a800444d09a66256b8fe3aa707fd54,Merge_failed,fef08b8f46e27d0fe284453dc860c6df162c370d87c79149b8b86d0a41b7eeb0,Merge_failed,88e1c2e26e5d7fa8a36e1ef8fc81e7bab749e7d05af2c618b08634c46fea6970,Merge_failed,018c0543e5c123fac662503a83636427c8ea56a23e4a5edcb7ebdfef57426d9a,Merge_failed,0a2d33eaa60ef71a54a02154b67fbcfaecefef6b78bb6f136aa9f5154ab32fd2,Merge_failed,ebc166475b086fb11acf0ba214675269401e3d4e37366b97349afc61905d01e9,Merge_failed,018c0543e5c123fac662503a83636427c8ea56a23e4a5edcb7ebdfef57426d9a,Merge_failed,ebc166475b086fb11acf0ba214675269401e3d4e37366b97349afc61905d01e9
167,refs/remotes/origin/pull/60,83ad29e2011c4a71d9004d22939820a7e3318f9b,9963fe0cc7668e7d305e6dc3ab82ec5d0fef8701,ca5babd24d08f3e5c1f393e4ea1181ceb54bf3b2,,True,True,True,3,2,True,Tests_passed,7c63de656b2aee17e7fcd4c290529dab8f7d3ea7ae9cd92f3743b21bbe5da3d3,True,Tests_passed,417001e354e1b9b5e3e25e62f5769337fb17f1331f406694693c77bdbe47bb6f,True,Merge_failed,d7019a0ff94e8e5056a34577caf1869a19e52dc6f2c2d1caa3e41ee957035528,Merge_failed,8124c8bdb9e650e8b4ae03bfd97c5d085b5a00cf164989db23ebdc689148171c,Merge_failed,d7019a0ff94e8e5056a34577caf1869a19e52dc6f2c2d1caa3e41ee957035528,Merge_failed,8124c8bdb9e650e8b4ae03bfd97c5d085b5a00cf164989db23ebdc689148171c,Merge_failed,d7019a0ff94e8e5056a34577caf1869a19e52dc6f2c2d1caa3e41ee957035528,Merge_failed,d7019a0ff94e8e5056a34577caf1869a19e52dc6f2c2d1caa3e41ee957035528,Merge_failed,d7019a0ff94e8e5056a34577caf1869a19e52dc6f2c2d1caa3e41ee957035528,Merge_failed,ffee3fcee552bf7deacdbe6b034d3c8c51af16e507075a22eb382980dfb5b4f5,Merge_failed,c2364d27ce3181b75024dce91d8215716f972156b99cca84087b9d215b29fce0,Merge_failed,7c9ed7015669dbca19afeb0f2fe19094641838dc94ee26f1c1872c114abd8a6c,Merge_failed,7c9ed7015669dbca19afeb0f2fe19094641838dc94ee26f1c1872c114abd8a6c,Tests_passed,5989fe2a718873e967e201a250d3bd67b2f24c55084b5bf3a11d212d1d3fd98b,Merge_failed,bdfa6d16e33ffa8f3a73f76ef768f605b3605f25807e269c073536f4b4121d8b,Merge_failed,bd68414fc811b684e2ac1b40c2008cfccd1cc47ba73f70ddeb922bfb6a41bb24,Tests_passed,5989fe2a718873e967e201a250d3bd67b2f24c55084b5bf3a11d212d1d3fd98b,Merge_failed,bd68414fc811b684e2ac1b40c2008cfccd1cc47ba73f70ddeb922bfb6a41bb24
