idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,plumelib_ort_run_time,plumelib_ort_ignorespace_run_time,plumelib_ort_adjacent_run_time,plumelib_ort_imports_run_time,plumelib_ort_version_number_run_time
2,refs/heads/master,cadddbad17de1526cd54f53de4a0c633acb328e9,c5438560f54b525d3e1a8afb9fc4efbc6db9806c,ca84722195aac40f62ec2db5eed3eea4273a6ff8,,16,3086,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/AndreasKl/springboot-angular-atmosphere-quickstart/c5438560f54b525d3e1a8afb9fc4efbc6db9806c_ca84722195aac40f62ec2db5eed3eea4273a6ff8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/AndreasKl/springboot-angular-atmosphere-quickstart/c5438560f54b525d3e1a8afb9fc4efbc6db9806c_ca84722195aac40f62ec2db5eed3eea4273a6ff8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/AndreasKl/springboot-angular-atmosphere-quickstart/c5438560f54b525d3e1a8afb9fc4efbc6db9806c_ca84722195aac40f62ec2db5eed3eea4273a6ff8_left_right.log'}",afc2fb1335920e6cf399aaf2bddc8abb09b870393caefeccc2b2f792a343923e,Tests_passed,681deceb3f1d91429c54cf81c807c924f7e374d6e2351e0aaf9c95a4d614ff95,Tests_passed,True,True,True,Merge_failed,5385617fc9fdb1b335e4292e8c6f34f167cce5d7e5fe6a8ddc72492456e2c9f5,Merge_failed,974a2709afd3057d1f2394d0bf0be8f1b44005d96627b795d28a4fea48d44676,Merge_failed,5385617fc9fdb1b335e4292e8c6f34f167cce5d7e5fe6a8ddc72492456e2c9f5,Merge_failed,974a2709afd3057d1f2394d0bf0be8f1b44005d96627b795d28a4fea48d44676,Merge_failed,5385617fc9fdb1b335e4292e8c6f34f167cce5d7e5fe6a8ddc72492456e2c9f5,Merge_failed,5385617fc9fdb1b335e4292e8c6f34f167cce5d7e5fe6a8ddc72492456e2c9f5,Merge_failed,5385617fc9fdb1b335e4292e8c6f34f167cce5d7e5fe6a8ddc72492456e2c9f5,Merge_failed,730cb046e9e44120e84db1332236234524c79f5a63b7ebad996db2273eca2002,Merge_failed,90db8dba25ac0a7fdad4affc362ae95ae98a39df1f18c74bcb77ccdb1dee568f,Merge_failed,1396adb50125b234604d4843012ded79f250975391afab4676df25472af57aa6,Merge_failed,aa769c067b9a1d5a4da3386fe8911ddbaa6bc622ca43e1d22919b83e71ce296f,Merge_failed,6cfc38d88eef6a099bdc165571a8ff71bfed22cbf45dcc4b17a68e8ec226df0c,Merge_failed,aa5460437ee3db40d01b2106745032074b625140098888318ec6cb953ae9d613,Merge_failed,6e8ce100abe58d80ef2c741a21ba4a6f15518a9c43a474589cd5fa6a424e409e,Merge_failed,5b5c92bb30e8f37ca0d03b3a6ad06f13974cf723116406d32fa524012c56b9bb,Merge_failed,6cfc38d88eef6a099bdc165571a8ff71bfed22cbf45dcc4b17a68e8ec226df0c,0.009391546249389648,0.009483814239501953,0.00881505012512207,0.008926630020141602,0.008917808532714844,0.00906515121459961,0.00924539566040039,0.08899831771850586,0.23643279075622559,0.5392460823059082,0.37575197219848633,0.8179421424865723,0.8042516708374023,0.4680213928222656,0.8068132400512695,0.5670256614685059
