idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
6,refs/heads/main,f0cfc30a51804c187f65191c515ca861d1702a4e,59d78cb824ca6b38fb95e364281c4e6cfb8d0135,1fcbd3a23ce621b4b8ed448cda66238e779ff020,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/59d78cb824ca6b38fb95e364281c4e6cfb8d0135_1fcbd3a23ce621b4b8ed448cda66238e779ff020_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/59d78cb824ca6b38fb95e364281c4e6cfb8d0135_1fcbd3a23ce621b4b8ed448cda66238e779ff020_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/59d78cb824ca6b38fb95e364281c4e6cfb8d0135_1fcbd3a23ce621b4b8ed448cda66238e779ff020_left_right.log'}",True,True,4,12,False,,,,,,False
9,refs/heads/main,518685127f3cc23f16e97d221ea389dd2bd5b172,d0a88f37b87bc7d791accdbab70b346ad35cb8c0,bcbdee4a18b3b550f603072c17cd1b8183384a36,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/d0a88f37b87bc7d791accdbab70b346ad35cb8c0_bcbdee4a18b3b550f603072c17cd1b8183384a36_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/d0a88f37b87bc7d791accdbab70b346ad35cb8c0_bcbdee4a18b3b550f603072c17cd1b8183384a36_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/d0a88f37b87bc7d791accdbab70b346ad35cb8c0_bcbdee4a18b3b550f603072c17cd1b8183384a36_left_right.log'}",True,True,8,233,False,,,,,,False
10,refs/heads/main,27719350d16616e4521c773e199b419988f5780e,a4f1f0c28f5aa8ec8760ff973441b76c08b4ff1e,fac5e3d48a9f5fade7e2ea2f14ce3224de4dbe90,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/a4f1f0c28f5aa8ec8760ff973441b76c08b4ff1e_fac5e3d48a9f5fade7e2ea2f14ce3224de4dbe90_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/a4f1f0c28f5aa8ec8760ff973441b76c08b4ff1e_fac5e3d48a9f5fade7e2ea2f14ce3224de4dbe90_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/a4f1f0c28f5aa8ec8760ff973441b76c08b4ff1e_fac5e3d48a9f5fade7e2ea2f14ce3224de4dbe90_left_right.log'}",True,True,6,85,False,,,,,,False
13,refs/heads/main,0cf3f171b84f2d62fe2761be3204f3eae350c58b,6b7537140fb1520fc21d79974735be9dcf4e51f5,8198df77d87a6ad43b5d7fa270f9f09fdb1ea13d,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/6b7537140fb1520fc21d79974735be9dcf4e51f5_8198df77d87a6ad43b5d7fa270f9f09fdb1ea13d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/6b7537140fb1520fc21d79974735be9dcf4e51f5_8198df77d87a6ad43b5d7fa270f9f09fdb1ea13d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/6b7537140fb1520fc21d79974735be9dcf4e51f5_8198df77d87a6ad43b5d7fa270f9f09fdb1ea13d_left_right.log'}",True,True,6,73,False,,,,,,False
19,refs/heads/main,eb6c027db545dfbf8713d5f68c016fe302838a3a,36838cabf66337e551fe9ad207ebcaba84f05c13,7d128b809298b92e60c07001f025752a3030b74a,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/36838cabf66337e551fe9ad207ebcaba84f05c13_7d128b809298b92e60c07001f025752a3030b74a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/36838cabf66337e551fe9ad207ebcaba84f05c13_7d128b809298b92e60c07001f025752a3030b74a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/36838cabf66337e551fe9ad207ebcaba84f05c13_7d128b809298b92e60c07001f025752a3030b74a_left_right.log'}",True,True,11,312,False,,,,,,False
26,refs/heads/main,c28e1f444c488f79ecb019c8c7a496bd3ad11c33,fa71e21fdaa9f33a74f3081f5d1b18f6357400be,bd02a971f17a1c583fe6b9f205098e1e942a88c7,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/fa71e21fdaa9f33a74f3081f5d1b18f6357400be_bd02a971f17a1c583fe6b9f205098e1e942a88c7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/fa71e21fdaa9f33a74f3081f5d1b18f6357400be_bd02a971f17a1c583fe6b9f205098e1e942a88c7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/fa71e21fdaa9f33a74f3081f5d1b18f6357400be_bd02a971f17a1c583fe6b9f205098e1e942a88c7_left_right.log'}",True,True,5,45,False,,,,,,False
28,refs/heads/main,5e2794f80eba7203bac967b8e30edd9eec844fdd,88e3129b816a50aa8561a947177891909e31f4fb,2ea10b528f1b9fcc1193c2798c8f5ac9d849796a,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/88e3129b816a50aa8561a947177891909e31f4fb_2ea10b528f1b9fcc1193c2798c8f5ac9d849796a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/88e3129b816a50aa8561a947177891909e31f4fb_2ea10b528f1b9fcc1193c2798c8f5ac9d849796a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/88e3129b816a50aa8561a947177891909e31f4fb_2ea10b528f1b9fcc1193c2798c8f5ac9d849796a_left_right.log'}",True,True,4,29,False,,,,,,False
29,refs/heads/main,88e3129b816a50aa8561a947177891909e31f4fb,70076453d09bf989f49ff756a660edd658d979a8,39779a78aef979875d62c0f873536b8be5e7bf9f,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/70076453d09bf989f49ff756a660edd658d979a8_39779a78aef979875d62c0f873536b8be5e7bf9f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/70076453d09bf989f49ff756a660edd658d979a8_39779a78aef979875d62c0f873536b8be5e7bf9f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/70076453d09bf989f49ff756a660edd658d979a8_39779a78aef979875d62c0f873536b8be5e7bf9f_left_right.log'}",True,True,3,27,False,,,,,,False
30,refs/heads/main,a424d0a3bdd8cc37bfe36bbf57cedd99291be984,9a1685f6e1201675e82d980fbc120e2f96916769,37003241d5df71f9106b8427804bf478d0cbded1,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/9a1685f6e1201675e82d980fbc120e2f96916769_37003241d5df71f9106b8427804bf478d0cbded1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/9a1685f6e1201675e82d980fbc120e2f96916769_37003241d5df71f9106b8427804bf478d0cbded1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/9a1685f6e1201675e82d980fbc120e2f96916769_37003241d5df71f9106b8427804bf478d0cbded1_left_right.log'}",True,True,12,233,False,,,,,,False
31,refs/heads/main,9a1685f6e1201675e82d980fbc120e2f96916769,ae2effbff3217339ec2030ba3bfeb55ae8f174d0,33eca3290a0d0cd4f45146aded01d6e49a1c80f7,,False,"{'base_left': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/ae2effbff3217339ec2030ba3bfeb55ae8f174d0_33eca3290a0d0cd4f45146aded01d6e49a1c80f7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/ae2effbff3217339ec2030ba3bfeb55ae8f174d0_33eca3290a0d0cd4f45146aded01d6e49a1c80f7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/sailthru/sailthru-java-client/ae2effbff3217339ec2030ba3bfeb55ae8f174d0_33eca3290a0d0cd4f45146aded01d6e49a1c80f7_left_right.log'}",True,True,4,131,False,,,,,,False
