idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,6fc2291ebd8d105629755d721a7594d1249fcf9d,f4139ba5df0a7d8d1e1a292d13746c1a70bf40e2,e1f77f33c751b1b6fff68bc864502b4cd3bf60be,,False,True,True,12,497,False,,,,,,False
2,refs/heads/master,f4139ba5df0a7d8d1e1a292d13746c1a70bf40e2,7ac76c8a8786a3103fe386d90c31ffb4a1abe203,0e65c2882782ac41a7b736f38327c924e88f542f,,False,True,True,11,491,False,,,,,,False
3,refs/heads/master,1e83ed166c59a63497ad9b0c59906644385ef4bb,8cd5719ccea581be81a713e7805e65d4463becbe,de1cfa2c205db0d9471244c3e406f43d58c46614,,False,True,True,5,57,False,,,,,,False
5,refs/heads/master,6134ab4b62a061b1ff123ba08da0dadc786f0833,ef9c0175880fb3c973ae3bbbc555d25e47cfd6bd,ab6e9a0265c7ec920a1c1c1f8b0da76b1f6a8a3c,,True,False,True,2,6,False,Tests_failed,6a9743ab1bd6afa321799cf5a727da78b048fed6f3bb6c47ea03a5011129b991,False,Tests_failed,1b0b148a32a2ac59d19c94d5f0b8e5fdce9b616bd3358bc3ad154f41c0681ba4,False
6,refs/heads/master,8be6c9a73d806db3696247781098b66c2d1b414a,41379f893a394aed7e5ddd04a0970bd3762cb173,e0a05aa5a39815dce58a7401095f6bead3f41152,,False,True,True,4,114,False,,,,,,False
9,refs/heads/master,debabf5c9f6afb1c6a84a979994f8c6c7dd1da3a,ee56a7b36e2498914654ca340e8dcb7f2f90ecf8,e939f58de7df1426b1e5765c7e01397ec7c15cd2,,True,False,True,6,56,False,Git_checkout_failed,,False,Git_checkout_failed,,False
10,refs/heads/master,ee56a7b36e2498914654ca340e8dcb7f2f90ecf8,cc2b2ae3769515dc6e68d4cfeb489d314c0ff173,2885844f1956cffdcea66a3e379c9f1e40473921,,False,True,True,5,8,False,,,,,,False
12,refs/heads/master,68cc77ef81607f7ff2fcf4fc3e5dedfbaf8b0259,46cd7213e6441f82b46313452f08bb810bb7dd01,9d32694e4dc4a53d220344fd72d6678d421521d3,,False,True,True,5,64,False,,,,,,False
14,refs/remotes/origin/debian,63030663096912be403d842d13519f707561c977,389e0adcd900c19b4cc7de01ab660fce58e88a08,417ef73d4dea2c11a7f022df0995af68997a0dcf,,False,False,True,16,49,False,,,,,,False
15,refs/remotes/origin/pull/28,17a5d0e9bfcc859c5c2eb7e4d2998eb5ee8a7c7b,4652715c30e7fc3b3ff19f6b3e1aa8f52591bb4f,6fc2291ebd8d105629755d721a7594d1249fcf9d,,False,True,True,13,500,False,,,,,,False
