idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,plumelib_ort_run_time,plumelib_ort_ignorespace_run_time,plumelib_ort_adjacent_run_time,plumelib_ort_imports_run_time,plumelib_ort_version_number_run_time
1,refs/heads/master,b05c8c331560c1ab4be5c43c20912dbaa3d93839,7da8cbd0d675798ef263ae8655827bb2abd93ede,8776ddbbff972b7a828cf087b1e5089640f3d090,,True,True,Tests_passed,db8ca669464eb0ae2b24297266e483b4759e0f39b6dd265f997c2f2af75cadc3,True,61,819,True,Tests_passed,1314c746cc3c6e983d8b017760da4d5b83b440e82acc9bbc0a39e59eac7f7286,True,True,Merge_failed,3c07bf05797b157f912a288bb972bbdfa01473e617b7d773e41749f40b248888,Merge_failed,3c07bf05797b157f912a288bb972bbdfa01473e617b7d773e41749f40b248888,Merge_failed,3c07bf05797b157f912a288bb972bbdfa01473e617b7d773e41749f40b248888,Merge_failed,3c07bf05797b157f912a288bb972bbdfa01473e617b7d773e41749f40b248888,Merge_failed,3c07bf05797b157f912a288bb972bbdfa01473e617b7d773e41749f40b248888,Merge_failed,3c07bf05797b157f912a288bb972bbdfa01473e617b7d773e41749f40b248888,Merge_failed,3c07bf05797b157f912a288bb972bbdfa01473e617b7d773e41749f40b248888,Merge_failed,7291f7c3a42ffb0d3a6999873e8bb76d4caeec69b24df92f837df468502f2811,Merge_failed,28ffff57cd5b9705e980fbfdb15ebe4511e3a6b3f06cbc3e1ba477f2c35bf89f,Merge_failed,52e75248bc57595b6a2ce5313a3e7dc5f0381956eaac7ce4474e3d8f8a326103,Merge_failed,e3a61eef8df016d4aee66cf062bd68aeed4ce799e9ca63f071aa05d8bde9f914,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,52cf2b5f6f2b2dce672b9425b5881f37da0303eade11efa715d78ded15de8641,Merge_failed,0c893bceb807dd33b78e5c6cad61a06c0fadc549ef58ca4d608c5f97dbba72b3,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173,0.014391899108886719,0.014487981796264648,0.014081478118896484,0.014106035232543945,0.013503074645996094,0.013714075088500977,0.013663530349731445,0.1165616512298584,0.4714796543121338,4.386509656906128,0.6877727508544922,1.077951431274414,1.069688320159912,0.47416114807128906,0.6129701137542725,0.4858694076538086
