idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
52,refs/heads/master,a3c8c64934d7052136c6b3401f0caab7748ff6b4,da200981874dba24260f393201b1608b4e62fc2b,fbb1e8bccaad2261d219b6e3e0c732a47391bf67,,596aa286de2eef5714f0188414e92e3c0c1cae52a908d8ff75c4acc8516ba48f,Tests_passed,0.0,fcdc0a0d005cf760a433399715393059941020cd78c719b50723964c34cfe9c4,Tests_passed,0.0,True,True,True,True,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04,Tests_failed,7bdcb2312a585e5a7b515cfe79756240f2f1089a0024cb235ea4ab8814dc3e04
53,refs/heads/master,b0e41ef0b74f39e62c6eddbd93094fb407035cbb,3f49cbca8e76d9fe30091c6825d25668b24acc91,e924c0344e6bb6a443c8f3ea3c055948e588b217,,f88e8f78eee33eb4bbca2e8c31496305448e382765a20d9c89d09bdb73352d71,Tests_passed,0.0,c83fb868376cecfa0e0178967051d74ac605e1e6860d465b6da30e2c043847e3,Tests_passed,0.0,True,True,True,True,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2,Tests_passed,f8e275e4af52bcb7e802b953bb33160a69650b514d8d737c037bf7103f510fb2
60,refs/heads/master,405335f820556e26104a0beb37273fbfe7b88c29,96a9e72d1aa68789a139913f6fa80bfc9a6f6741,33e4bd84ce127477b87142a024c362f7ea12e146,,8d4a026ce56e4285295256582fd9515f69ef027d98af934542094d830ddea84d,Tests_passed,0.0,293cb424d1175a46f40ff39bfb6fac73964fc3f04b31b547c320b56e5c262f1a,Tests_passed,0.0,True,True,True,True,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6,Tests_passed,3982013fb12dcffc29d49a6da534937a6ad378590e67bc1fb6d589387e6b87f6
61,refs/heads/master,de9303c7ace7eea649e0266adb6922c1249760ff,0c8a4a2df0d030b8c9bc63378f85de4ac6680ba2,30f6dfd7b1afda87ff8031cbe9f70a7438bbc0b8,,7afdd937948281f86f368f69395449869c1dd3537f635794e9224c4e1d68a554,Tests_passed,0.0,6916a95fed829bd0ad6dc101faa0f871c73e7128b5b539515bc7b953d5834367,Tests_passed,0.0,True,True,True,True,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546,Tests_passed,aef8ac0405fb90e95dba92e3f74ad9206ed6df310b3c287d93d0217e514e2546
71,refs/heads/master,2df7fc8a8474522d0ba3f37b3887a95015cd6761,b2485d19c0fcb45af1ec8084f0142d385d1a85ac,6198132240de3f5785efcd43ab4c014c6d7fbd6c,,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,0.0,ba9a3fac212e371820bcae49ee24d20d86ef5f3ca8eb81a06f05187e16a1d8a9,Tests_passed,0.0,True,True,True,True,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098,Tests_passed,057ac438a8347a9a570e900202a6d8e3c5e9644fcdfe56784e5eec8b95a6c098
72,refs/heads/master,b2485d19c0fcb45af1ec8084f0142d385d1a85ac,3a9956208793cfcdbba61fd7469cbf1adbf3595c,2bcb85a1af5698a3dee6e5aff3a2f435b86be416,,f8b451560d282affd63d156fdf9de31435fadfa93f01da30af6b61eeb5182449,Tests_passed,0.0,806f830a9dc5a85229e51a80fc65075916b0a9cf707e6f40bd046434de4baedd,Tests_passed,0.0,True,True,True,True,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec,Tests_passed,818e4598ab0b84758e08970933593dfeec959e12403db25355b6cb96ad6939ec
76,refs/heads/master,3a70a66f43951d8f9dea0b83af1fa00a3ca84a71,e006d016b16b06c5dfc62dd8b95638ca116ecee2,f269a5e3790b082553dc7b272c3010463170854c,,bdc765f659cc36a045fb7e3eb9a4a6455ba029b911b727ad507f673bc5425c38,Tests_passed,0.0,a84e266053f81e8989523913e4e6df10cb202dc765170913e8f499ce0d934f1a,Tests_passed,0.0,True,True,True,True,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153,Tests_passed,e628f54f8738d68760abe1e703ebce7e4ce9ee5195f72a5cd2aa85069f564153
81,refs/heads/master,25e89a73ccbea990223a182455597ec51536bd52,82d03bb9ab84531c3e955ac76174183b284d2719,e9eda28051617028eacd306022bc22551c79a8da,,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,0.0,f627fff1880338b9fc08fd9dae1cb1e4b2459e9da8c2561936478af1b03f0282,Tests_passed,0.0,True,True,True,True,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd,Tests_failed,eee842fbe83c6e73d6a93d754c3f26676445103663c701b57c4d75c6e23c05cd
82,refs/heads/master,82d03bb9ab84531c3e955ac76174183b284d2719,05bb810a52489893e27c8959671c60f9466fe802,d467159b5359376185ddcacf0fc5a4e87d880bc6,,7845f66ff13da99c6d6d16aef3abd2aa2a94fe3a020186e3cb8bd551ecfe5e20,Tests_passed,0.0,8441a9e4f690ff7c3f171ea0078777c6c267e113df6cecf645ea5b6d726873aa,Tests_passed,0.0,True,True,True,True,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681,Tests_passed,216a9cf309da8b650b56472414cce3336209962fb0e8e65d3253ecc257b01681
403,refs/remotes/origin/pull/412,df861470f4daced477fc06edd460d71d55b6df3b,040c43ab497c581c18c0d001cc1c78e3a2b28246,16e06cc4e3b30491b4749d4aebae3522f11de73b,,ac1a580eb2311cb2454cf6a03ca54324362cc82bc0e66db40f4c9581519e18df,Tests_passed,0.0,16dd2fb229d875e33f4f24ffbf327abc9995ca6dd67da02edf84b353383320de,Tests_passed,0.0,True,True,True,True,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e,Tests_passed,fa1aa02f2cd15568539cfe246eeef12c4a00ede5c7ece02fd4ef1300038d9f2e
