idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_adjacent_ignorespace,plumelib_ort_adjacent_ignorespace_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_imports_ignorespace,plumelib_ort_imports_ignorespace_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,plumelib_ort_version_number_ignorespace,plumelib_ort_version_number_ignorespace_merge_fingerprint
5,refs/heads/master,f1696c8958a9311d29297b106064211abec721dd,f0d0273d57f9788f4ec9f67e775b72cd3f67989d,734108ae9a6c9041a6cc9d2dae044288a15a5914,,36e16e2a7b16c01841741244c419038c7b176b2b6ad930d96fbb491c9a40ea02,Tests_passed,23e98da8783a222b4f3eef095527de5997fc4f2df434492d0e43913138abe462,Tests_passed,True,True,True,True,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,1e2dc7afeb4f81015cd7900e280a4cabe07b915faadc16935528b3a9cd2e6afc,Merge_failed,19cc72c179a9a0703765a62890b829f989d7b4b70695109eb308586e510dc812,Merge_failed,482605dc79de940fa50c2b5abe64c904203554de03a2ffc0451665caedd1f523,Merge_failed,ac760d4bb31cfac6c106dfdca47545de4a8d1ab3bbf00c7ebbdf386fecf8418e,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d,Merge_failed,e37f9fa99660936ec91743518ad199fc9d39a4b20d8ae880c8cb8a866446155d
