idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
1,refs/heads/develop,8645c40bff276a0d2239fbe67367f1f1c99fa7c1,03c247ca7cd3674771b5d8b0d03ba1a9add428bc,15933c1e84e50c7e71ddfa5af73c8a2990a91100,,False,7,,,,,,,,False,False
3,refs/heads/develop,c16e710b833084c650fce35aa8c1ccaf83cd93ef,732866cc6d60b37560b987d86f1107692ad67bd7,8fc320f9ebfd01f9d317fea3695f013a14045462,,False,5,,,,,,,,False,False
4,refs/heads/develop,6a9f52a5377a484397eeca4b0511f356f493696f,b5d69b0f71bc1c237a812300dc16d329c3168af9,17deab171882d57f5d02052ea6e631cb11aa0d55,,True,805,0.0,Tests_failed,d16c36cf32321568dc09a886f2ca9251ed8dd7a9446205f671072016ca8a5ad5,False,0.0,Tests_failed,f2e4909ccc10ba1af65a62ec0cae23af0331e8fc10a800aa2ef2aa9cf7df80b3,False,False
5,refs/heads/develop,17deab171882d57f5d02052ea6e631cb11aa0d55,46488ced29a30f06d91e594c3e8e31e4345410d6,9f9fcbcf522fd5cf99bd44b8dfa146bd4bfecf8b,,False,867,,,,,,,,False,False
6,refs/heads/develop,2852e8553b9363628dc21c1186599e714ee1cdad,d6643caba7549416e944aa90fb9d77341605ec61,3b2a04639e85573dcdb099ba8d72c7b8f1856404,,True,252,0.0,Tests_failed,aca73dba94f9bb09dc9195d79222708b927473c64afe13c8f9713f32e7e17d0a,False,0.0,Tests_failed,84afe341c70057a6df2407fcd28d96f2a19fec95c0ced69c792befd83e2ca558,False,False
7,refs/heads/develop,28f0e7145dfe4847276097b099db2f2324a1d7e3,d8b69a91e9d06d6d8a2a52a467cb738c37eed793,d1c32cb085db89c77226dcfefdc685e99adfada7,,False,2,,,,,,,,False,False
8,refs/heads/develop,8a2b05ce18ff6c5ee8887b1c320c9735636126da,152e73a41c8180fbd202bb27ed3583b1ee777397,a594e58f631265355a94287e0cfd9b47578b6672,,False,61,,,,,,,,False,False
9,refs/heads/develop,e170433c718a97c885c61566c399a922772632ed,b34bf1ade78b8c8b0efde3bd00c4f69b0bbb4916,a8205717b077ae18e0497b6f4aabfc5d13849cd4,,False,11,,,,,,,,False,False
10,refs/heads/develop,993299fa8bb62a51826f850ac690e0dac6556bfe,0cc2172b3d1c88a8808fbc18bb146b7cd720c112,20114bdc956fce6edcaaec2518bd79cf18c5866e,,True,100,0.0,Tests_failed,5a1fa11a009325b68a7df79a2e5610a8fcc7fc91bfa41b77221a2692107d6c0b,False,0.0,Tests_failed,d1da6a50bacc532444db580cad78b0bd420c9e6eaf8c538aa960e179c2e44969,False,False
11,refs/heads/develop,0c8ad470413f7a306a73b87bb9f59bbf4dc5d140,5a4185690c21794b598ce4ea305a5ca5c3fa2633,46f143c21dcf917de344e371a2c825b5fd7f7523,,True,98,0.0,Tests_failed,046ca341120e2f187fcdf2e376161083d521c42edbee8e2b97794163d9324f6a,False,0.0,Tests_failed,44edf282e9f420c09e770ddde247d287f1046dbef1101daaa11b871606adb817,False,False
