idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/develop,978a1f3b807157702b038841bcf4f48663700490,e24315c75f24190afbcb8fccc1f71bdb7a62f3c8,6602d749010aedc51f0fd8c763a6e6b32c42c68f,,3,1,19,9,False,False,,,True,3,,,,False,False
3,refs/heads/develop,2d1582861df600fe4f3e9cb2104e6caef60a94f7,e7dd0fb9975a67b2aaefd69a616a384e298b4c5b,ab19d9ede833d30e4081c14f0a1f1a0b92426706,,4,1,36,4,False,True,,,True,4,,,,False,False
4,refs/heads/develop,8ac39185d8957b78a09d2195734f7e50ec15ab3d,615dd1c6bdbd3b4a7a42b079960f49e22e45c1d5,78c5aa80ce7cb0e0f361152bb208d0f438c59133,,3,2,24,8,False,True,,,True,3,,,,False,False
5,refs/heads/develop,dcb2c1a198c680a240817f59a2c71da2955ad1c5,5c26313f466e810b7f010f2362711b4279c448cc,62970614e915b4e8865b230826018e47e524ea0c,,5,2,23,8,False,False,,,True,5,,,,False,False
6,refs/heads/develop,cf0ef51c1bbfd1e3620533aa091a4b933a025977,5b15d635e3a8cc791b16f7664c0147bbb20ea54e,2b0c431a5817a9381690e50d13203aa5f3c3fa89,,7,2,72,17,True,True,Tests_passed,196d1dc551efa3603b916b1ff946b200b379acba1b49378e95f536656ac3059e,True,7,True,Tests_passed,1dd25c85b1f5b06dd5c6c73ed861b968fbaa7e2fb38bf2dec141a1547d327cfa,True,True
7,refs/heads/develop,2b0c431a5817a9381690e50d13203aa5f3c3fa89,00168d7a35060d1302bc897537456f8864a8feff,4f6fe46786ba9632bc4b2c701862a41a7fb384a0,,6,2,38,9,False,False,,,True,6,,,,False,False
11,refs/heads/develop,656354a37b6ae4128d47fc4a9391d3372a99c836,8e8481dcf6313d4728e88b63c5f8884ae71a4498,ff6a06e163f3bf4dc36f6fb375935f123f5323b1,,55,1,98249,273,False,True,,,True,55,,,,False,False
13,refs/heads/develop,45ac8e275bb72abe4586de7cd172904c56450c65,23310f8e7bd358dfdca03023feff33d4ff011ba0,bf06e81b2eca245d0d97a1a679db8f6c8e563b58,,6,0,133,20,False,True,,,True,6,,,,False,False
14,refs/heads/develop,1458109d53cea243d6ab877ae54f149059df6ada,39ac177851969972dc4289151078f4547d45652a,0843b2ca76e80b1063434e9a4c0938f94b1f2f98,,3,1,6,2,False,False,,,True,3,,,,False,False
16,refs/heads/develop,84a9b349db529f9f95dab2fa0a081ad6d227ddb1,b5e677da56964be67a4e19e893e40887f06707bc,0c40462ab533cfa4e407df784a492873601555f3,,2,0,2,1,False,False,,,True,2,,,,False,False
17,refs/heads/develop,b5e677da56964be67a4e19e893e40887f06707bc,1efa9a47b21fe1b605ece772c0ed305bf133015c,e7279e20c1de5004d83ee7a6ba9ca9c3b619cbc6,,2,2,0,Error,False,False,,,False,0,,,,False,False
20,refs/heads/develop,31a4d9bd73327d417f33fba532333167404a4e07,cc1fee6d182483c9cbf50009bbe4af681235bf30,5b5b8e174a5dd2edb9ba890cc026839b40accf39,,42,2,4442,206,True,True,Tests_failed,60ac116531ce1d34d2d5017919445d5d9bf51a6c2086aebed239e01591e7c83a,True,42,False,Tests_passed,6a2e1e65a90814ca7dae9c07ba6f5999cf3b559e0d4a1261fd773e5bd5360b34,False,False
21,refs/heads/develop,cf7d7fda9b50bb767ce809bf7d9342fdfad41e1d,55d7000b89747e3d8799f88ef10a4b56625129bb,4641aa3f90e358b4baa521cb75c084cb810bd517,,2,2,22,8,True,False,Git_checkout_failed,,True,2,False,Git_checkout_failed,,False,False
22,refs/heads/develop,fb3c88ce41b3e3886c1d26647da2b911afb4d9c7,9b2eec284f16188aff36bcf1a67bc2f90c457cd1,9e32dad461de38d8c01db6874fa3e4f8878b557d,,11,2,702,133,True,True,Tests_passed,c8edcd222e467e62ddbaa59de959666ecae07be22eeb0cbc88b9e274e038d8f8,True,11,True,Tests_passed,18d2814ff2da9ed23a940f43a09e465cf0251e594add0935a726e4ad6805b41b,True,True
