idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
3,refs/remotes/origin/pull/4,d9b79f8aad7cf55424af6113e7fc486f4902bf22,7008fbe5440c9b0674276bb28c1023aee08c7849,16f7e2233a31eafa8aca351ddb8f1d9cb01cdabf,,3,0,24,3,False,False,True,3,False,False
4,refs/remotes/origin/pull/4,16f7e2233a31eafa8aca351ddb8f1d9cb01cdabf,48a6fedc11da8ab14da331ca3fcab7d55ebd5a78,90c6f45e9a6b44d249534fb6ff51edc794237ec5,,4,1,28,5,False,False,True,4,False,False
