idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,git_hires_merge_plus,git_hires_merge_plus_merge_fingerprint,intellimerge_plus,intellimerge_plus_merge_fingerprint,gitmerge_recursive_histogram_plus,gitmerge_recursive_histogram_plus_merge_fingerprint,gitmerge_recursive_ignorespace_plus,gitmerge_recursive_ignorespace_plus_merge_fingerprint,gitmerge_recursive_minimal_plus,gitmerge_recursive_minimal_plus_merge_fingerprint,gitmerge_recursive_myers_plus,gitmerge_recursive_myers_plus_merge_fingerprint,gitmerge_recursive_patience_plus,gitmerge_recursive_patience_plus_merge_fingerprint,gitmerge_resolve_plus,gitmerge_resolve_plus_merge_fingerprint,spork_plus,spork_plus_merge_fingerprint,ivn,ivn_merge_fingerprint,ivn_ignorespace,ivn_ignorespace_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,version_numbers,version_numbers_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,git_hires_merge_plus_run_time,intellimerge_plus_run_time,gitmerge_recursive_histogram_plus_run_time,gitmerge_recursive_ignorespace_plus_run_time,gitmerge_recursive_minimal_plus_run_time,gitmerge_recursive_myers_plus_run_time,gitmerge_recursive_patience_plus_run_time,gitmerge_resolve_plus_run_time,spork_plus_run_time,ivn_run_time,ivn_ignorespace_run_time,adjacent_run_time,imports_run_time,version_numbers_run_time
1,refs/heads/master,266500d1c5d5131664a1538b03399f313936af99,81dcb38041bd12ef136f07a1c11ea8bdcb235237,f0900a36160502da9867e48db990874982c6b9f9,,True,True,Tests_passed,d29d2b8551e236512b506f5943599f542cb65078548070e621ac7ff4b042ecdd,True,19,20,982,2,True,Tests_passed,ddbaa818eff33f73c7f8f10a1700ef22d0c6db83f1453ef78ca38e9df73b61ab,True,19,True,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Merge_failed,4d4d6cba3a86886e261b2b80df65b210bc0c9b1bd34068f39492e5e47a493ef2,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Merge_failed,4d4d6cba3a86886e261b2b80df65b210bc0c9b1bd34068f39492e5e47a493ef2,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,Tests_passed,579feda039927ee319a8de40584917ab8741ccc3e8c2cd6d357ac25421da465f,0.013459205627441406,0.01370859146118164,0.016000986099243164,0.015800952911376953,0.015899658203125,0.0160677433013916,0.01641559600830078,0.04207181930541992,0.0690617561340332,0.4411039352416992,0.38605499267578125,0.08505487442016602,0.14152193069458008,0.04934835433959961,0.050604820251464844,0.05195140838623047,0.05223417282104492,0.05057859420776367,0.08993363380432129,0.4794316291809082,0.04918074607849121,0.04948139190673828,0.04208016395568848,0.050045013427734375,0.04054832458496094
