idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
6,refs/heads/development,b080824bbdc721e65a3bbb119194e5d66b906ce5,a9feda101b8629affae048a1d8c988331037820c,8af5dfb62403ab8142882a9a9253e613a5855b56,,4,11,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/a9feda101b8629affae048a1d8c988331037820c_8af5dfb62403ab8142882a9a9253e613a5855b56_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/a9feda101b8629affae048a1d8c988331037820c_8af5dfb62403ab8142882a9a9253e613a5855b56_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/a9feda101b8629affae048a1d8c988331037820c_8af5dfb62403ab8142882a9a9253e613a5855b56_left_right.log'}",False,False
20,refs/heads/development,da83de608a2ea4f6ecefb5e02e2ba6834347a06d,2252391e296ed3b06375551abbf6adf6f81021db,44bfe624757f04052b05244ec973420a92dfb4f8,,2,5,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/2252391e296ed3b06375551abbf6adf6f81021db_44bfe624757f04052b05244ec973420a92dfb4f8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/2252391e296ed3b06375551abbf6adf6f81021db_44bfe624757f04052b05244ec973420a92dfb4f8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/2252391e296ed3b06375551abbf6adf6f81021db_44bfe624757f04052b05244ec973420a92dfb4f8_left_right.log'}",False,False
25,refs/heads/development,80dc0c4d04e6a36489cb87656d4ba3709bf95c62,9735498309fbb8daec1c100c3ebfcc4f6834b20d,b83cedcab1145770e7c4c48a1f2cd7e7058a5adf,,3,7,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/9735498309fbb8daec1c100c3ebfcc4f6834b20d_b83cedcab1145770e7c4c48a1f2cd7e7058a5adf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/9735498309fbb8daec1c100c3ebfcc4f6834b20d_b83cedcab1145770e7c4c48a1f2cd7e7058a5adf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/9735498309fbb8daec1c100c3ebfcc4f6834b20d_b83cedcab1145770e7c4c48a1f2cd7e7058a5adf_left_right.log'}",False,False
26,refs/remotes/origin/master,ce26cc25f755c46a524a50a567d7a45db5b70340,786a25e47e41adea6397188d3b0da6a3c251d9df,2bc458538b840aa62c4caa822d57c0a8f333c4b0,,2,12,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/786a25e47e41adea6397188d3b0da6a3c251d9df_2bc458538b840aa62c4caa822d57c0a8f333c4b0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/786a25e47e41adea6397188d3b0da6a3c251d9df_2bc458538b840aa62c4caa822d57c0a8f333c4b0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/786a25e47e41adea6397188d3b0da6a3c251d9df_2bc458538b840aa62c4caa822d57c0a8f333c4b0_left_right.log'}",False,False
27,refs/remotes/origin/master,2bc458538b840aa62c4caa822d57c0a8f333c4b0,db9ad1eae02b5ed5c31a81e89661b945caed6998,ca30d81458bce338c669d648e66423ec94d36d1b,,2,12,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/db9ad1eae02b5ed5c31a81e89661b945caed6998_ca30d81458bce338c669d648e66423ec94d36d1b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/db9ad1eae02b5ed5c31a81e89661b945caed6998_ca30d81458bce338c669d648e66423ec94d36d1b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/db9ad1eae02b5ed5c31a81e89661b945caed6998_ca30d81458bce338c669d648e66423ec94d36d1b_left_right.log'}",False,False
28,refs/remotes/origin/master,786a25e47e41adea6397188d3b0da6a3c251d9df,8e103b1e84bf629803d38f871afb50305369c7ea,db9ad1eae02b5ed5c31a81e89661b945caed6998,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/8e103b1e84bf629803d38f871afb50305369c7ea_db9ad1eae02b5ed5c31a81e89661b945caed6998_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/8e103b1e84bf629803d38f871afb50305369c7ea_db9ad1eae02b5ed5c31a81e89661b945caed6998_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/8e103b1e84bf629803d38f871afb50305369c7ea_db9ad1eae02b5ed5c31a81e89661b945caed6998_left_right.log'}",False,False
29,refs/remotes/origin/master,db9ad1eae02b5ed5c31a81e89661b945caed6998,e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee,6ac28cc3eafd53d7373d11d40d0f809468b1fe4a,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee_6ac28cc3eafd53d7373d11d40d0f809468b1fe4a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee_6ac28cc3eafd53d7373d11d40d0f809468b1fe4a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee_6ac28cc3eafd53d7373d11d40d0f809468b1fe4a_left_right.log'}",False,False
30,refs/remotes/origin/master,8e103b1e84bf629803d38f871afb50305369c7ea,73b0ce36e57263384df5e9f45c5debd582590c22,e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee,,3,91,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/73b0ce36e57263384df5e9f45c5debd582590c22_e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/73b0ce36e57263384df5e9f45c5debd582590c22_e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/73b0ce36e57263384df5e9f45c5debd582590c22_e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee_left_right.log'}",False,False
31,refs/remotes/origin/master,e1abbf3ce77dc77d85a35ff49dd0fcd9768729ee,02520de4e6d426bc20ce7bee946e609d695186ea,65631201cfe269fd9e757280aa511563d3362f4a,,3,91,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/02520de4e6d426bc20ce7bee946e609d695186ea_65631201cfe269fd9e757280aa511563d3362f4a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/02520de4e6d426bc20ce7bee946e609d695186ea_65631201cfe269fd9e757280aa511563d3362f4a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/02520de4e6d426bc20ce7bee946e609d695186ea_65631201cfe269fd9e757280aa511563d3362f4a_left_right.log'}",False,False
32,refs/remotes/origin/master,73b0ce36e57263384df5e9f45c5debd582590c22,217dbd84293e6843bb0bb7e179a620e47268e5ce,02520de4e6d426bc20ce7bee946e609d695186ea,,23,681,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/217dbd84293e6843bb0bb7e179a620e47268e5ce_02520de4e6d426bc20ce7bee946e609d695186ea_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/217dbd84293e6843bb0bb7e179a620e47268e5ce_02520de4e6d426bc20ce7bee946e609d695186ea_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ROAMSYS/swaggerapi/217dbd84293e6843bb0bb7e179a620e47268e5ce_02520de4e6d426bc20ce7bee946e609d695186ea_left_right.log'}",False,False
