idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/revamp,4013c74350a395206fdcea870494a43bce66030e,88223a941191eb604eaec022e7080d4b3f7c84af,fa16008d5685b7029e8d04ee02227531e33cc087,,14,1,382,53,False,True,,,True,14,,,,False,False
2,refs/heads/revamp,3585f54406c532417ae3068f33f5b12e27ebb717,a6014277fb6a0e281406d41e65a49018db0781fd,9dc191a256a30d1d90c76f219e109c88699d3757,,5,1,102,13,False,True,,,True,5,,,,False,False
4,refs/heads/revamp,5f8547d9368c73ccbc2ba422b1efa3775af4ac61,6ca6e931a18ca02f2a9d420de96a459c6e7a6281,5668256c052e477a1344916db73f2ad1e3ba6db1,,19,5,353,61,True,True,Tests_passed,af5f52231d7c7c13c4d7af0320ab353265a2f86076e8ec9076d76e97e1c87474,True,17,True,Tests_passed,74a8fdaa096d6b359b0c9271cd2ca6840521036dd80b904698bdcd85543a6c0d,True,True
5,refs/heads/revamp,fed445e891a43dcf41b4533716513813c022baa4,a070522a722d11d7cce663959b7c3704fb4673d9,fdc6cfbd4b38e2ba2026b3296048ebaa65002fe8,,3,1,65,9,False,True,,,True,3,,,,False,False
6,refs/heads/revamp,a070522a722d11d7cce663959b7c3704fb4673d9,0555e473e00fe016a8b30708acefe440f717bd1a,42b069476e534b8609296608edf297e8ee415620,,4,1,235,21,False,True,,,True,4,,,,False,False
7,refs/heads/revamp,0555e473e00fe016a8b30708acefe440f717bd1a,6257739f9b25be746679889a8fa4c92c6c56adf1,53e7fc0460c66d556fd613002ba99232e6a7a30d,,196,1,633,229,False,True,,,True,196,,,,False,False
8,refs/heads/revamp,6257739f9b25be746679889a8fa4c92c6c56adf1,262f1d41528483e1466e3100e34e3214fd2ae9ab,5741b0175ccfce24c675921da5c5e4d10e2bc6e6,,5,1,94,16,False,True,,,True,5,,,,False,False
9,refs/heads/revamp,262f1d41528483e1466e3100e34e3214fd2ae9ab,652d8eb753bbdfa4159d98b241afc3abf635cba8,f6ee14e102b1afc7fd162c04afaa4d149bfc77ff,,87,1,2241,333,False,True,,,True,86,,,,False,False
10,refs/heads/revamp,004679e5bb6d1227b91f9e1aeaf79b72c317a397,d5844b55b3f6efe95d71450b49a3723a0b9acae5,ed227f8eaca49f6d1a65ccbcea8fad55b38d591c,,15,3,426,97,True,True,Tests_passed,06f41e3da5a99fa1855b1ab414f6b95d5c330ab6b27fe8841c590f052e994045,True,15,True,Tests_passed,cc3198654698c2e4774f971abbf38f0045361de1ec29fe479b44312c7a19fbd5,True,True
11,refs/heads/revamp,b53a148ca59225dcbceb1fc65321f98a0c5c13f9,0328aebe181d4896b2205893c521c1015eb69ae4,6dcfd0c9bf20779e4b23a3aa05d29ee6cde7364b,,77,13,1483,253,True,True,Tests_passed,cbee04c3151cae68ef2e931fb88dbe19fd26676962d2194b8acdef0be7b956e4,True,75,True,Tests_passed,7793f3445f483bdfc586988358a2a5506cbc255cf216f4ebd32dbf102a61e56e,True,True
