idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,test merge,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,34311bceac43b026d8d4a91644de1d7d733b5013,54d15543df9121e8fe6682047cf69d6fd4b11198,18f5e6b216f1386a7e1c4e642944343193e9a022,two initial commits,15,689,True,True,False,False,,,,,,,False
2,refs/remotes/origin/pull/14,563b4340f350a93c9efb6a6991b8028d16144345,8007c40b349f8cdedbf10f95bd480db1cdbc86a3,be5eae3bcc07cfbaf49c19c57da42dac1351a3e3,,9,253,True,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/ptgoetz/storm-hdfs/8007c40b349f8cdedbf10f95bd480db1cdbc86a3_be5eae3bcc07cfbaf49c19c57da42dac1351a3e3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ptgoetz/storm-hdfs/8007c40b349f8cdedbf10f95bd480db1cdbc86a3_be5eae3bcc07cfbaf49c19c57da42dac1351a3e3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ptgoetz/storm-hdfs/8007c40b349f8cdedbf10f95bd480db1cdbc86a3_be5eae3bcc07cfbaf49c19c57da42dac1351a3e3_left_right.log'}",e65dcd2daa1f316f295653444319c789f75f86ef6d433bc6803de8e994e81f27,Tests_passed,23795b9ee2753e1d584e00ec6fba7972b95b74e61d5218279564f331688d9f85,Tests_passed,True,True
