idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
3,refs/heads/indev,22a24336b0fa9ddeb327376537513b666ba0577b,9c5758d654e67f784baac65ba59554b7a6bc1f38,1097ca69c0c815bdf8dcde397441e98ee17f4847,,False,True,True,8,56.0,False,,,,,,False
6,refs/heads/indev,5191dca93260a6f85b1f1da6901e91993dfc4406,548e4154a627c02e97ec34445619243d6df37ccc,7729565a133efd10a90b7029bdb5101566382b10,,False,True,True,17,285.0,False,,,,,,False
7,refs/heads/indev,0f05a05d847fdfb40711589b55148aa90da46673,6a2c531a4d763d67e4f4fa5a8d3b18eac214514c,17e1fd7a00d5a264476890d6394e30026eaf7065,,False,True,True,5,59.0,False,,,,,,False
8,refs/heads/indev,094905324ef45772cf98c7887958202acf69e581,ac51032e1a0426cc4e40b525433cca4e270a9273,a45638b86c302cc93967a737e87b6e2c8412c186,,True,True,True,15,135.0,True,Tests_passed,27dd1f4dc5b5b025019eaddfbbd70028792f943ddbb8505ef61e1d54113d26aa,True,Tests_passed,776e10b34c839faf6745b02462fa65f4a39ee8c91093f0d199c0d070f4663f5a,True
9,refs/heads/indev,ac51032e1a0426cc4e40b525433cca4e270a9273,20d2a60d290241fc58462ebe8d9b886ff0ac93cb,e1fd9ca2d837c317b02afcadbd08295411f1edce,,False,True,True,15,106.0,False,,,,,,False
10,refs/heads/indev,20d2a60d290241fc58462ebe8d9b886ff0ac93cb,e0dc356f36cbbf679e07f1de439ddf26d7a363fe,fdcb028b209fb15f56cef22b81b64bffaf183472,,True,True,True,8,31.0,True,Tests_passed,cf4b9d0d3f4c5fd925533b67ed5288f9a8f3ebf0ab80d53ba0c2d718c3a619cc,True,Tests_passed,0c0c78629e56752a86c531962a5a970c7cbae4eef2fc471c83a51477503dd034,True
15,refs/heads/indev,d192f55ac75d5df2fceaa14b78c516eecebe2719,648121f81b76c1077b26ff842493212e13b1a894,efbb10fa19ac51ac7bf6c22cc2021ec0dc2dc28d,,False,True,True,7,75.0,False,,,,,,False
17,refs/heads/indev,a2be7dc1e49e3e7e40376ce87b65ca3cc395c185,2c65367ccada32377d09e755dbc19d2eab47a294,ae3337e00304069cf50f294c7b36ea47f19d2384,,True,True,True,19,411.0,False,Tests_failed,a24343d3d5ef8992bbf4a92b5fe099a5055ebf1516d4df8ed0e8ad71bd771072,False,Tests_passed,73f9fe5f5ebd18d40da4de606838f2eabb267b0b5b713d27d4b84ba39a07ca0d,False
18,refs/heads/indev,509e3793867eab33d2046809e7041f607ffb6bb9,39f55f5ae24bb4a9b46e693315dddce7b10173cc,497205fc81316136f0d39a4d6984284e12d98aa2,,True,True,True,42,644.0,False,Tests_passed,d7a2aa8b7baf7af39af7e79a97f5884c4ecb263f72a42b67012c89d3ab27c654,False,Tests_failed,dede16f5f179a45ebb86cdc4e78b2e2c10c074fb7101e89e56e2c55ad2f677f9,False
20,refs/heads/indev,497205fc81316136f0d39a4d6984284e12d98aa2,c013cbbce5bdd71346cff0bb2a07846e55d96438,c769f508357dd20525ed87f0d5ab4452fb888bb1,,True,True,True,35,1191.0,False,Tests_failed,670630d5051528181874a28fc68e65c60cb7e4ed009c1127b85b26ab2e4c7e71,False,Tests_failed,fa4565ec9efa96aa3efc0f0a313a264c07fc4610dc06163feccd7fdd1872819a,False
22,refs/heads/indev,5ec6911bbd8205d1db0e991097fd0db2af0db26f,b11a93634dfaa76514d953b3b7201d5f172671e1,265dea7e0752a00cc6b72bb4bdf00a9fbbe0c09a,,True,True,True,57,3633.0,False,Tests_failed,3478ec8aa17d9fb8dc59a6340845ea7310538c14a428d10388707084effd97d8,False,Tests_failed,11bb88537c5d223e224deb641b4cb93508df2df2cddae7eb2a6f0af2e6a83cb5,False
24,refs/heads/indev,c1234559220e1ce889810048151b1e6193c00a40,2ff372d20f8f783511e3c4d45ea7727440c65317,5bcb2ce4d06bcc8146e79238698326a945a52084,,True,True,True,30,816.0,False,Tests_failed,f2138bdd4381d0859750adc14661526a3ea15f0ef259cfb271abe4ba45c8596a,False,Tests_failed,65da7d0710f8bdd9045021e5d18d8ea64be1df8a2191cfa113350fe62acba04b,False
25,refs/heads/indev,5bcb2ce4d06bcc8146e79238698326a945a52084,6b332d60b6f30d2659bfa12af98a900203cc1c2d,166da8dca893362252d607582824c16361b050c1,,True,True,True,8,12.0,False,Tests_failed,b76ae83840450b1e6b34ff9394bde14548b6582e9a894719c8123d38548f8ef6,False,Tests_failed,5fb4ae8ab2cf3ce4dd829c80a7415675a02841ba52672f70753eef653def66c7,False
27,refs/heads/indev,1d23e6fb7fac03334bb015369f6cb46bc4e159db,16248a9e3b905ba7317d961454d8c1dc9baa56dc,a41ffaedee2a3459bc5c4cc4d70216c1837ae4ce,,True,,True,53,,False,Tests_failed,55f91856e8245485816efe8e346c7ff396ac1988880059cf4ac3b40acf3b5b76,False,Tests_failed,7b4a351aba9015ac7541575c1fa87ba6ee65f98bdc4fc775f300effb6b0cd7ba,False
29,refs/heads/indev,20f1fefcacc4da7ef3d0ac720a896bbabb0cbc34,71d620b83d9ac8e57110ffa19a35115ea4f6707d,b8c1494f584340c0f226dcd03d53117298899db7,,False,True,True,9,147.0,False,,,,,,False
31,refs/heads/indev,3753a03ef33d5100ed4192abf3682db0d64b1d0b,66aeca24c0d9f1e912fe46419fa1228e820f1a1a,e894fb4f35807a42686460a9c02a2f53914bf557,,False,True,True,2,78.0,False,,,,,,False
33,refs/heads/indev,fd2d5e2cf03347e823b5721b3fcb4cc7bc61946e,c139539366f3de08da1bb4a66ce63e487c1adc96,ad4936bbafd64b528f1e0f919be764dd6b4ff396,,False,True,True,3,9.0,False,,,,,,False
