idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,aedbc6475375413d1f7d9652b2e382af5e57465e,67911e0775607ee1778f72129f02ead209d88c32,795995e477c93414bf651aedce9d44f7242f1b10,,3,1,4,2,False,False,True,3,False,,,,,,False
2,refs/heads/master,6d6b2b1ace4579e92581679dcd102ac7a7c45474,de78af56c48afdd6a76ea2811509484115140fa1,4cd4302e97efe720471562c838fc4ff36cb0ead1,,24,2,590,64,True,True,True,24,False,Tests_failed,6b59d4008c52b675400c4fff203fe54335d0497ce95e27f27199d82382c7d5f0,False,Tests_failed,5d997b34bc0616bdeb98c42e56b0e933739d910da9ed4ef1b27292619315bd10,False
3,refs/heads/master,11074cee90f262bc7c08e213ff1a683fb16818b8,40f09c3f9106f47a9c644984cd2335f70505514b,12121506ad3a0bd39998ad7ec0b67c1fa277e6e0,,32,3,439,86,False,True,True,32,False,,,,,,False
4,refs/heads/master,5ae34bbb0af6df8dec56817d12b506858d38f65d,4188096fb1668acd50d312218b276c8210590c2a,b827a2da18f7e6f8373333aa7d205487c2c93417,,5,2,61,10,False,True,True,5,False,,,,,,False
5,refs/heads/master,81cc1ed8fe90d610936a7983ee5b7beb69ec0cc8,00a65ff8d227d445a9d4a023565a2f6582e68f02,2b2e41077bea0c943ab767767546b2ce3083a0aa,,15,1,175,56,False,True,True,15,False,,,,,,False
6,refs/heads/master,1ada780b808a45d21ed41846446936855b7a4446,35ac339cb3fd75f18ef25f9de6d00de51175919f,ea5b8548bc5bb61251bd47f91d1687553431a83a,,20,2,314,62,False,True,True,20,False,,,,,,False
7,refs/heads/master,c208db72230d276190685d3ffab2c5f7bbaabb8e,0a48ba6536c4a0777877f6afe678f076e26739cd,b43ee793c4ce5f2cf7c0c6ab84bae86e4a47b031,,2,2,6,1,False,False,True,2,False,,,,,,False
8,refs/heads/master,ce90ee2ab6cd11395027cd0697b3f0b1ee64191a,789707d2d3e8b843e15020dccb1380de5cc1bbb5,af547e824bb32a361922d50011e53ec99070d989,,34,2,311,77,True,True,True,34,False,Tests_failed,169f7b6c30cff1ec3df6d1753f949ed5fbdb1520997b8fc955e7b345a0c89bdd,False,Tests_failed,ccd09e8334b037beaf201d8841743b2606c06c607d6fdaca4f083e330dd5e7c7,False
9,refs/heads/master,f7e3289778ee1ead1a51f2c703a6a5f47bec3dab,88a6587b9573e86a95b73dfca834dea5a12c5baf,49018b729b5d784aa7250e35d8c4e5abd1bca34d,,9,1,16,8,False,False,True,9,False,,,,,,False
10,refs/heads/master,c17827d9c9db124516c854ec0748b96ce4d96a7c,b5a58a15478c0b1febf194170c02d0f97eaf7c80,3f485c4d741825123940bd068a1be4d243837d18,,8,2,16,8,False,False,True,8,False,,,,,,False
