idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/main,09629049d8c423e05c3f698d5fb19c889167cb16,8b1fbdcc992e89963acd730baa72f5c3e5f0f3e7,ce1c29daeb2c6dcf48dd205f6334a6df26a0d2cc,,12,536,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/8b1fbdcc992e89963acd730baa72f5c3e5f0f3e7_ce1c29daeb2c6dcf48dd205f6334a6df26a0d2cc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/8b1fbdcc992e89963acd730baa72f5c3e5f0f3e7_ce1c29daeb2c6dcf48dd205f6334a6df26a0d2cc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/8b1fbdcc992e89963acd730baa72f5c3e5f0f3e7_ce1c29daeb2c6dcf48dd205f6334a6df26a0d2cc_left_right.log'}",False,,,,,,False
8,refs/heads/main,bf0f4aabae71b4b5fd5589fa97f780804ec3771b,2d463ad8b8fb9cfbc7b28b13f5b40119959475f6,1c166b25d9a7eb97f149695b20da53a25f8a490f,,7,61,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/2d463ad8b8fb9cfbc7b28b13f5b40119959475f6_1c166b25d9a7eb97f149695b20da53a25f8a490f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/2d463ad8b8fb9cfbc7b28b13f5b40119959475f6_1c166b25d9a7eb97f149695b20da53a25f8a490f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/2d463ad8b8fb9cfbc7b28b13f5b40119959475f6_1c166b25d9a7eb97f149695b20da53a25f8a490f_left_right.log'}",False,e9a7c3d64ba17a7747fdd8cc90d0008b96c4b0398fd20d0c3a1d67223acedc6f,Tests_failed,aa945ac5f9493562443f756e10819fcf9fc3838977ef8d686d1a7230bbb06837,Tests_failed,False,False
9,refs/heads/main,2d463ad8b8fb9cfbc7b28b13f5b40119959475f6,94d37278e6453002afa4135433527c7ef4c6686a,d4cc84d08e10f2211d169be6dab3c1fd121fe27e,,15,142,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/94d37278e6453002afa4135433527c7ef4c6686a_d4cc84d08e10f2211d169be6dab3c1fd121fe27e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/94d37278e6453002afa4135433527c7ef4c6686a_d4cc84d08e10f2211d169be6dab3c1fd121fe27e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/94d37278e6453002afa4135433527c7ef4c6686a_d4cc84d08e10f2211d169be6dab3c1fd121fe27e_left_right.log'}",False,58f96e241cf6a1401c19821c1e50b1c2d28cc324247a5d5986d412ad47c683c5,Tests_failed,0d507fffdc1af5a733eff37b2a87dc43832695a174b274f9eaabb68bfb6f0185,Tests_failed,False,False
10,refs/heads/main,be5b254a04d082569573a4c6677a3561fa600fc3,3f5ff6e7577e99f939895d8db378d6936cb7da9e,59586f76094a99b565a750a666985db45cc85a01,,3,12,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/3f5ff6e7577e99f939895d8db378d6936cb7da9e_59586f76094a99b565a750a666985db45cc85a01_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/3f5ff6e7577e99f939895d8db378d6936cb7da9e_59586f76094a99b565a750a666985db45cc85a01_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/3f5ff6e7577e99f939895d8db378d6936cb7da9e_59586f76094a99b565a750a666985db45cc85a01_left_right.log'}",False,,,,,,False
11,refs/heads/main,3f5ff6e7577e99f939895d8db378d6936cb7da9e,ac9df7e106b62000160186300a2d0c1e8341f033,912dfa211bc2cfecea61449b2c16a26b1c23bc70,,3,8,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/ac9df7e106b62000160186300a2d0c1e8341f033_912dfa211bc2cfecea61449b2c16a26b1c23bc70_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/ac9df7e106b62000160186300a2d0c1e8341f033_912dfa211bc2cfecea61449b2c16a26b1c23bc70_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/ac9df7e106b62000160186300a2d0c1e8341f033_912dfa211bc2cfecea61449b2c16a26b1c23bc70_left_right.log'}",False,,,,,,False
15,refs/heads/main,065d872cc14abb9992c882c198d7adce30d491a3,ce440d9a4e021761387a29af479efa9741e9bb11,e6daeaeb28ecc3fad6d13c8470587010bc8ea418,,3,13,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/ce440d9a4e021761387a29af479efa9741e9bb11_e6daeaeb28ecc3fad6d13c8470587010bc8ea418_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/ce440d9a4e021761387a29af479efa9741e9bb11_e6daeaeb28ecc3fad6d13c8470587010bc8ea418_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/ce440d9a4e021761387a29af479efa9741e9bb11_e6daeaeb28ecc3fad6d13c8470587010bc8ea418_left_right.log'}",False,,,,,,False
17,refs/heads/main,732308bafe66f9393d003f58b8c33a8eec804708,50d4de4cbea9da11a3fa40be522d296aae86e741,634e8ef153637dbc53f99a398ffe6d6380032829,,10,70,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/50d4de4cbea9da11a3fa40be522d296aae86e741_634e8ef153637dbc53f99a398ffe6d6380032829_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/50d4de4cbea9da11a3fa40be522d296aae86e741_634e8ef153637dbc53f99a398ffe6d6380032829_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/50d4de4cbea9da11a3fa40be522d296aae86e741_634e8ef153637dbc53f99a398ffe6d6380032829_left_right.log'}",False,50afc4c5c9f75f3ddd6c12c725085691fccec57a1933e58a5b5f7398a61e5a4d,Tests_failed,c0988d3599c15e0423a845360a140e0e18aabf4e1b1cfcd192ff71c08235a189,Tests_failed,False,False
18,refs/heads/main,50d4de4cbea9da11a3fa40be522d296aae86e741,873199549c6c99a3e9f32ec755dee8c8cec77749,86307a13bec807fcf9bbce27382b187ebd29adab,,9,106,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/873199549c6c99a3e9f32ec755dee8c8cec77749_86307a13bec807fcf9bbce27382b187ebd29adab_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/873199549c6c99a3e9f32ec755dee8c8cec77749_86307a13bec807fcf9bbce27382b187ebd29adab_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/873199549c6c99a3e9f32ec755dee8c8cec77749_86307a13bec807fcf9bbce27382b187ebd29adab_left_right.log'}",False,f4c2787d863a38cea589d4d5d4c97616cf798c69e85c32e04af6881d64475a9e,Tests_failed,97a5572d8731aca862bd6b41d137d14beb0419c135806faa971c0c3cb686f258,Tests_failed,False,False
21,refs/heads/main,58af1a30b2c1c3e9a5bfc0107081bb6f02b2e355,18234858ba4b116aaaaac41399d0cf2372bb3981,e86ec1d664ec6aebc2768e0f258335e961ea17b1,,4,35,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/18234858ba4b116aaaaac41399d0cf2372bb3981_e86ec1d664ec6aebc2768e0f258335e961ea17b1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/18234858ba4b116aaaaac41399d0cf2372bb3981_e86ec1d664ec6aebc2768e0f258335e961ea17b1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/18234858ba4b116aaaaac41399d0cf2372bb3981_e86ec1d664ec6aebc2768e0f258335e961ea17b1_left_right.log'}",False,,,,,,False
23,refs/heads/main,506a5acbac4c0b41de00c7776f7842818420528c,322e3a4b549786664d9e79f9920f767e006d9fa9,6dc7281b4b59ffc1e2a3fb575b056b08f6de411d,,13,135,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/322e3a4b549786664d9e79f9920f767e006d9fa9_6dc7281b4b59ffc1e2a3fb575b056b08f6de411d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/322e3a4b549786664d9e79f9920f767e006d9fa9_6dc7281b4b59ffc1e2a3fb575b056b08f6de411d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nkzawa/engine.io-client.java/322e3a4b549786664d9e79f9920f767e006d9fa9_6dc7281b4b59ffc1e2a3fb575b056b08f6de411d_left_right.log'}",False,,,,,,False
