idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
6,refs/heads/main,af4db4a31671dd369f044da6cd7e3d0b1db64041,0face59973d80eea6a31b5b69ea063e0ffc3aa7b,3e9bdb63fc441fd032402a20993704c6ed5efdeb,,2,8.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/0face59973d80eea6a31b5b69ea063e0ffc3aa7b_3e9bdb63fc441fd032402a20993704c6ed5efdeb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/0face59973d80eea6a31b5b69ea063e0ffc3aa7b_3e9bdb63fc441fd032402a20993704c6ed5efdeb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/0face59973d80eea6a31b5b69ea063e0ffc3aa7b_3e9bdb63fc441fd032402a20993704c6ed5efdeb_left_right.log'}",False,,,,,,False
8,refs/heads/main,a8fdad7eb6e41208318e39e90693e1ffb26f7d80,b10c40ecacf988b93322dddd06fced5a8d5308d2,c36a17b16f6cf968f5feb377b08b8956c8b7d52d,,8,503.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/b10c40ecacf988b93322dddd06fced5a8d5308d2_c36a17b16f6cf968f5feb377b08b8956c8b7d52d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/b10c40ecacf988b93322dddd06fced5a8d5308d2_c36a17b16f6cf968f5feb377b08b8956c8b7d52d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/b10c40ecacf988b93322dddd06fced5a8d5308d2_c36a17b16f6cf968f5feb377b08b8956c8b7d52d_left_right.log'}",False,,,,,,False
9,refs/heads/main,8f4fde294696faebbdc6326488b2f60eab6a08bb,5744ed8d989172ba8820d39b7a178b1af8143cde,d968d6a0ce8c2745e60e334d266db5aba3bc2ebe,,12,345.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/5744ed8d989172ba8820d39b7a178b1af8143cde_d968d6a0ce8c2745e60e334d266db5aba3bc2ebe_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/5744ed8d989172ba8820d39b7a178b1af8143cde_d968d6a0ce8c2745e60e334d266db5aba3bc2ebe_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/5744ed8d989172ba8820d39b7a178b1af8143cde_d968d6a0ce8c2745e60e334d266db5aba3bc2ebe_left_right.log'}",False,,,,,,False
11,refs/heads/main,dbaf7489d961e87871f95943153d9c3c9dcc6204,779ab7bd13245ccac2858d6bd6d94ce9b4328923,cdc196ce4ea8043d4ab09170da17634bc647c6de,,4,3.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/779ab7bd13245ccac2858d6bd6d94ce9b4328923_cdc196ce4ea8043d4ab09170da17634bc647c6de_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/779ab7bd13245ccac2858d6bd6d94ce9b4328923_cdc196ce4ea8043d4ab09170da17634bc647c6de_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/779ab7bd13245ccac2858d6bd6d94ce9b4328923_cdc196ce4ea8043d4ab09170da17634bc647c6de_left_right.log'}",False,,,,,,False
12,refs/heads/main,f52e1bf363e70c48252259f7848fe90a82f319d6,b8e1148745432b3a86dca11059f47fd1fc274640,e8ca8479b7c98deb4bfe381a4e465e33e7063262,,33,,,True,True,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/b8e1148745432b3a86dca11059f47fd1fc274640_e8ca8479b7c98deb4bfe381a4e465e33e7063262_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/b8e1148745432b3a86dca11059f47fd1fc274640_e8ca8479b7c98deb4bfe381a4e465e33e7063262_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/b8e1148745432b3a86dca11059f47fd1fc274640_e8ca8479b7c98deb4bfe381a4e465e33e7063262_left_right.log'}",False,35611a40662921114ab649abe04fe9b31dbcf2db890a261d5f25733374f8187f,Tests_failed,f1a54bfaae9d7df6c2a3ae7cc0fc9e30e94fa529fbc0fd13d0747d01fc4ecea1,Tests_failed,False,False
13,refs/heads/main,e8ca8479b7c98deb4bfe381a4e465e33e7063262,1208ae0c10b8b25c19df61a068d32512458e9e3a,da0e38046956cccaa5b7f9f19441635836c7925b,,54,,,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/1208ae0c10b8b25c19df61a068d32512458e9e3a_da0e38046956cccaa5b7f9f19441635836c7925b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/1208ae0c10b8b25c19df61a068d32512458e9e3a_da0e38046956cccaa5b7f9f19441635836c7925b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/1208ae0c10b8b25c19df61a068d32512458e9e3a_da0e38046956cccaa5b7f9f19441635836c7925b_left_right.log'}",False,,,,,,False
14,refs/heads/main,26ddfd6ee227e053fb42288edbca88ddab1372b6,53d694b56ec76522b6dd65e85712cfaa5ae4288f,b2d0bd2481ce12803bbe05c78f226b87ac94576e,,17,926.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/53d694b56ec76522b6dd65e85712cfaa5ae4288f_b2d0bd2481ce12803bbe05c78f226b87ac94576e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/53d694b56ec76522b6dd65e85712cfaa5ae4288f_b2d0bd2481ce12803bbe05c78f226b87ac94576e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/53d694b56ec76522b6dd65e85712cfaa5ae4288f_b2d0bd2481ce12803bbe05c78f226b87ac94576e_left_right.log'}",False,,,,,,False
16,refs/heads/main,410e0ff9eeb71656e97c12a678c195e23ab86729,401eda0f6b2bd5ce51077fdec96275bc2d677d3c,676332f3c5aba23b4dbd4868f38e39aba08e5d70,,6,288.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/401eda0f6b2bd5ce51077fdec96275bc2d677d3c_676332f3c5aba23b4dbd4868f38e39aba08e5d70_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/401eda0f6b2bd5ce51077fdec96275bc2d677d3c_676332f3c5aba23b4dbd4868f38e39aba08e5d70_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/401eda0f6b2bd5ce51077fdec96275bc2d677d3c_676332f3c5aba23b4dbd4868f38e39aba08e5d70_left_right.log'}",False,,,,,,False
18,refs/heads/main,a4f30ff184e3704f50e6c344218dd7f7c7f71093,62078d596f50e393b69eb39661981a2d1393970c,1eaad782bbf0d311f7d176b15af7fcd80911650c,,4,19.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/62078d596f50e393b69eb39661981a2d1393970c_1eaad782bbf0d311f7d176b15af7fcd80911650c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/62078d596f50e393b69eb39661981a2d1393970c_1eaad782bbf0d311f7d176b15af7fcd80911650c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/62078d596f50e393b69eb39661981a2d1393970c_1eaad782bbf0d311f7d176b15af7fcd80911650c_left_right.log'}",False,,,,,,False
19,refs/heads/main,62078d596f50e393b69eb39661981a2d1393970c,29361fff50ece9ff8ccf9770ec1ee31e857727da,42262a79714755025a6d03f7a04a7858ca6d340a,,36,2673.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/tdunning/t-digest/29361fff50ece9ff8ccf9770ec1ee31e857727da_42262a79714755025a6d03f7a04a7858ca6d340a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/tdunning/t-digest/29361fff50ece9ff8ccf9770ec1ee31e857727da_42262a79714755025a6d03f7a04a7858ca6d340a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/tdunning/t-digest/29361fff50ece9ff8ccf9770ec1ee31e857727da_42262a79714755025a6d03f7a04a7858ca6d340a_left_right.log'}",False,,,,,,False
