idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
226,refs/heads/master,d5122dcf50ba90da4c33280a1cfb7bc9bd9f4577,b5e05c8c77fd7091901500360e28f568b20ca89b,9434ed513ee526e216b6f5a28b8aac859398a67a,,False,True,True,7,25,69,1,False,7,False
294,refs/heads/master,b9e3629459beb8c976cf2e3fb74decb356f8c169,31ed4efe3af5c4b1f8e0cb42ba9a68c21ec4d0e3,fa059804cedf2ee8d45b648135f04504aefad8c1,,False,True,True,167,1369,51294,1,False,167,False
