idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
1,refs/heads/master,420da91821b0ec77ef1179cb6d7e872e6961b2ad,b1839e8749004c100b8432f719e44124c0415e00,9f50a0aabbf95571c2304d7ba65c1f04ac90b94a,,5,1,12,6,False,False,True,5,False,False
2,refs/heads/master,b1839e8749004c100b8432f719e44124c0415e00,dc5f9d559e8db5796a9ff19ed0493caf208218e5,6038dca5cd472d64e13dab87f716de0765ee47f8,,4,1,10,5,False,False,True,4,False,False
3,refs/heads/master,dc5f9d559e8db5796a9ff19ed0493caf208218e5,737c0eace9bf890dac4eafc45b13b7171ae01171,a50ed075a6f8cbe2fd33952711f5502627c33b8e,,2,2,6,3,False,False,True,2,False,False
4,refs/heads/master,737c0eace9bf890dac4eafc45b13b7171ae01171,b8b7230977763688788b7b04af85e275cd6efe03,d4858f9fc97e6eaaf056008b685e57e5cdcc89c6,,2,2,4,2,False,False,True,2,False,False
6,refs/heads/master,9b89a946c69483b323e021a8693168c605d014d3,2ff396ee3fe9c074ff8737f3986e4021c965c031,2631d4c00c25e31542f18b234da18d22c70e2322,,2,2,4,2,False,False,True,2,False,False
7,refs/heads/master,2ff396ee3fe9c074ff8737f3986e4021c965c031,a8a919a1d067d8ebac48bde9b43d658521b236a0,8df396434546800344fe0c5f64051811b1d66b25,,4,2,8,4,False,False,True,4,False,False
8,refs/heads/master,a8a919a1d067d8ebac48bde9b43d658521b236a0,8175158fa63284ec32b75824121b309a90b75cda,cd9d38fb1ce2dd533991e1205bf1f55e583ce9f0,,4,1,6,3,False,False,True,4,False,False
9,refs/heads/master,8175158fa63284ec32b75824121b309a90b75cda,90039c716b1df12cd06efc62f4e352ac58be109b,236e39a86f258d9451188c613adb0913ef99606d,,3,1,4,2,False,False,True,3,False,False
11,refs/heads/master,844a736a84b04e2730a5242728297a533db44522,9ecd878f0c06aaaba67589d7b30aca85b50f44dd,0946ecf913194258c4c978a5131ecaf6eb9ba1ae,,6,2,14,7,False,False,True,6,False,False
12,refs/heads/master,9ecd878f0c06aaaba67589d7b30aca85b50f44dd,bd0ca9e4920eb6a3b30e0661a5b40ef0aa7126fe,b0c108463447ab2fb4df3346bd6bc98f02a428fc,,6,1,12,6,False,False,True,6,False,False
13,refs/heads/master,bd0ca9e4920eb6a3b30e0661a5b40ef0aa7126fe,d17382de860de2b6e94b115ca290790e0cda398d,5d8f7afbab7971e93a8182dd89848fc69bafb62a,,5,2,10,5,False,False,True,5,False,False
14,refs/heads/master,d17382de860de2b6e94b115ca290790e0cda398d,bdf270318527cb8eda7ff4ad2b6748075eca08c7,9b5f3c3179add4ced7e7c6cfa31c8c73ea1ba53d,,3,1,4,2,False,False,True,3,False,False
16,refs/heads/master,3be37b2a3bcafc5b31d3ac4f117618ca409894fb,d84e0216eb72c54a1c398ed27a1a828df6db7b65,91ca7151634289a41afc33e03a31ef0ee267e1b8,,5,2,16,8,False,False,True,5,False,False
17,refs/heads/master,d84e0216eb72c54a1c398ed27a1a828df6db7b65,646e6833f4dc4e34cf8108c6f5ed9b72f4a55934,3594480aca036e0c1bbc318627d244a90f853934,,5,2,12,6,False,False,True,5,False,False
18,refs/heads/master,646e6833f4dc4e34cf8108c6f5ed9b72f4a55934,6cbd6a13ecbefd33fa431f0f8266eba1c39bb8f3,1e380a1046fae03c7ad6fb1a8673b41b6edc43bf,,5,1,10,5,False,False,True,5,False,False
19,refs/heads/master,6cbd6a13ecbefd33fa431f0f8266eba1c39bb8f3,ce523b3c1bb45f0efedcd5d86eb0949ce6b13f6a,d361d62b66e0b7996f4c026813273fed91901717,,2,2,4,2,False,False,True,2,False,False
25,refs/heads/master,f249298d4320ee560ae371899196e879423d29c3,f3d2a12699e7b1443f7d7e7a0e96101a4acb7415,fca179838846a85fc24611909fa99c47d8120bc4,,3,1,4,2,False,False,True,3,False,False
27,refs/heads/master,b64c614392ea1e7c698ec7727281fbcda0b97203,00b0e64359e90a036d26ec8024431aed93047549,d7218b1afb48d8ab803aaa1a2072591188322bda,,3,1,4,2,False,False,True,3,False,False
29,refs/heads/master,5d1280953392a1b9167bf695aee9bb4507f7fdd0,838f356ef71f37ef87cf1626ad8ee9e03c9c7181,674184604519af4fc27d12c2204507f3d2243edc,,5,1,8,4,False,False,True,5,False,False
34,refs/heads/master,6f28f1762a51c885db0b7c0d062502b30d2817ff,18cb26b46b364de6eba64efe7945bb26988da699,7877a0a8076f20fe297e52dd7b3c89ecdbb80afc,,5,1,8,4,False,False,True,5,False,False
36,refs/heads/master,20758a1b74603d1381b502e755989c0d26fd50a8,0de9752bac8567f37faa20b656223e2e434ab113,224f8f21bb371f91dd4aece3369a2c2f5646d495,,5,1,8,4,False,False,True,5,False,False
41,refs/heads/master,37af1e8b0186716d4c5334f09f259ec5ffaeddcb,ef57eb0e7ee047cb1c0d6ee87f80291e38916ee5,5138b2bb908e86e83dbd85bf15946b001856dfb9,,2,2,6,3,False,False,True,2,False,False
50,refs/heads/master,64e603f24c7ca5df60f45f88ce0b41d8bdcf670f,bae359f2cc33b86193ebc50d4d5666773531721e,c8996983d21d168cb378a0df58be169ca2670375,,2,2,6,3,False,False,True,2,False,False
