idx,branch_name,merge,left,right,notes,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,union_diff_files,num_intersecting_files,sampled for testing
1,refs/heads/master,f41920e081673c6a1d9bd0c12040dee84fee13c6,d396453e5834cf827604009261a8b8f86f95ba95,9b9baa5d1ff2e58b91b118e475de11ff764ee5ee,two initial commits,520,9,False,True,True,8,False,Error while retrieving base sha,Error while retrieving base sha,False
