idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
30,refs/heads/main,a0ae8dadca4400567f4333acb4cafa336d497cdc,dbde63576cd39e79efa21ff25c5a7f8005e2c0d8,ce4c746d5de4628a891164a0a028b0f6c92bba2d,,False,False,True,3,3,51,2,False,3,False
43,refs/heads/main,8f7fea59b3d2b2aebc7936fc6c5311b513737171,c0c679fba95e806f635a0e3817013219078718c9,8c2744c40b7e0e8d66bfd135ca2047bd5c4c3850,,False,True,True,4,7,72,0,False,4,False
