idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
9,refs/heads/master,e4d4780028ae6ded75036636a573b87c3725bcbc,cbf7fac1a37dc95ca5f9b9292527b13fdff29bf7,9c74d38adfdddb8aaafdde57928863300e417619,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/cbf7fac1a37dc95ca5f9b9292527b13fdff29bf7_9c74d38adfdddb8aaafdde57928863300e417619_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/cbf7fac1a37dc95ca5f9b9292527b13fdff29bf7_9c74d38adfdddb8aaafdde57928863300e417619_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/cbf7fac1a37dc95ca5f9b9292527b13fdff29bf7_9c74d38adfdddb8aaafdde57928863300e417619_left_right.log'}",False,True,2,0,False,False
23,refs/heads/master,b937411a9bcc2e35de4a14f7787cf82a3666fc2f,384b5ec70fed972b16581fcfcda4f61cdd5522fe,8b185969a6aa659d56c40c4760fe8239326d9ae6,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/384b5ec70fed972b16581fcfcda4f61cdd5522fe_8b185969a6aa659d56c40c4760fe8239326d9ae6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/384b5ec70fed972b16581fcfcda4f61cdd5522fe_8b185969a6aa659d56c40c4760fe8239326d9ae6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/384b5ec70fed972b16581fcfcda4f61cdd5522fe_8b185969a6aa659d56c40c4760fe8239326d9ae6_left_right.log'}",False,True,4,20,False,False
28,refs/heads/master,147882b94db209fbe2ba39bab9580eb5ec182623,2f673d6f8cfac845995f0a8c7b10ec65d6665ceb,eeb717fd11109bd20e2d1378fdc7311fd0adb350,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/2f673d6f8cfac845995f0a8c7b10ec65d6665ceb_eeb717fd11109bd20e2d1378fdc7311fd0adb350_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/2f673d6f8cfac845995f0a8c7b10ec65d6665ceb_eeb717fd11109bd20e2d1378fdc7311fd0adb350_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/2f673d6f8cfac845995f0a8c7b10ec65d6665ceb_eeb717fd11109bd20e2d1378fdc7311fd0adb350_left_right.log'}",True,True,6,53,False,False
29,refs/heads/master,2f673d6f8cfac845995f0a8c7b10ec65d6665ceb,3a0d8371baff5d857eb9bb86a983c4b79f1c9f44,2eed5e5575e8b7200fd6b30f2884918b221c272d,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/3a0d8371baff5d857eb9bb86a983c4b79f1c9f44_2eed5e5575e8b7200fd6b30f2884918b221c272d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/3a0d8371baff5d857eb9bb86a983c4b79f1c9f44_2eed5e5575e8b7200fd6b30f2884918b221c272d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/3a0d8371baff5d857eb9bb86a983c4b79f1c9f44_2eed5e5575e8b7200fd6b30f2884918b221c272d_left_right.log'}",False,True,4,4,False,False
31,refs/heads/master,92a7877f3d7bd2f5e19711d5e02573788b3b2a3a,64d6f55fd7879682997417efd2f0d354eebf107c,4a364559f5ffe59bf7ddf20a67254daffb10c014,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/64d6f55fd7879682997417efd2f0d354eebf107c_4a364559f5ffe59bf7ddf20a67254daffb10c014_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/64d6f55fd7879682997417efd2f0d354eebf107c_4a364559f5ffe59bf7ddf20a67254daffb10c014_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/64d6f55fd7879682997417efd2f0d354eebf107c_4a364559f5ffe59bf7ddf20a67254daffb10c014_left_right.log'}",True,True,4,47,False,False
33,refs/heads/master,8ae34bf32821e213300600797cc2167666bfd42e,5229b7e720220935141c29b60223701a9111140f,09628a72c93e893706c5736b049334caee76dbd7,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/5229b7e720220935141c29b60223701a9111140f_09628a72c93e893706c5736b049334caee76dbd7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/5229b7e720220935141c29b60223701a9111140f_09628a72c93e893706c5736b049334caee76dbd7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/5229b7e720220935141c29b60223701a9111140f_09628a72c93e893706c5736b049334caee76dbd7_left_right.log'}",True,True,11,75,False,False
51,refs/heads/master,1239669299c744e4f473fefe803cb370901c76d1,5e6a69b5f7eedea45d06b8596ed1c95be2eb2b9a,29e9f079855bcf1d151ad3609010c828e7e1f1fc,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/5e6a69b5f7eedea45d06b8596ed1c95be2eb2b9a_29e9f079855bcf1d151ad3609010c828e7e1f1fc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/5e6a69b5f7eedea45d06b8596ed1c95be2eb2b9a_29e9f079855bcf1d151ad3609010c828e7e1f1fc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/5e6a69b5f7eedea45d06b8596ed1c95be2eb2b9a_29e9f079855bcf1d151ad3609010c828e7e1f1fc_left_right.log'}",True,True,130,13427,False,False
55,refs/heads/master,e2f5cc45f95812d163e75b6ddb9c4661261d3bb0,9cc4bcce057aa90cfeaaa51f6fe52eb8166039bb,5e1d0872ed1df1811b709cd67053616adfeb03b6,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/9cc4bcce057aa90cfeaaa51f6fe52eb8166039bb_5e1d0872ed1df1811b709cd67053616adfeb03b6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/9cc4bcce057aa90cfeaaa51f6fe52eb8166039bb_5e1d0872ed1df1811b709cd67053616adfeb03b6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/9cc4bcce057aa90cfeaaa51f6fe52eb8166039bb_5e1d0872ed1df1811b709cd67053616adfeb03b6_left_right.log'}",False,True,4,14,False,False
58,refs/heads/master,0ad5046aba39944ad0fac32cbb45632823ff85ec,677db0d03faf184447d9842bfa85c12c4c18151c,9420cc61c1016492dcedc5aee386c61c1db9ac05,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/677db0d03faf184447d9842bfa85c12c4c18151c_9420cc61c1016492dcedc5aee386c61c1db9ac05_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/677db0d03faf184447d9842bfa85c12c4c18151c_9420cc61c1016492dcedc5aee386c61c1db9ac05_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/677db0d03faf184447d9842bfa85c12c4c18151c_9420cc61c1016492dcedc5aee386c61c1db9ac05_left_right.log'}",True,True,7,111,False,False
61,refs/heads/master,4267f89f0c0bbe9c8f5541d8cc90d20cca6299b2,bd77e77cd37bf9b35b4d1e63d219adaa2a6a567b,5f7e4b185e88f8fe20ea73ed0f8330a870ec14cc,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/bd77e77cd37bf9b35b4d1e63d219adaa2a6a567b_5f7e4b185e88f8fe20ea73ed0f8330a870ec14cc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/bd77e77cd37bf9b35b4d1e63d219adaa2a6a567b_5f7e4b185e88f8fe20ea73ed0f8330a870ec14cc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/bd77e77cd37bf9b35b4d1e63d219adaa2a6a567b_5f7e4b185e88f8fe20ea73ed0f8330a870ec14cc_left_right.log'}",False,True,4,15,False,False
66,refs/heads/master,a4af8313ca00c6cc6e6546ee33871c4ad6714617,3cce0e1c88c6e7dea9d3d0cd454a13bd4f8c5cd8,df79f63418a5a93d8be456d62cecb39025864ba6,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/3cce0e1c88c6e7dea9d3d0cd454a13bd4f8c5cd8_df79f63418a5a93d8be456d62cecb39025864ba6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/3cce0e1c88c6e7dea9d3d0cd454a13bd4f8c5cd8_df79f63418a5a93d8be456d62cecb39025864ba6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/3cce0e1c88c6e7dea9d3d0cd454a13bd4f8c5cd8_df79f63418a5a93d8be456d62cecb39025864ba6_left_right.log'}",False,True,4,12,False,False
69,refs/heads/master,5dca5291d358b9e2306c54a98c25d5567395e4bc,41dc3016f11f25feb91137cc3f31ada6a7888e8d,a493e533a816f2aa94d2073e28b5a9bc4ef44186,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/41dc3016f11f25feb91137cc3f31ada6a7888e8d_a493e533a816f2aa94d2073e28b5a9bc4ef44186_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/41dc3016f11f25feb91137cc3f31ada6a7888e8d_a493e533a816f2aa94d2073e28b5a9bc4ef44186_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/41dc3016f11f25feb91137cc3f31ada6a7888e8d_a493e533a816f2aa94d2073e28b5a9bc4ef44186_left_right.log'}",False,True,3,46,False,False
71,refs/heads/master,122cbe52f35c650baeb79d3638f8076427664df2,79732a4576b27f7db200845670b4f90e608e237b,f764037636cf9e6a23834e4581ed71c5eeae393e,,False,"{'base_left': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/79732a4576b27f7db200845670b4f90e608e237b_f764037636cf9e6a23834e4581ed71c5eeae393e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/79732a4576b27f7db200845670b4f90e608e237b_f764037636cf9e6a23834e4581ed71c5eeae393e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/yahoo/tensorflowonspark/79732a4576b27f7db200845670b4f90e608e237b_f764037636cf9e6a23834e4581ed71c5eeae393e_left_right.log'}",False,True,4,38,False,False
