idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
3,refs/heads/master,132dff8863a9db7481ab0d4c8933fc8ed0b7c50b,975ba59e32faa03f05bb6b5b62879812185cc39f,e7122820db78a685e1f2d610fcf83c02075e2318,,False,True,True,5,15,76,1,False,5,,,,,,False
4,refs/heads/master,b0dfdbd7a4774d227a6a5948d44506345ad9d08b,e6325978b1bee1bad13457c5f480228a3de74a85,b5df2be37584aea6c16fea9ec19f522dc98cd596,,True,True,True,6,15,79,2,True,6,Tests_passed,a2bcccd161130e7c75904de293529ef636d286e6086001004175f0107eaff51a,True,Tests_passed,719c603b43304f7de93e239e6485ffbba739ec166552f47083ee3a38f9871a3b,True
5,refs/heads/master,e6325978b1bee1bad13457c5f480228a3de74a85,35337711d8b4f882659a331ec5ef0e4a456455f2,4c7c9336ebac4dbd71707fd8369a78b5674d39a3,,False,True,True,5,8,35,1,False,5,,,,,,False
8,refs/heads/master,5cc82021f32fd650fd2c5d8300d902f6ce07b6fa,1d21d30c466141c1c2330c6038fdb6b0a45bd2e1,d3d966ec28c9d7f6a24f5a7b2e5600e18ae11cac,,False,True,True,12,24,311,1,False,12,,,,,,False
12,refs/heads/master,5ca7b3f086d9f586184824abd3d00aab62d629cf,616e14a1dbfac214b61874339b24be34e2798d4b,01c75a9d37f8ed49993239d5cdd610fd354a107e,,True,True,True,6,15,642,2,True,6,Tests_passed,6518d09df6b0576f609699ce43437b31406e3d5f9fe3489a1441d5b3640b79ff,True,Tests_passed,932e417e6c6b60d38996dd138c7d2bbe310a42b86ee05b34d7572a75fd048ba2,True
16,refs/heads/master,5abd01be992bcf603848288f1ca2cd2a85de3901,d4ca40ea26e0d9f3bf0584cc88e345866901c85b,651acbb8ecbe62b6efacd568c8e9a8914fefcafb,,False,True,True,7,6,987,1,False,7,,,,,,False
25,refs/heads/master,27fdee2484269fc0fcdd53bdd61282a8c27de6bb,e327f40edfe6053fdc525d6387262beab1de8d06,619be59846c39e99a21134fcdef4fe475ee6a416,,False,False,True,8,8,40,1,False,8,,,,,,False
27,refs/heads/master,69d2492998d9abc99771d0e949570a232d12fb97,e950f82f617a06f8e5920ecc7ba2494d7c99dba2,8291eba7625f412aaadec670b8e73a566fae535c,,False,False,True,3,22,53,1,False,3,,,,,,False
28,refs/heads/master,3f55235a63376fa8cff15dabc9138d7a97d92832,5453d2a506cebc68c6b6ec938477d137aa281fd8,62ffde8c41b182e88b47793764a91ed36425d648,,True,True,True,21,47,807,3,True,21,Tests_passed,570b8a9771cac892a3bd8a57f66f5d6222444cfbc5f8da4ad38dad970f5a1929,True,Tests_passed,d4242314716c4a1f13f5a91780b79d424ddd5908d64d0162dacf5cc2e50c31ac,True
