idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
4,refs/heads/master,282b34caf770e1c59f2aea66544055f2bac531a0,4af67307df155fa3f23361b44fa891cba63c3edd,445fe2a8ad55d7da4043a22a4adc2c09ee4097f4,,True,True,Tests_passed,6e088c0fc7d846359d4caf85f933d789f41d1effca1da842933a0718272441e6,True,10,53,570,12,True,Tests_passed,d023de0be9ef42bba48aab5a9c5631e8755d3301526b84832c7a00dda9a0021a,True,19,True,Merge_failed,8cb280b77ffa1e2ce25a6da05f09f84dbb30f47ca3e97ec37c98ee4bfd0d64d6,Merge_failed,e8dc2d7eb497240f90e022f46cb5e4bd28218de21536946117e256681d051c31,Merge_failed,8cb280b77ffa1e2ce25a6da05f09f84dbb30f47ca3e97ec37c98ee4bfd0d64d6,Merge_failed,e8dc2d7eb497240f90e022f46cb5e4bd28218de21536946117e256681d051c31,Merge_failed,bb169c8aeefe3e7601c5458606918d9b826200e86bdd97408934082d2f8cb49b,Merge_failed,bb169c8aeefe3e7601c5458606918d9b826200e86bdd97408934082d2f8cb49b,Merge_failed,bb169c8aeefe3e7601c5458606918d9b826200e86bdd97408934082d2f8cb49b,Merge_failed,45229cc9ba46bb10a67ed0d8237eef4fa5324287db1a0c4396c9f63125c8df9a,Merge_failed,9c04ad398e2ba258e6398b0db27feac317cf2bf528884eaa0f06327f715b5c9f,Merge_failed,a5e699ed88a58739fdb83c2dba50a5c61589c43d0ab3a3d85e899a783ec356f2,Merge_failed,8a3a2a4e526c2c1c5207e4ffa9f635a4de6b758ca2549225a3bddb0b313008a9,Merge_failed,8cb280b77ffa1e2ce25a6da05f09f84dbb30f47ca3e97ec37c98ee4bfd0d64d6,Merge_failed,e39e1f452d09e37a55ace953c8512d854d0a4652427b472262ad9e7e68ccca5e,Merge_failed,8cb280b77ffa1e2ce25a6da05f09f84dbb30f47ca3e97ec37c98ee4bfd0d64d6,Merge_failed,8cb280b77ffa1e2ce25a6da05f09f84dbb30f47ca3e97ec37c98ee4bfd0d64d6,Merge_failed,8cb280b77ffa1e2ce25a6da05f09f84dbb30f47ca3e97ec37c98ee4bfd0d64d6
5,refs/heads/master,fee9c908d0389fa3e5ae469d907f2c872a23ce39,61f4011bf4abff5d60aab546bec06f886267b848,001049afe7cabe92929fed4bdc5b639a581763a9,,True,True,Tests_passed,18e903ecbd4b08fe7c00c8308ac378c77f01176f89bb5af75880d3b70baf2639,True,15,86,2135,2,True,Tests_passed,d9d5f2b75a18c7e67a058524f550ff03fe02b2b30d0a219540b7cc50fbe40c03,True,15,True,Merge_failed,3e259dc396fb3a8494c4c42e2bd5ada81ba183de2225e827115b42e1fedd0730,Merge_failed,3e259dc396fb3a8494c4c42e2bd5ada81ba183de2225e827115b42e1fedd0730,Merge_failed,3e259dc396fb3a8494c4c42e2bd5ada81ba183de2225e827115b42e1fedd0730,Merge_failed,884af09c338f4d012e3c46f18f3bdc50a872eaa1b4cff2b7a864d52198836712,Merge_failed,884af09c338f4d012e3c46f18f3bdc50a872eaa1b4cff2b7a864d52198836712,Merge_failed,884af09c338f4d012e3c46f18f3bdc50a872eaa1b4cff2b7a864d52198836712,Merge_failed,884af09c338f4d012e3c46f18f3bdc50a872eaa1b4cff2b7a864d52198836712,Merge_failed,5ac512d983d560539d00ec6c24c08ef9b93fbc303419434a7d931e40ba86ec01,Merge_failed,e2590b5e87597f94529bea750537bc1f3685a1e133bd54f1715467835651e2c2,Tests_passed,22a182eb339a1f99038687d6ed4cf06403c77438371cc62735d5f589b114032a,Tests_failed,e207537fa310f8c3ce2423bac93cb0f1fc9043e3791c3d42faaceacf3f699dd8,Merge_failed,3e259dc396fb3a8494c4c42e2bd5ada81ba183de2225e827115b42e1fedd0730,Merge_failed,3e259dc396fb3a8494c4c42e2bd5ada81ba183de2225e827115b42e1fedd0730,Merge_failed,3e259dc396fb3a8494c4c42e2bd5ada81ba183de2225e827115b42e1fedd0730,Merge_failed,3e259dc396fb3a8494c4c42e2bd5ada81ba183de2225e827115b42e1fedd0730,Merge_failed,3e259dc396fb3a8494c4c42e2bd5ada81ba183de2225e827115b42e1fedd0730
7,refs/heads/master,001049afe7cabe92929fed4bdc5b639a581763a9,ee2330ed90169480d82594be170c2daaf157b4a7,aff85957782f43df69931332eb170f5c5efc8975,,True,True,Tests_passed,8a277fbb30dc1f930749b53fb7c4affe12ab7b6c45476458620edde73a5dec9e,True,50,131,13070,9,True,Tests_passed,4b8452420e0207c362ef2f59e4c1fbe0bd8399d4681677975a71ba60d9de4c01,True,50,True,Merge_failed,86495efee13f4120a38b7f1726c589909df546ddce082025023c7460e5cfff2b,Merge_failed,4e3cbe1eecc0ff266d20f1c36c3133b51c8873f3f01097ac3ae8a1d808a01f3e,Merge_failed,86495efee13f4120a38b7f1726c589909df546ddce082025023c7460e5cfff2b,Merge_failed,4e3cbe1eecc0ff266d20f1c36c3133b51c8873f3f01097ac3ae8a1d808a01f3e,Merge_failed,86495efee13f4120a38b7f1726c589909df546ddce082025023c7460e5cfff2b,Merge_failed,86495efee13f4120a38b7f1726c589909df546ddce082025023c7460e5cfff2b,Merge_failed,86495efee13f4120a38b7f1726c589909df546ddce082025023c7460e5cfff2b,Merge_failed,265aac556c1cdee8a8acc4fae2609bf72cc48714e321150e97cb18021e707387,Merge_failed,9565bef7e06f2b682a344cf33521dba1dd1093f74aae120431f76639e690d1d7,Merge_failed,4d44ab8d64084da5066b3399732b48ea2b4cd3ed06cddae61a7c6c7baa80ae6a,Merge_failed,150dd50b4eae0f82f7124a2bf85c1478c791fe3f225141975f75be9a8c9364d4,Merge_failed,2edc0aa0dd0bb199d918497e3e6baa0ce5734ea809a155bdb66f6f87ec5ae620,Merge_failed,92a5645eb29317f34be7f5a5308296e63733b20ab502612d6adb3eb39b9ef1a8,Merge_failed,2edc0aa0dd0bb199d918497e3e6baa0ce5734ea809a155bdb66f6f87ec5ae620,Merge_failed,2edc0aa0dd0bb199d918497e3e6baa0ce5734ea809a155bdb66f6f87ec5ae620,Merge_failed,2edc0aa0dd0bb199d918497e3e6baa0ce5734ea809a155bdb66f6f87ec5ae620
11,refs/heads/master,554c21799595e39e67f1b9efdb636eb2314df784,304cac2797f1e8e0cf512853a70354a874e7b7a2,103d2edf4cce39d807e6d0cb734ad83f638d5c00,,True,True,Tests_passed,51ec9f8c2ee32280e4c215e137eec3c673ec1145dbc66c575d5d61390b2a7ec7,True,24,190,1252,3,True,Tests_passed,b2de8b1af03e17a1b4bb9e245dbc01cf12cebccab364ad071b9c2425606dcc3f,True,24,True,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,4f9c69b9bcc80ffbc3ae0a2fc94f52343c25e18a903416a66105ea00497ba28b,Merge_failed,b8400b5cf45f968a6cd7e21268804527ea74714e685a84bd68311c210522cf67,Tests_passed,80c19909a37d6354a0c47d837c798cd670accb08399986c1285f85f06f899cd3,Merge_timedout,,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Tests_passed,c0d706548adea2e142c7bd24faee049a4dc27699cdcd0029052db4f7932dcaee,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f,Merge_failed,0d2087dae8f3d722dbbb232e866156b1ded570750ce5d0593ab7173e2de0af1f
12,refs/heads/master,540d5c8013e19985d771216ab92ab1c1dcb37ef9,e636ea8307a758a9bbd4bd5809318ad3e030cb85,aedc91a0ca1a6ceb2480f7718e46c4fe280a92dd,,True,True,Tests_passed,e23baf42d6c05be7db76ed20fdd4f2b061746fe424bade54659a9347535f3167,True,24,183,1236,4,True,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,True,24,True,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,Tests_passed,df8623c5e9070898aee1ed111784f5a8c919c17ab490237908067622aacbd825,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,Tests_passed,df8623c5e9070898aee1ed111784f5a8c919c17ab490237908067622aacbd825,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,Merge_failed,7743851f8bd209be5fd34270958fbd604ed5158a2e0f24c8c4575516f073063f,Merge_timedout,,Tests_passed,5be2e25078d42381b0fe5aeb6dd197dbcc44b1daeca8b8394d6bc43db3fa5548,Tests_passed,b3c1cb26c4a356b0231d34a21c40af207187add47a3a9c88568f2d455a7e9e6e,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c,Tests_passed,5be2e25078d42381b0fe5aeb6dd197dbcc44b1daeca8b8394d6bc43db3fa5548,Tests_passed,0b86130fce633fa30498910009a5754370c132f1ae3b89747b0b300a6c75d71c
