idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
1,refs/heads/master,8827efbaab499b3db4d210dbf38cc91875203014,7c8247206e64fa501697a5f82d2e198017d1373a,240ee9a508ef762103e81145cc2abb8b5a8271c8,,2,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/thinkaurelius/titan-web-example/7c8247206e64fa501697a5f82d2e198017d1373a_240ee9a508ef762103e81145cc2abb8b5a8271c8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/thinkaurelius/titan-web-example/7c8247206e64fa501697a5f82d2e198017d1373a_240ee9a508ef762103e81145cc2abb8b5a8271c8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/thinkaurelius/titan-web-example/7c8247206e64fa501697a5f82d2e198017d1373a_240ee9a508ef762103e81145cc2abb8b5a8271c8_left_right.log'}",False,False
3,refs/heads/master,0164e29721fa83390cf1aee977fc57bef7b11a4a,e8bd932681398211a89ee11c16d3328764545777,07fc41c4e3e7db350d90f86063137bf270cc7a51,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/thinkaurelius/titan-web-example/e8bd932681398211a89ee11c16d3328764545777_07fc41c4e3e7db350d90f86063137bf270cc7a51_base_left.log', 'base_right': 'cache/diff_analyzer/logs/thinkaurelius/titan-web-example/e8bd932681398211a89ee11c16d3328764545777_07fc41c4e3e7db350d90f86063137bf270cc7a51_base_right.log', 'left_right': 'cache/diff_analyzer/logs/thinkaurelius/titan-web-example/e8bd932681398211a89ee11c16d3328764545777_07fc41c4e3e7db350d90f86063137bf270cc7a51_left_right.log'}",False,False
