idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
60,refs/heads/master,4d8f6713f9babf408314672eb5dcd8de3a1b067b,2cec14eaf4001f541a035304679ee040a86e2a59,55ebd0765eeb70834be00fe227416c0587eeb8b9,,False,True,True,52,214,1367,1,False,52,False
111,refs/remotes/origin/pull/217,d5833307a0bbde00e584c20326e2465ee8dd3010,63c9f3544738c3fd52e8c8ce8f365d4f362c4955,fcd52bbc8a922b315fb0113a4d583d90b4a09ecc,,False,False,True,4,16,328,1,False,4,False
