idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
4,refs/heads/master,7b837aca247543e07b5c4ae544731e1f418b92f6,d682fad278d172575a26dff1c679c01f68b73ee1,d750fa7a46904c1b25cb82cfe1ac807fd878659a,,6,0,27,7,False,True,True,6,False,False
11,refs/heads/master,393242190e728148bc242d39b792af7d0e09cbf1,0e8b9920e1926313047c6ed78480c9c5af2e3736,3a8957258e678f10a6aa0d647aef88df9e8aea04,,4,0,21,8,False,True,True,4,False,False
12,refs/heads/master,9f742615fe6dcab0376c4d9592be3120ebeb28b9,ae143ec74d2191dfde1415fb5865ac4aec7fd602,8f6968ef59a90b9b24a2e13a5761d5afacdb2867,,2,0,2,1,False,False,True,2,False,False
13,refs/heads/master,8f6968ef59a90b9b24a2e13a5761d5afacdb2867,2201eaf9d13db4aed7a806fdffb53d6304755fff,8872b66c236519459c40ce6c60cf4e238039e14e,,5,0,89,10,False,False,True,5,False,False
14,refs/heads/master,2201eaf9d13db4aed7a806fdffb53d6304755fff,6e519998d887a39a319cb9d8298f60067f2ee1b6,b3c066607ed751be31b8e6b991612cc69b415990,,3,0,26,6,False,True,True,3,False,False
16,refs/heads/master,35cd048870093b68f0093dc6e9ad587c67c2dc80,1f9ce881eff295e454b2814db5af7aa50fb42498,77415dd808243c15a10167c9b43940677513ede6,,20,1,1510,20,False,True,True,20,False,False
17,refs/remotes/origin/pull/10,8cf113c8fab19332f5c053142d48ad40ad7f852a,e56c72c0b086d99913db1df0d1678acae0b72e64,bfd675a6c83b53a43229ed5e76c96c34e6322628,,28,1,1510,20,False,True,True,28,False,False
18,refs/remotes/origin/pull/11,dcc916423db9b78fb89d1ce80719f01c1d55f35a,81546f8fc24be89099c0da3652099ad2eace44ad,e0e7408a05c1292498e2349b4ff75eb44b24def8,,2,0,2,1,False,False,True,2,False,False
19,refs/remotes/origin/pull/11,e0e7408a05c1292498e2349b4ff75eb44b24def8,d4fbdc5277d5f3143a8187c41fcc75b94ea1f3bf,25bc9b5ba1409d703218cbe53bd3a8fb8ce4145b,,5,0,89,10,False,False,True,5,False,False
20,refs/remotes/origin/pull/11,d4fbdc5277d5f3143a8187c41fcc75b94ea1f3bf,6fbfc95e4f584611754ae2349c26d8d9d881410e,54e307e750dc9c761176daee491a9651dc091ab9,,3,0,26,6,False,True,True,3,False,False
22,refs/remotes/origin/pull/13,21e981fc92d1aa0d7f80a2d530340ca709819429,d473077aa110bd333d2ba898068b2ea70bf0b5a9,5142ba6301b38a8591ee74331d982fa54813b82c,,4,0,21,8,False,True,True,4,False,False
23,refs/remotes/origin/pull/13,d473077aa110bd333d2ba898068b2ea70bf0b5a9,9f742615fe6dcab0376c4d9592be3120ebeb28b9,dcc916423db9b78fb89d1ce80719f01c1d55f35a,,15,15,0,Error,False,False,False,0,False,False
29,refs/remotes/origin/pull/23,f32c0a8bf8b1b7ef4010f52d7a85fba6f739c2bb,cad5c07764bc340073695d23f494266371968927,e6d67b5aa00c3511517ce2f0a50cb490ddc4477e,,6,0,27,7,False,True,True,6,False,False
