idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
2,refs/heads/develop,4056f7e6f93fc72329f8652195146d737a73fc1c,96468ba14919dadf01c6740cd39c370dc8910a91,ba96499843c1fa40603b18890985580b98036f77,,False,False,True,3,15,False,False
