idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,test merge,sampled for testing
8,refs/remotes/origin/pull/14,8406439c10b32546ab51c4b27d54293cccd67f15,25d668db33bbe0f80a2f3d1ee3af754ad34c7ded,111d336e23942aa126de88c1d3fb426445e7a026,two initial commits,30,718,True,True,False,False,False
