idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
2,refs/heads/master,ad9820a69efd4294daef93194dc7ec79955528df,e12f8d45fa9cdebc9492562d1eaf4b64cac244a8,5339a44a2a254dbcfef69729d8b27a6fc1f23bb0,,False,True,True,7,102,False,False
