idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,182928f26af271dabb33826467dda7ea2fd99e39,4289f3a98a0b697c32cd7cda1d12414a8742b37c,eaf8a51409054751a53c5802216315f95203ce9e,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/4289f3a98a0b697c32cd7cda1d12414a8742b37c_eaf8a51409054751a53c5802216315f95203ce9e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/4289f3a98a0b697c32cd7cda1d12414a8742b37c_eaf8a51409054751a53c5802216315f95203ce9e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/4289f3a98a0b697c32cd7cda1d12414a8742b37c_eaf8a51409054751a53c5802216315f95203ce9e_left_right.log'}",False,True,4,8,False,,,,,,False
4,refs/heads/master,8ccf4d4caa883cdfb51b29132547d4e1528abbc4,c6780041836ee4ed32d35461dbaf92af08affe38,77cfa94cbaf9d16cb6cdcda159a5ebb92e189552,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/c6780041836ee4ed32d35461dbaf92af08affe38_77cfa94cbaf9d16cb6cdcda159a5ebb92e189552_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/c6780041836ee4ed32d35461dbaf92af08affe38_77cfa94cbaf9d16cb6cdcda159a5ebb92e189552_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/c6780041836ee4ed32d35461dbaf92af08affe38_77cfa94cbaf9d16cb6cdcda159a5ebb92e189552_left_right.log'}",False,True,5,12,False,,,,,,False
6,refs/heads/master,8e04ccd0191c04aa74799a10ec32adefa0e1800a,cf3945112d4fb7b8d6907b6d801cd6f0ff33c1df,dc10b3241e4dcf41b74259f2bee758a776c3e4da,,True,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/cf3945112d4fb7b8d6907b6d801cd6f0ff33c1df_dc10b3241e4dcf41b74259f2bee758a776c3e4da_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/cf3945112d4fb7b8d6907b6d801cd6f0ff33c1df_dc10b3241e4dcf41b74259f2bee758a776c3e4da_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/cf3945112d4fb7b8d6907b6d801cd6f0ff33c1df_dc10b3241e4dcf41b74259f2bee758a776c3e4da_left_right.log'}",True,True,10,342,True,dca5e099a34494c2542109ed2f67e540e6b1a8cdfa9025a535d9508a4994ef55,Tests_passed,4d6107c7ac2a21b62880c061b98a066df5393838964f2947a295dddf5f3bb2c1,Tests_passed,True,True
7,refs/heads/master,cf3945112d4fb7b8d6907b6d801cd6f0ff33c1df,85b6b6143a1a1378bfb824d32385fdc214cd55a9,dc192566b704314b4b917ebb61fbbc07aaa82f7f,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/85b6b6143a1a1378bfb824d32385fdc214cd55a9_dc192566b704314b4b917ebb61fbbc07aaa82f7f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/85b6b6143a1a1378bfb824d32385fdc214cd55a9_dc192566b704314b4b917ebb61fbbc07aaa82f7f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/85b6b6143a1a1378bfb824d32385fdc214cd55a9_dc192566b704314b4b917ebb61fbbc07aaa82f7f_left_right.log'}",True,True,10,338,False,,,,,,False
8,refs/heads/master,85b6b6143a1a1378bfb824d32385fdc214cd55a9,89b554a20f3f8f1dced3187d723b3dc3ea46aa47,2ac260521e23e98c7ef96a5d8d0bf7cdc0f959b3,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/89b554a20f3f8f1dced3187d723b3dc3ea46aa47_2ac260521e23e98c7ef96a5d8d0bf7cdc0f959b3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/89b554a20f3f8f1dced3187d723b3dc3ea46aa47_2ac260521e23e98c7ef96a5d8d0bf7cdc0f959b3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/89b554a20f3f8f1dced3187d723b3dc3ea46aa47_2ac260521e23e98c7ef96a5d8d0bf7cdc0f959b3_left_right.log'}",True,True,9,144,False,,,,,,False
9,refs/heads/master,d0927d04e5bacac094ed40f9fbc57844f1cc3393,b87da20c87a0ad142d60306eee923d8003d925fa,4d0e5c5d55802f06fb44d6edfeead13031b7e673,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/b87da20c87a0ad142d60306eee923d8003d925fa_4d0e5c5d55802f06fb44d6edfeead13031b7e673_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/b87da20c87a0ad142d60306eee923d8003d925fa_4d0e5c5d55802f06fb44d6edfeead13031b7e673_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/b87da20c87a0ad142d60306eee923d8003d925fa_4d0e5c5d55802f06fb44d6edfeead13031b7e673_left_right.log'}",False,True,8,36,False,,,,,,False
10,refs/heads/master,64be3313e4af5688c846441cb79725973bfc91bd,8b23eabb12f53b5c8ee497c3f1702f13be884c8f,536aa87fbcc7132ef95b3de9baa1c04137f9778a,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/8b23eabb12f53b5c8ee497c3f1702f13be884c8f_536aa87fbcc7132ef95b3de9baa1c04137f9778a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/8b23eabb12f53b5c8ee497c3f1702f13be884c8f_536aa87fbcc7132ef95b3de9baa1c04137f9778a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/8b23eabb12f53b5c8ee497c3f1702f13be884c8f_536aa87fbcc7132ef95b3de9baa1c04137f9778a_left_right.log'}",True,True,7,137,False,,,,,,False
11,refs/heads/master,53c8b7646cf54b7ba197b418ce5333c0fedc1aa7,8ce07edba5e6e4f69201242f3a453b7151d4b563,4128e1e4d8f2c2da67bb1ea3110fc48c1b6ed0be,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/8ce07edba5e6e4f69201242f3a453b7151d4b563_4128e1e4d8f2c2da67bb1ea3110fc48c1b6ed0be_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/8ce07edba5e6e4f69201242f3a453b7151d4b563_4128e1e4d8f2c2da67bb1ea3110fc48c1b6ed0be_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/8ce07edba5e6e4f69201242f3a453b7151d4b563_4128e1e4d8f2c2da67bb1ea3110fc48c1b6ed0be_left_right.log'}",False,True,7,44,False,,,,,,False
12,refs/heads/master,8a8edbf49e8835159e11b1e59978afdc39aeed73,d0b5113a790ac91afac7a9366edaf47923f9a6f2,0216d05c9aabeede9fc1939cf9b31eb0c5b641e6,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/d0b5113a790ac91afac7a9366edaf47923f9a6f2_0216d05c9aabeede9fc1939cf9b31eb0c5b641e6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/d0b5113a790ac91afac7a9366edaf47923f9a6f2_0216d05c9aabeede9fc1939cf9b31eb0c5b641e6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/d0b5113a790ac91afac7a9366edaf47923f9a6f2_0216d05c9aabeede9fc1939cf9b31eb0c5b641e6_left_right.log'}",True,True,9,145,False,,,,,,False
16,refs/heads/master,d97d14f84161bccdca4a0e5f4d8d6610489c433b,6addbf9b832988f4910327a3920a93b4dfe53140,d35f59a573dfb7f7b4bec9e7ef075e828ec6a20e,,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/6addbf9b832988f4910327a3920a93b4dfe53140_d35f59a573dfb7f7b4bec9e7ef075e828ec6a20e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/6addbf9b832988f4910327a3920a93b4dfe53140_d35f59a573dfb7f7b4bec9e7ef075e828ec6a20e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/gcloud-maven-plugin/6addbf9b832988f4910327a3920a93b4dfe53140_d35f59a573dfb7f7b4bec9e7ef075e828ec6a20e_left_right.log'}",False,True,2,4,False,,,,,,False
