idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
2,refs/heads/master,71c2b907696fed1d6b929a30a5608de601c2ecde,ad97b25a509b4b848273b2be52abb40d6a832b03,ab14a1e2fd3a75a6a1607cc21646f92cf1553e7d,,7,120,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/appengine-tck/ad97b25a509b4b848273b2be52abb40d6a832b03_ab14a1e2fd3a75a6a1607cc21646f92cf1553e7d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/appengine-tck/ad97b25a509b4b848273b2be52abb40d6a832b03_ab14a1e2fd3a75a6a1607cc21646f92cf1553e7d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/appengine-tck/ad97b25a509b4b848273b2be52abb40d6a832b03_ab14a1e2fd3a75a6a1607cc21646f92cf1553e7d_left_right.log'}",False,False
4,refs/remotes/origin/pull/25,d8f0dded716b3b80d0d330d127e1c638f757ad03,cc990d4a5cec5c80e343c74dd370472d63f4ba84,ed2629336cabc3cddba56e3aa2980d1d8beb9e96,,6,105,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/GoogleCloudPlatform/appengine-tck/cc990d4a5cec5c80e343c74dd370472d63f4ba84_ed2629336cabc3cddba56e3aa2980d1d8beb9e96_base_left.log', 'base_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/appengine-tck/cc990d4a5cec5c80e343c74dd370472d63f4ba84_ed2629336cabc3cddba56e3aa2980d1d8beb9e96_base_right.log', 'left_right': 'cache/diff_analyzer/logs/GoogleCloudPlatform/appengine-tck/cc990d4a5cec5c80e343c74dd370472d63f4ba84_ed2629336cabc3cddba56e3aa2980d1d8beb9e96_left_right.log'}",False,False
