idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,19f6a216a7cecb8d942c0d680a528b7a393f17d6,35cd128784cc57f235025bf8ca8c7d766d032385,43e1e57d7ff5ae25f2443ff5969944f51a5fae34,,False,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/35cd128784cc57f235025bf8ca8c7d766d032385_43e1e57d7ff5ae25f2443ff5969944f51a5fae34_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/35cd128784cc57f235025bf8ca8c7d766d032385_43e1e57d7ff5ae25f2443ff5969944f51a5fae34_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/35cd128784cc57f235025bf8ca8c7d766d032385_43e1e57d7ff5ae25f2443ff5969944f51a5fae34_left_right.log'}",True,,,True,17,732,,,,False,False
4,refs/heads/master,a6926c1c59e119a57a1b37a5a896bddb02cd5ef9,fc238776a6699ed0e57b7a2660b05020c80fb170,100aa04cee519d67271e308427467c03d852ad8c,,True,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/fc238776a6699ed0e57b7a2660b05020c80fb170_100aa04cee519d67271e308427467c03d852ad8c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/fc238776a6699ed0e57b7a2660b05020c80fb170_100aa04cee519d67271e308427467c03d852ad8c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/fc238776a6699ed0e57b7a2660b05020c80fb170_100aa04cee519d67271e308427467c03d852ad8c_left_right.log'}",True,Tests_passed,86456b028f28be961d7e6ebeb547e6b33ffdf27b7d2f02f080b813d071368865,True,43,12931,True,Tests_passed,11a7cb449fc3a5d86fc81f324fca40bef6f0fb929604e610fe2901494bd30dc8,True,True
5,refs/heads/master,876db1be28e52fee9c86fb1f70d253257b220213,1c67c14f6a4348e6c117d624c3ef6a5eb7d6ee2d,c0b04dc7292e3be8b62f5ef2490f70b61f7f9cfe,,False,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/1c67c14f6a4348e6c117d624c3ef6a5eb7d6ee2d_c0b04dc7292e3be8b62f5ef2490f70b61f7f9cfe_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/1c67c14f6a4348e6c117d624c3ef6a5eb7d6ee2d_c0b04dc7292e3be8b62f5ef2490f70b61f7f9cfe_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/1c67c14f6a4348e6c117d624c3ef6a5eb7d6ee2d_c0b04dc7292e3be8b62f5ef2490f70b61f7f9cfe_left_right.log'}",False,,,True,10,14,,,,False,False
8,refs/heads/master,65286cd06540300489c1685f18339d2cd5627777,478610a255cc949b1677f191c12a8d9d8a4f0652,03e66473a31d8dd0d76b1f9c738d63e8da82896c,,True,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/478610a255cc949b1677f191c12a8d9d8a4f0652_03e66473a31d8dd0d76b1f9c738d63e8da82896c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/478610a255cc949b1677f191c12a8d9d8a4f0652_03e66473a31d8dd0d76b1f9c738d63e8da82896c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/478610a255cc949b1677f191c12a8d9d8a4f0652_03e66473a31d8dd0d76b1f9c738d63e8da82896c_left_right.log'}",True,Tests_passed,0b023c0dff680a9a1e496cf47ae4c0bb676d726935a9e9a5b9f1b2c5e4ba3d8c,True,10,11,True,Tests_passed,e443ec3df2327f5fbc803f99ddffeb41df631ba8759454f7b1fb1b87a1b4ae96,True,True
9,refs/heads/master,03e66473a31d8dd0d76b1f9c738d63e8da82896c,01b0060b018a156f85daf8403cbbbed93a84c7dd,e314763fe73e149314b69a62715b9a0e54d79ecf,,False,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/01b0060b018a156f85daf8403cbbbed93a84c7dd_e314763fe73e149314b69a62715b9a0e54d79ecf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/01b0060b018a156f85daf8403cbbbed93a84c7dd_e314763fe73e149314b69a62715b9a0e54d79ecf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/01b0060b018a156f85daf8403cbbbed93a84c7dd_e314763fe73e149314b69a62715b9a0e54d79ecf_left_right.log'}",True,,,True,11,3,,,,False,False
11,refs/heads/master,8e13cba96cd6b31552b5ff62dd71786dea780d38,93d0a49ad7a12529fd510c56bc198bee2e60b370,3cdbea5c096a895e1eb7dd5cd1c47a2b996eb8ed,,False,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/93d0a49ad7a12529fd510c56bc198bee2e60b370_3cdbea5c096a895e1eb7dd5cd1c47a2b996eb8ed_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/93d0a49ad7a12529fd510c56bc198bee2e60b370_3cdbea5c096a895e1eb7dd5cd1c47a2b996eb8ed_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/93d0a49ad7a12529fd510c56bc198bee2e60b370_3cdbea5c096a895e1eb7dd5cd1c47a2b996eb8ed_left_right.log'}",True,,,True,10,126,,,,False,False
12,refs/heads/master,58367b269155170a8c23bcdadba3c50456d4a116,067cea4809c1bb00cd5eb7f6b38a5b6f0dbdbb9f,cabc05189439e73b355124feaf84c9bc28b33412,,False,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/067cea4809c1bb00cd5eb7f6b38a5b6f0dbdbb9f_cabc05189439e73b355124feaf84c9bc28b33412_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/067cea4809c1bb00cd5eb7f6b38a5b6f0dbdbb9f_cabc05189439e73b355124feaf84c9bc28b33412_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/067cea4809c1bb00cd5eb7f6b38a5b6f0dbdbb9f_cabc05189439e73b355124feaf84c9bc28b33412_left_right.log'}",False,,,True,3,0,,,,False,False
13,refs/heads/master,7e42a617566d2cccfda07dce17d3d836196dbbf4,9131ae9f793e56c445dd8edb5695746b35498f19,efc39e6724353c0196af4ad1eb3bfbcfc1ef2f4b,,True,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/9131ae9f793e56c445dd8edb5695746b35498f19_efc39e6724353c0196af4ad1eb3bfbcfc1ef2f4b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/9131ae9f793e56c445dd8edb5695746b35498f19_efc39e6724353c0196af4ad1eb3bfbcfc1ef2f4b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/9131ae9f793e56c445dd8edb5695746b35498f19_efc39e6724353c0196af4ad1eb3bfbcfc1ef2f4b_left_right.log'}",False,Tests_passed,dbff3b928964cd359692856e9849e281e5483fa3975f4fa3546fc7597bd697cf,True,19,211,True,Tests_passed,a1fbe4c199ecb15cf1b76de1c14e40f9d49b1e07d14193f09c949d59cb9eb148,True,True
14,refs/heads/master,bdffd521f7e8069d6c478a1167d3a1d81b0a359e,b094246461ae287ea931cee5d5b453ebe8391512,214daff274256269a576929abd8d9057ae88a112,,False,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/b094246461ae287ea931cee5d5b453ebe8391512_214daff274256269a576929abd8d9057ae88a112_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/b094246461ae287ea931cee5d5b453ebe8391512_214daff274256269a576929abd8d9057ae88a112_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/b094246461ae287ea931cee5d5b453ebe8391512_214daff274256269a576929abd8d9057ae88a112_left_right.log'}",False,,,True,10,35,,,,False,False
15,refs/heads/master,61fe966d658594a5ec8980b50408e8240e7b4e83,b6f1f501d24dc11967af44e4981d835cd4341a2f,e7272352fdf364384c8f345ca16b15256d1411a8,,False,"{'base_left': 'cache/diff_analyzer/logs/PeterisP/morphology/b6f1f501d24dc11967af44e4981d835cd4341a2f_e7272352fdf364384c8f345ca16b15256d1411a8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/PeterisP/morphology/b6f1f501d24dc11967af44e4981d835cd4341a2f_e7272352fdf364384c8f345ca16b15256d1411a8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/PeterisP/morphology/b6f1f501d24dc11967af44e4981d835cd4341a2f_e7272352fdf364384c8f345ca16b15256d1411a8_left_right.log'}",True,,,True,24,931,,,,False,False
