idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
8,refs/heads/master,dd1aca141d6cf0c8e3cb5696ac3e8187193447ee,ea471a663480a79d5f00f0efc8972f05d4f49520,492b36d3c2b3e8e351aa87a694c6f9440a3fda7a,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/ea471a663480a79d5f00f0efc8972f05d4f49520_492b36d3c2b3e8e351aa87a694c6f9440a3fda7a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/ea471a663480a79d5f00f0efc8972f05d4f49520_492b36d3c2b3e8e351aa87a694c6f9440a3fda7a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/ea471a663480a79d5f00f0efc8972f05d4f49520_492b36d3c2b3e8e351aa87a694c6f9440a3fda7a_left_right.log'}",False,True,7,36,False,False
11,refs/heads/master,ea471a663480a79d5f00f0efc8972f05d4f49520,d3f1333fbc0e7561a2516ff09d2643dcfeb22b38,5b66b37ae09bc1355354284662ae38cbb36b073a,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/d3f1333fbc0e7561a2516ff09d2643dcfeb22b38_5b66b37ae09bc1355354284662ae38cbb36b073a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/d3f1333fbc0e7561a2516ff09d2643dcfeb22b38_5b66b37ae09bc1355354284662ae38cbb36b073a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/d3f1333fbc0e7561a2516ff09d2643dcfeb22b38_5b66b37ae09bc1355354284662ae38cbb36b073a_left_right.log'}",False,True,2,2,False,False
12,refs/heads/master,d3f1333fbc0e7561a2516ff09d2643dcfeb22b38,62d54ecb3c9a4df1710d1997d5e92da0069c6580,9dd98ca8e75a4a0680805eee07eb30431b98562c,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/62d54ecb3c9a4df1710d1997d5e92da0069c6580_9dd98ca8e75a4a0680805eee07eb30431b98562c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/62d54ecb3c9a4df1710d1997d5e92da0069c6580_9dd98ca8e75a4a0680805eee07eb30431b98562c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/62d54ecb3c9a4df1710d1997d5e92da0069c6580_9dd98ca8e75a4a0680805eee07eb30431b98562c_left_right.log'}",False,True,4,26,False,False
13,refs/heads/master,62d54ecb3c9a4df1710d1997d5e92da0069c6580,5ae5f4d2109bccb5b5d51a3a4a64438d0f2da4cb,22d4bab39484c4e186e2d7ada32b7b25994cb970,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/5ae5f4d2109bccb5b5d51a3a4a64438d0f2da4cb_22d4bab39484c4e186e2d7ada32b7b25994cb970_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/5ae5f4d2109bccb5b5d51a3a4a64438d0f2da4cb_22d4bab39484c4e186e2d7ada32b7b25994cb970_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/5ae5f4d2109bccb5b5d51a3a4a64438d0f2da4cb_22d4bab39484c4e186e2d7ada32b7b25994cb970_left_right.log'}",False,False,0,0,False,False
16,refs/heads/master,8210fef68d109741a8ca1231f8e5b000475aae56,dfc5ccd2d4868570328a359579905f36e66612d1,82728efcd1d7bd20ed8cb47012d2841d2e1d3d1f,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/dfc5ccd2d4868570328a359579905f36e66612d1_82728efcd1d7bd20ed8cb47012d2841d2e1d3d1f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/dfc5ccd2d4868570328a359579905f36e66612d1_82728efcd1d7bd20ed8cb47012d2841d2e1d3d1f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/dfc5ccd2d4868570328a359579905f36e66612d1_82728efcd1d7bd20ed8cb47012d2841d2e1d3d1f_left_right.log'}",False,True,11,257,False,False
18,refs/heads/master,a35f095052ac9dd59459b3bee0fc16427c438055,7c2a0fe890dba1323534773f86cf866a67b5ba21,6eaedb81e5b697d60e0de37033396e71588749be,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/7c2a0fe890dba1323534773f86cf866a67b5ba21_6eaedb81e5b697d60e0de37033396e71588749be_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/7c2a0fe890dba1323534773f86cf866a67b5ba21_6eaedb81e5b697d60e0de37033396e71588749be_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/7c2a0fe890dba1323534773f86cf866a67b5ba21_6eaedb81e5b697d60e0de37033396e71588749be_left_right.log'}",False,True,35,54,False,False
20,refs/heads/master,b80314bea935f23ffb554d636f0812408ecc3899,272aa859da93e11678d19b172d3edebd0d4ae4d6,84587d4295863982b1006fe8554d5433c59a685c,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/272aa859da93e11678d19b172d3edebd0d4ae4d6_84587d4295863982b1006fe8554d5433c59a685c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/272aa859da93e11678d19b172d3edebd0d4ae4d6_84587d4295863982b1006fe8554d5433c59a685c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/272aa859da93e11678d19b172d3edebd0d4ae4d6_84587d4295863982b1006fe8554d5433c59a685c_left_right.log'}",False,True,4,12,False,False
26,refs/heads/master,ca8802d8e81ca132f43d3dff2971c953fc4d320f,0ba6bdfde0190834f78ad9f9eb6b3bf80496ded9,14119f56a3db3bda1523ad253195f45d323f2ca0,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/0ba6bdfde0190834f78ad9f9eb6b3bf80496ded9_14119f56a3db3bda1523ad253195f45d323f2ca0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/0ba6bdfde0190834f78ad9f9eb6b3bf80496ded9_14119f56a3db3bda1523ad253195f45d323f2ca0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/0ba6bdfde0190834f78ad9f9eb6b3bf80496ded9_14119f56a3db3bda1523ad253195f45d323f2ca0_left_right.log'}",False,True,65,5801,False,False
42,refs/heads/master,0f1b7136755d7cdac3466355e221b2dfbbae3f00,4eb5dd89fb7c48a3106ee0fa8b2c0d0a94656da6,a2d8534bd5344f50ca22afa4b69bc92b8ddfda45,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/4eb5dd89fb7c48a3106ee0fa8b2c0d0a94656da6_a2d8534bd5344f50ca22afa4b69bc92b8ddfda45_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/4eb5dd89fb7c48a3106ee0fa8b2c0d0a94656da6_a2d8534bd5344f50ca22afa4b69bc92b8ddfda45_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/4eb5dd89fb7c48a3106ee0fa8b2c0d0a94656da6_a2d8534bd5344f50ca22afa4b69bc92b8ddfda45_left_right.log'}",False,True,58,2039,False,False
44,refs/heads/master,c1a8ad6390c42a6ea0b03c34d02983897a84482c,17121a771a13d9de9e4ce2f6d36a821679a70309,ab18b74c2e574396f413fda89eab6f3eb07b4f1c,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/17121a771a13d9de9e4ce2f6d36a821679a70309_ab18b74c2e574396f413fda89eab6f3eb07b4f1c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/17121a771a13d9de9e4ce2f6d36a821679a70309_ab18b74c2e574396f413fda89eab6f3eb07b4f1c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/17121a771a13d9de9e4ce2f6d36a821679a70309_ab18b74c2e574396f413fda89eab6f3eb07b4f1c_left_right.log'}",False,True,63,741,False,False
45,refs/heads/master,419a7fcdcfefb14f9d88de6edfe23fadb368a055,0c316330c24e314dc54ef8ba0874338310cb0629,610d8eaaf04c8def6729d7ae398c8295e94cbfaf,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/0c316330c24e314dc54ef8ba0874338310cb0629_610d8eaaf04c8def6729d7ae398c8295e94cbfaf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/0c316330c24e314dc54ef8ba0874338310cb0629_610d8eaaf04c8def6729d7ae398c8295e94cbfaf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/0c316330c24e314dc54ef8ba0874338310cb0629_610d8eaaf04c8def6729d7ae398c8295e94cbfaf_left_right.log'}",False,True,63,3302,False,False
46,refs/heads/master,0c316330c24e314dc54ef8ba0874338310cb0629,deecc24544073874ece38aaa7b2cf17554d3f53e,5e239eae52119989b3eb68af52d78dd1da62151d,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/deecc24544073874ece38aaa7b2cf17554d3f53e_5e239eae52119989b3eb68af52d78dd1da62151d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/deecc24544073874ece38aaa7b2cf17554d3f53e_5e239eae52119989b3eb68af52d78dd1da62151d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/deecc24544073874ece38aaa7b2cf17554d3f53e_5e239eae52119989b3eb68af52d78dd1da62151d_left_right.log'}",False,True,55,2349,False,False
50,refs/heads/master,cc515eee13a0ad9c971ecab0d4aa2dd690f4459f,febfd6096c85bf1696b81f03afd44a4140a35254,3df3e98f270e313b5a3d62856ee617763decc632,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/febfd6096c85bf1696b81f03afd44a4140a35254_3df3e98f270e313b5a3d62856ee617763decc632_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/febfd6096c85bf1696b81f03afd44a4140a35254_3df3e98f270e313b5a3d62856ee617763decc632_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/febfd6096c85bf1696b81f03afd44a4140a35254_3df3e98f270e313b5a3d62856ee617763decc632_left_right.log'}",False,True,175,2237,False,False
53,refs/heads/master,991a3dbaa83e27e420c5168e6698545c6a957e2e,fbb286b7c5be784cf2996956d1680554badd5dab,7827343103c7637a1d386111a0b2f74e2cfd1472,,False,"{'base_left': 'cache/diff_analyzer/logs/entando/entando-archetypes/fbb286b7c5be784cf2996956d1680554badd5dab_7827343103c7637a1d386111a0b2f74e2cfd1472_base_left.log', 'base_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/fbb286b7c5be784cf2996956d1680554badd5dab_7827343103c7637a1d386111a0b2f74e2cfd1472_base_right.log', 'left_right': 'cache/diff_analyzer/logs/entando/entando-archetypes/fbb286b7c5be784cf2996956d1680554badd5dab_7827343103c7637a1d386111a0b2f74e2cfd1472_left_right.log'}",False,True,4,9,False,False
