idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
1,refs/heads/master,5994a8ffa7adc1fbe2157b96436ba57f24aa2fa6,60ffba89d1314e432830b72f4e2317437e026a53,a4f324fc56908cce4b83fe50c3c9a873c65f6ea8,,5,53,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/Krilivye/Jocco/60ffba89d1314e432830b72f4e2317437e026a53_a4f324fc56908cce4b83fe50c3c9a873c65f6ea8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Krilivye/Jocco/60ffba89d1314e432830b72f4e2317437e026a53_a4f324fc56908cce4b83fe50c3c9a873c65f6ea8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Krilivye/Jocco/60ffba89d1314e432830b72f4e2317437e026a53_a4f324fc56908cce4b83fe50c3c9a873c65f6ea8_left_right.log'}",a07bf68c4d038e584872ca8801d93f18d01537ef3223e04bdaccd669ed7b2f02,Tests_passed,48b5eb51e22d9f48cc08f24cee8f8c64813bd909cee17d02615a147878c7ad46,Tests_passed,True,True,True,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93,Merge_failed,b45d0f1e31e2b5b55f9dbb3d52039b118c0415e1fe5ef775e23064c9f47480d1,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93,Merge_failed,02aae8687020658d4fa8171c7b9368bb221bd653edbba11beece6ed70c654bf1,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93,Merge_failed,b7318799ca878001b3b293d664c33b7acdb2bc846f770dbbd5a4f195edefec66,Merge_failed,9828b63d1cae684c52d394b90083ae0d2a62501b3958f271fde6cf3f019f6368,Tests_passed,16f563117aba778a5d219ac1f0cfd147492317a0309267fd4304bdf0d3287e5f,Merge_failed,3c6fcb0da2ce2f7a305ce892c27df90994aea950a4f27803e66c77637ee51c3f,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93,Merge_failed,b45d0f1e31e2b5b55f9dbb3d52039b118c0415e1fe5ef775e23064c9f47480d1,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93,Merge_failed,165ad0c59e1a22763c8abda76f83908d7c41d23c7f52a212e4647c08ac7c3f93
