idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,d518e9e5a4dc8a13ce8b47462225c7051570a07d,cf24d457605ad2b5d0b2d76dda906e3d3341d260,c44eece1f134f22ac85b9798eff63783c0bfb745,,False,True,True,12,32,661,2,False,12,,,,,,False
4,refs/heads/master,baf27a6ed723745cf55e58a99a3a49c5e71198eb,b12342007bd407f49ecb9c8fde12d9f2d444c418,88668158f6e258c2a2aea51cb2bd141382a7968f,,False,True,True,15,49,109,1,False,15,,,,,,False
14,refs/heads/master,feb41ad0f7f8bcc173564920db70f82f38242b2e,7d0a8319eab290b758e664249075d4b3673341ae,c76e60205ca28db39863243424059ba473e4b140,,False,True,True,10,21,911,1,False,10,,,,,,False
16,refs/heads/master,c9f51cf388ec5822c7c6ebbb25544ca1d596017e,497ec63408302af8c81aa750cb2bad54359c425e,4cfa86400b1c68b16ae850e7ba182315af8357b6,,True,True,True,13,43,6948,2,False,13,Git_checkout_failed,,False,Git_checkout_failed,,False
19,refs/heads/master,2526337e7d7a553c741cdb15baebc786f9698110,81b13eb4046cfff6347c759c828d5ba521beaa8a,33b951c8abf2ab955bd12f751b4e5a2359423e07,,False,True,True,9,18,152,1,False,9,,,,,,False
20,refs/heads/master,81b13eb4046cfff6347c759c828d5ba521beaa8a,b9aae2620b821f3095ed2d0f9e073a0dac3e363c,5ca054d021f24153af34f8f811acc6428dd9b48d,,False,True,True,6,9,46,1,False,6,,,,,,False
24,refs/heads/master,9b520e3d2419d5e42f8509c763ccb38836864d8e,a6041d2bea74bacfdd7d139ba2bd55aa983d4f6f,18ff2ee78e5f973d6d95ec99d2d16dae2c70ad33,,False,True,True,5,13,83,1,False,5,,,,,,False
25,refs/heads/master,a6041d2bea74bacfdd7d139ba2bd55aa983d4f6f,160227f7cc7e0582e7a8d681c27a238d5479aef2,eee603e2fe6d5fb915267e06d280ed2a410223da,,False,True,True,25,56,1819,1,False,25,,,,,,False
26,refs/heads/master,160227f7cc7e0582e7a8d681c27a238d5479aef2,8073671631cb3f2be2ce5c96fbafe1c35d81b2bb,6689211b5d6218befc3484356b0eeabb023ee754,,False,True,True,26,56,2036,1,False,26,,,,,,False
27,refs/heads/master,8073671631cb3f2be2ce5c96fbafe1c35d81b2bb,471c860007c6c0a9853ce3d3cd5e2dacdf97d18d,b7bef77052a50b347d59119b1c5b91d34c5bda73,,True,True,True,9,16,437,2,True,9,Tests_passed,9798888e4606350edbc1dc604512533f1afcd3d102315e815a89cc028c12699a,True,Tests_passed,28cd9894526d49360f3c978d4fc4869f4dca39c0b6377c35d38d5c46cc2265c9,True
