idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,plumelib_ort_run_time,plumelib_ort_ignorespace_run_time,plumelib_ort_adjacent_run_time,plumelib_ort_imports_run_time,plumelib_ort_version_number_run_time
26,refs/heads/master,2b2930e1f500efd5f9efbd95891a62ab7da3a818,4f03e3415088bf26bbef62b06090b525974a7cd8,25ac055200fb6fc1f762258aee8cf30d166b0cc1,,True,True,True,5,8,134,2,True,5,Tests_passed,f8ff744cc3f1436d03a0f83e3199e8eb96e1b55d3191e23453c641baaa17ee35,True,Tests_passed,f51968e07c00a98b945404ab66db082ac8a53bd51cf50a948c54c1ca803f354a,True,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,Merge_failed,b00ede1d197a5939dc211eda4e5a00a002bfb0e44aa407f8f1b061f443776c8e,Merge_failed,d67afda1faafb6225a250f27bea117ae73f7f6a5984861b381b41a8ce659ff83,Tests_passed,b082e4c7d83be3cb7a8cd61caf604caf294d73b258d5b1d7573a7a8c544e03b5,Merge_failed,ed9a7f5d930117d6b1016d2a3ab2a1a9f9d9f872ea71ee3f488971b9e4d7715d,Tests_passed,4ad483390e9bc7e8e7f46d9acdb363de5c402f8f43e6cbab8e0f6c3b0a19636e,Tests_passed,4ad483390e9bc7e8e7f46d9acdb363de5c402f8f43e6cbab8e0f6c3b0a19636e,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,Tests_passed,4ad483390e9bc7e8e7f46d9acdb363de5c402f8f43e6cbab8e0f6c3b0a19636e,Merge_failed,437bd82e8d2ad79530dd0541fa845ec2823c10695413904370771417719a678d,0.03553462028503418,0.03863644599914551,0.03687739372253418,0.03499579429626465,0.03679299354553223,0.027471065521240234,0.029201507568359375,0.16185355186462402,0.11900568008422852,0.6155436038970947,0.2630586624145508,0.19170403480529785,0.197296142578125,0.08832621574401855,0.1922743320465088,0.08219671249389648
