idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
4,refs/heads/master,5b2057d35675e7b42278552411d95659150d77b2,3f1d8ca9cca53deaa7983b4ee8b99b125d7acc8c,e88b8a27f95b5668818fc17b7a39fd0bbd5e19fc,,False,False,True,2,3,6,2,False,2,False
6,refs/heads/master,9e531313eeba484c97da319db3790ccd1dcebc2f,a9040d8ef21e53bf1adb0f5687df9cca9a8bf7dc,2e85a30b4cb861aba4cfdf9f0da5cfd1cd9af143,,False,False,True,2,1,97,9,False,10,False
