idx,branch_name,merge,left,right,base,parent test,merge test,repo_name,gitmerge,intellimerge,spork,gitmerge runtime,intellimerge runtime,spork runtime
0,refs/heads/master,6afe25696893b22b8e789d37c7b41f17be84b529,57591179e07e623b8557731bc8b58a8b1937fbf3,7496d84ca018e8ad5cdf33f18fde20423e862a0c,12d3bf6e630ee59c5db16dbc3c93700c6cdc34b5,Tests_passed,Tests_passed,typetools/checker-framework,Tests_failed,Tests_failed,Tests_failed,0.37091827392578125,2.8339931964874268,0.12131667137145996
