idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing
1,refs/heads/master,fc5daca863f44e9ca5db52174aa4762aca04818c,0e1a858708db17cb79b486f43663028c4298a2d0,4e89cf8519bd8432464161f218dff7bd90b280c8,,False,True,e20a78c5c826b826e9042e8b4f4e87ee1619f9aed95bcb8e4bb78f25e982285b,Tests_failed,0.0,8585330ed65547f1f3a3875c752d1f42e89bc1f12412a8d7ee0351d8506a9504,Tests_failed,0.0,False,False
2,refs/heads/master,99e67d864eec7092aa72b12f84fd38724ef1ddac,61876d62525d03762c6a835720292b8927d8a7a6,d66a9bc1c3224935b119e44da8e1c1d0efcb7ccf,,False,False,,,,,,,,False
3,refs/heads/master,72151847dfe627627db0b198ee35d4995aa8ed5f,687b385626cfe505429f5079c17f0e3516f4146f,35bf99ed28785f1d5abd6a7c11770e0cad18c9f6,,False,True,0f2e5185cd48220de0c8044a865048a59276214f79ed97ae6fc97c7648a7f85f,Tests_failed,0.0,d80c12524cc41d3ba1c09a94d6e01daa8c632a8402bf01d0e8e2e2b82b78e415,Tests_failed,0.0,False,False
4,refs/heads/master,1f051b306a782a6e3edf7ebe1be8c7329a2cb97d,092f96813aaa37f00e220e0dd99e2fca6f4d8969,9f83dee6e5a8bef41f6368ac9d698e8520e38cce,,False,True,a91d4590822d89751f1d6c76c6022ff668f35c203c53eb6a25de27917abfdf86,Tests_failed,0.0,7d3f1c7625a755432603f2e479ce43cdf6a59fd8fd47059304ca3b2138fbda34,Tests_failed,0.0,False,False
5,refs/heads/master,774286633944021aca983d7c82901da9ee2d673e,e575c1f381151bdae7d7e67b94dadd4a6abca0d7,591ff8cb85b5099247f741d677c73f3cd27bf22d,,False,True,5c40002eb65e724208027146b656ee2b8447c1f1aa81fa4160dd702acb690893,Tests_failed,0.0,96239cd97a1d5179f414b3fb64f72a4c3d7a07374baa1aced964cbabacfdb930,Tests_failed,0.0,False,False
6,refs/heads/master,7bd03948ba523e485ca3a146286e24e6eb46419b,9b1672c3b87962bfed2dfc07d4de795dfc9027a7,e67fe6a4eca0e1554a222af3485df133fa2c4e91,,False,True,aaeee4fdbe1dd0ab69a2b09e7668bfd4de6a3ff7b67dfb62c25ec7615fcb318e,Tests_failed,0.0,11d667b6bd70e19ee9fd60ccb0bb2a3887ff034c61e2c0b124dc312798f20a81,Tests_failed,0.0,False,False
7,refs/heads/master,e619825d3fc8fda19b2b59acd61c9e5e0bf77838,36ca32d5bfd742a5a861f1ae09ea156e98c79a0a,2048866fd22a193bf945a78f20f021fd900c414b,,False,False,,,,,,,,False
8,refs/heads/master,9658faa1c108d29ab0788485881e281220918f0c,d5357d315dc1befb73e9f18714d58e4353c1f8ea,0ee4915717bf98786ade3dc43069d75fc5a113f3,,False,True,4c4693b5b59cac9d41d69105696d8acb3013d41eb2fbcfea24a9d21babe6cd8d,Tests_failed,0.0,0f0644af32206ce270db46abebe9ceb67c839a75d46bf7fca825f25fcd321e27,Tests_failed,0.0,False,False
9,refs/heads/master,f1287a2e752f658b9e45fb18a8edc0c512e42611,e37c51b6075948673209a48f63a43cd4f8ef5757,b1a2371f2937577b959a0106a182c73108981649,,False,False,,,,,,,,False
10,refs/heads/master,4998a9a777d23cf497d6da8434c7d31e52f44940,7570790adc822dd8984f91f879463804f62fd555,50b2d7e2908f5d0621e95eabca7afde96bef8e0e,two initial commits,False,True,da3d4981621a86dc24886b762ba9dfbd22ba0c659b68ef1c8d6c2823a5e8272a,Tests_failed,0.0,1b1aefb18c28454b932fb1ed84ed8adb119eaea0318ad863086c9f6bfc13377d,Tests_failed,0.0,False,False
11,refs/heads/master,7570790adc822dd8984f91f879463804f62fd555,688f28f3f6c5efe3e57bd94caa29a1abc93f7727,a00167f5259af1b1bd646b3b01768123a051fbbf,,False,True,20de8a5cabbe9077e8c0a0dc35c8c028cb70984509316acb7fe8b8b6a4a2c2e4,Tests_failed,0.0,8475d062a7576611620423d5cfda437118a3decbec23117015ad5f063152f7aa,Tests_failed,0.0,False,False
12,refs/heads/master,688f28f3f6c5efe3e57bd94caa29a1abc93f7727,0f90d8934afa576ece5e2cabc8e44d09ced0da5d,e67b915ab7a0f33b5991b3ebaa85900043fe16d1,two initial commits,False,True,fca2a2e877727fdf17598f5e9441b5859c962f75b8877816db633611156a520e,Tests_failed,0.0,73b319329e5cda9784116a3e210b115e2a0ccb3208eb28d20c08b86ce821be1b,Tests_failed,0.0,False,False
13,refs/heads/master,0f90d8934afa576ece5e2cabc8e44d09ced0da5d,8c6939136a85a7cfe555ab06adec4430d0bca268,495ada0994938f92a5567ab2f492f4a8e2ba9f59,two initial commits,False,True,5a6d6fde8b2d3aa69b292c0429a375f3ebbedfcf0a2b6c1f7c4bbfa999075c3b,Tests_failed,0.0,3f0542862642e72483bb7415efdd4ff61391d1f9334d578daa69634b955de3c5,Tests_failed,0.0,False,False
14,refs/heads/master,45b5b4ebd932c1127c75e25d14c8515b6bfbd777,750cedffb357dbadf968ef7f419404a1ca5ba85a,d020d94ff6304f980214429accba17e633e40bda,two initial commits,False,True,,Git_checkout_failed,0.0,f899f2d8ce3eb3ca18470b364a1424db9160271ed59a8b6dcd066fbf8aa268bc,Tests_failed,0.0,False,False
15,refs/heads/master,06f4b51f0473d409f79e0fe3a577a481e5d96667,0e99e99480ce547b31348a52abcdf405fbbbcdcc,94fbeb264d32cb9be170bb6f639317416270b486,,False,True,90f020134f622c07da71573ccdbe6af90a0dfe8c3d4b19e9ee4169048221f376,Tests_failed,0.0,f3ce8daebdf029fac494e2217808a044c1cd92992917426dd3e08672f147ea78,Tests_failed,0.0,False,False
16,refs/heads/master,62f1d1c62b9a083bcf5625ed9b8f62cf7addce9f,fcfaf1dc6123490e210550caba8221ebbe5b8102,230afe12e645d76c463eafb243656e24cc620781,,False,True,adad248bb7803ab090fd7793ce29aba356302a2c428c9a81ab7b2af89841b68e,Tests_failed,0.0,aef552e97777f16fc5afc3640e13d07a7504a15b8e3f69e57c8b93bcc33ecc3d,Tests_failed,0.0,False,False
18,refs/heads/master,d2dad387fe5cb69016f8e95d546e448c6520df88,c0ba492542eb00f64dc6f3bd350b9b701d83ecf5,d4b7c32155bf982cacebac352cd4f58450ae8a2f,,False,True,5cc27908b04c9d58f9be0a3c5bad812fe7645ea846f8f91c5b8345015771f6f9,Tests_failed,0.0,09cd345f69ae6ebf0f17aec2c3e727524922c5e0383fcb8d55cfd144c1d9d80e,Tests_failed,0.0,False,False
19,refs/heads/master,ea6b3ab0a29a0f1de2516b2fbbd687876cdfb731,af59fa0c31a97a02f9d36387d61effe0f6951254,a0db49b3e7d73f9cbff0958a73262c8522e3f49a,,False,False,,,,,,,,False
22,refs/heads/master,53096bcbe0a70ddb26b8ac6bd4b818fcee791f74,50298f26096add885f2b447f80f55b29d144f9b7,b144041784ae39e34f7de2d1c6263ac7a444987b,,False,True,7e57affadd20b94050d96eb961d9f1ddf417aac81766f9cc7ec6c047b6d910a5,Tests_failed,0.0,ed215a325b92944a76af56af719b0a00c7f80f9068c5cefe55afa283d658cd96,Tests_failed,0.0,False,False
23,refs/heads/master,de75afb01c04badfecbeadcfa635c54d31c56e1a,62a59828034a8351025722e1c625a834f1b9bc9c,4980242501f1ee2d24fd78ed643b1eae9131892e,,False,True,7b735ff1cf9f75f98a09afd27e75dd918c3a51c516cf1e7e6533cb8f390cb2d7,Tests_failed,0.0,38f9731608c2411b036686f2b328ab514d95cd73c328894ab033a97fb30dcc5a,Tests_failed,0.0,False,False
24,refs/heads/master,233fd5042eff1deb654ca25fb5ad5bc74d953f55,c12fe51e7837bfd62faa996dfb27784ce6a04394,046274892468583384bbb812ed65d4a06f8cd788,,False,True,4b43666a9e6897b258773226b30ed5255ff647771711dc8e0eba11c5c7e772c6,Tests_failed,0.0,ef4f7272512b41b4e9d551545131ccc2ad728260930aeab60b25d7ce8efa775b,Tests_failed,0.0,False,False
25,refs/heads/master,bc6307369ad9e5f0fc95f7072084acef4cb6ca76,66c6e6606f22f4d2c431ad4fc2e4f3c4c2ee9ab7,4d06506b9c89e007af4abb40c1728657036f867c,,False,False,,,,,,,,False
27,refs/heads/master,10c5cbc8874d43478c28f567f90d9a09ceb3f0cf,4ec9cfbfab6be6f64839e064ce2f36a11fd3e802,af2840f4b99638094f640d99d4099e49f3cc25b4,,False,True,b3d2bb2f7a50ed06ddb4f19bfb40b2ee9df4695a69263d659ad52d0cd47de29e,Tests_failed,0.0,45af82c16fd4be892f5c8d01ba272a5bf670ec52c3cc0389e762ee983005e384,Tests_failed,0.0,False,False
28,refs/heads/master,484a098766f757629f29f8ff1041f1258341ff43,8f426f89ca75f09fe99a2cc2e7d01b08cffe557b,643631c7faf1b692fd7195b165b61d4a66a3c681,,False,True,2693b5967ca70aa0bd421ca227cc3292310f3c2b38140b818c532d11e6a36f8e,Tests_failed,0.0,c4e1bf5c622a87dbb1e646f4b6f5bfbe88a807404d7992ca2c176107eb6947b6,Tests_failed,0.0,False,False
29,refs/heads/master,c341ac8923bda3be23e1cd11dd04152f60bb4f7b,5bc7876ab2d9b55ea08a46a8dfe068fc001fd65b,c00bd5c4e674b0ef3e683339a752dc91df1ecd79,,False,True,a6269f98f3bb9881e65db5bea48e2edfd5269a27894e3a8d1940d3a54a20203e,Tests_failed,0.0,b506ea5b358556485d9f8685b6bbc8c680540fc9bd6e885499d21b950ebf5d3a,Tests_failed,0.0,False,False
30,refs/heads/master,2204e1136c24851702e512cc62fc43a2cf503395,77bb255e3dd4911f6f7868f26419d16640a7ee65,8ccab8871c23bddefd34cd6eb5696555b70de0a8,,False,True,1dbcf0dd36ff16746bafec54465d961a8a6417a28f7da813824d7ea6837767ed,Tests_failed,0.0,2b4b17df30be61fee0a6a8bba77442b6f518e28994e4da004ae644f6b9ad7ddc,Tests_failed,0.0,False,False
31,refs/heads/master,8253cb03e84b299718437974ad95ae7befa436de,98823767ab3587132d09704b8db6b3afe353e6cb,fe1b82b07a5f9f9861ad55c4a5822a6ddaf44cf0,,False,True,99e270face6846655a03d1e82f8b690df8855e8645885aac3f9f534c878ec9f4,Tests_failed,0.0,99dca7125ff2cb500968995ef86b5d686b75acc74a6a6431b93c188d3e44053d,Tests_failed,0.0,False,False
32,refs/heads/master,b66ecfc12fd1e5908e2f36ab87bfce48bf9dfef7,9439a46f21fa46ce3f69b1e44560e3aca50455d6,db20a44a6cbe01e89d418a1431980255fe7f5f3e,,False,True,6b38a402a89e0a533ca5b9836328420b8a53af4ed4a2937cde81be12ab25a7dd,Tests_failed,0.0,d62ac9345952a01e2e61e475a3576edc115661d158cc01017187cb8e2f426216,Tests_failed,0.0,False,False
33,refs/heads/master,1dc337bebfa5037e325c090095cade86095f7e7d,ddb15433374ff47c9466057a6d3343218ba99c5f,95fa85be338dea04500a157fd06172fdc9abf086,,False,True,33cf86ed906367f49be4f67224eb6d00d469a0efdd7a12aa67a57c6a814906ab,Tests_failed,0.0,6d0a405e74eb235b474279db97259cc5559e8c66f0208083480195864400e686,Tests_failed,0.0,False,False
34,refs/heads/master,76c55a8947da51db60676a565455a20f6cadf7f0,cdb438e8bde12435622c3d0d6aecda79111307ee,5c0d1446bca8664b0beee8e019f96a51731a3810,,False,True,904c077457fe6962593b6a78e2238ba8d8133ed2f5ed954df6502a40ab57716d,Tests_failed,0.0,d6ec98035dd62625d0a255e11d1a462e6b50081ae6e1b06d5c9c5123fc20ebce,Tests_failed,0.0,False,False
35,refs/heads/master,2a902a6f888e86eea5e7d175f029c0c2cffdf5c1,939d246861479f53d88314b0aa2cf72119b9bf61,93fc8119b10ffa781bd7ab22dd484dc1220c90f9,,False,True,818701e143cc943643f3b9ada8d5160580653770fae61fe39fb161261d9610a5,Tests_failed,0.0,30170d8d80113fc1391f0ca55a5988ea77892af8f0ea16908782d1f569b53419,Tests_failed,0.0,False,False
36,refs/heads/master,cfa7f52d0582c6b2b4782789634aa23c226f3764,058975b125a355c391bf0296bd53407a135ecb04,1c118ddf91331d9fa3d0cad245e12b8d143944f0,,False,True,2c455a63aa10b149cdd4b9578a09c66cfb5a578299acf186a5de256fa033f41b,Tests_failed,0.0,653fd5390a9496898a3dfb9e3592f22036bc5836de15f5aeb2de9c31a2753bdf,Tests_failed,0.0,False,False
37,refs/heads/master,0797f45c5ad40bbc38ed67470cb7572bfba6d61e,aa26ee0de7dde751aa660b94cead9a9372c02b5b,34dcf1f5fbc784703858f913a9672a6f05adb1c2,,False,True,f106e6a22457c1776d2c3d3d98fc633533e838a8b52b6b00acce238a909267cc,Tests_failed,0.0,abacf3a64d348a41abe41513dccac1b8b926e7296b3e1d6ebc76238466395bdf,Tests_failed,0.0,False,False
