idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
1,refs/heads/main,bf949d2e873ed9cdd5bd1ac0e9b6627dac900abd,f41e763967111f42785cbe6c2b71d6ec9e878bb0,90427d1763f95213a1bec60315abc763e11d1a50,,5,15,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/f41e763967111f42785cbe6c2b71d6ec9e878bb0_90427d1763f95213a1bec60315abc763e11d1a50_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/f41e763967111f42785cbe6c2b71d6ec9e878bb0_90427d1763f95213a1bec60315abc763e11d1a50_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/f41e763967111f42785cbe6c2b71d6ec9e878bb0_90427d1763f95213a1bec60315abc763e11d1a50_left_right.log'}",False,False
2,refs/heads/main,f41e763967111f42785cbe6c2b71d6ec9e878bb0,51c33af1eeeb4ed740d458714476e8a56cc0d3a4,0592826e62db2bbe3a5126d4d6998219f1c40695,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/51c33af1eeeb4ed740d458714476e8a56cc0d3a4_0592826e62db2bbe3a5126d4d6998219f1c40695_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/51c33af1eeeb4ed740d458714476e8a56cc0d3a4_0592826e62db2bbe3a5126d4d6998219f1c40695_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/51c33af1eeeb4ed740d458714476e8a56cc0d3a4_0592826e62db2bbe3a5126d4d6998219f1c40695_left_right.log'}",False,False
3,refs/heads/main,51c33af1eeeb4ed740d458714476e8a56cc0d3a4,a8195ad4816751e46e32342656159a9f6cae1f6b,c8605b303b2a0173153a17d7b9b43f2cb9282e2e,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/a8195ad4816751e46e32342656159a9f6cae1f6b_c8605b303b2a0173153a17d7b9b43f2cb9282e2e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/a8195ad4816751e46e32342656159a9f6cae1f6b_c8605b303b2a0173153a17d7b9b43f2cb9282e2e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/a8195ad4816751e46e32342656159a9f6cae1f6b_c8605b303b2a0173153a17d7b9b43f2cb9282e2e_left_right.log'}",False,False
11,refs/heads/main,19c2efabfd71977e8bed9da6c135471dee2d1fa1,07537b29b379846b8c0476b05286905326893136,02afef6ba6cf321b53a171525532469cfdf3a84f,,54,1071,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/07537b29b379846b8c0476b05286905326893136_02afef6ba6cf321b53a171525532469cfdf3a84f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/07537b29b379846b8c0476b05286905326893136_02afef6ba6cf321b53a171525532469cfdf3a84f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/07537b29b379846b8c0476b05286905326893136_02afef6ba6cf321b53a171525532469cfdf3a84f_left_right.log'}",False,False
17,refs/heads/main,8788c92e8e6afb64fe4b47beaadb859bd30b8ae7,2c2b605da2505e8fc76419f65a1fc282d1033b1e,52efb9fc25d6d7e938a10e882aa5e2cb694640a2,,20,95,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/2c2b605da2505e8fc76419f65a1fc282d1033b1e_52efb9fc25d6d7e938a10e882aa5e2cb694640a2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/2c2b605da2505e8fc76419f65a1fc282d1033b1e_52efb9fc25d6d7e938a10e882aa5e2cb694640a2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/2c2b605da2505e8fc76419f65a1fc282d1033b1e_52efb9fc25d6d7e938a10e882aa5e2cb694640a2_left_right.log'}",False,False
18,refs/heads/main,2c2b605da2505e8fc76419f65a1fc282d1033b1e,fbb1c37a7bde619d8157f5b65cbbd98a5c4c13a4,b9fbd3256dd1feda6d14e490d5609cf9922da40c,,3,8,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/fbb1c37a7bde619d8157f5b65cbbd98a5c4c13a4_b9fbd3256dd1feda6d14e490d5609cf9922da40c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/fbb1c37a7bde619d8157f5b65cbbd98a5c4c13a4_b9fbd3256dd1feda6d14e490d5609cf9922da40c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/fbb1c37a7bde619d8157f5b65cbbd98a5c4c13a4_b9fbd3256dd1feda6d14e490d5609cf9922da40c_left_right.log'}",False,False
20,refs/heads/main,1d5fc3391581d8de01afc925feb1c05cb3dedda2,76de808578296e6a47b3f06eecaf76988b55db8f,b6e1e03dc1e51b0c4c748f96ae09391107726d30,,3,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/76de808578296e6a47b3f06eecaf76988b55db8f_b6e1e03dc1e51b0c4c748f96ae09391107726d30_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/76de808578296e6a47b3f06eecaf76988b55db8f_b6e1e03dc1e51b0c4c748f96ae09391107726d30_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/76de808578296e6a47b3f06eecaf76988b55db8f_b6e1e03dc1e51b0c4c748f96ae09391107726d30_left_right.log'}",False,False
24,refs/heads/main,07537b29b379846b8c0476b05286905326893136,90cfbe64b56ef316d8cdba739e3c4959cba8f660,7bb321666515c9d2a199381bda77db66653baf58,,5,6,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/90cfbe64b56ef316d8cdba739e3c4959cba8f660_7bb321666515c9d2a199381bda77db66653baf58_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/90cfbe64b56ef316d8cdba739e3c4959cba8f660_7bb321666515c9d2a199381bda77db66653baf58_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/90cfbe64b56ef316d8cdba739e3c4959cba8f660_7bb321666515c9d2a199381bda77db66653baf58_left_right.log'}",False,False
38,refs/heads/main,086ee309d392e281ccd7285c5827bce66d5e51aa,627fedce079780b87c4e2296f1ed148cb923eef3,b8d7d0b4b6b117ffc9973f0f88a4a277b155b311,,23,210,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/627fedce079780b87c4e2296f1ed148cb923eef3_b8d7d0b4b6b117ffc9973f0f88a4a277b155b311_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/627fedce079780b87c4e2296f1ed148cb923eef3_b8d7d0b4b6b117ffc9973f0f88a4a277b155b311_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/627fedce079780b87c4e2296f1ed148cb923eef3_b8d7d0b4b6b117ffc9973f0f88a4a277b155b311_left_right.log'}",False,False
42,refs/heads/main,ab36d32e32b23736c7d79f342a77e235a0f01d7d,755ba379a81a217061a4f023c88fb4b5df9683af,8455db01a9d7ccb2d7e044e5929832f347a7234e,,9,62,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/755ba379a81a217061a4f023c88fb4b5df9683af_8455db01a9d7ccb2d7e044e5929832f347a7234e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/755ba379a81a217061a4f023c88fb4b5df9683af_8455db01a9d7ccb2d7e044e5929832f347a7234e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/wildfly/wildfly-archetypes/755ba379a81a217061a4f023c88fb4b5df9683af_8455db01a9d7ccb2d7e044e5929832f347a7234e_left_right.log'}",False,False
