idx,branch_name,merge,left,right,base,parent test,merge test,repo_name,gitmerge-ort,gitmerge-ort-ignorespace,gitmerge-recursive-patience,gitmerge-recursive-minimal,gitmerge-recursive-histogram,gitmerge-recursive-myers,gitmerge-resolve,git-hires-merge,spork,intellimerge,Equivalent gitmerge-ort gitmerge-ort-ignorespace,Equivalent gitmerge-ort gitmerge-recursive-patience,Equivalent gitmerge-ort gitmerge-recursive-minimal,Equivalent gitmerge-ort gitmerge-recursive-histogram,Equivalent gitmerge-ort gitmerge-recursive-myers,Equivalent gitmerge-ort gitmerge-resolve,Equivalent gitmerge-ort git-hires-merge,Equivalent gitmerge-ort spork,Equivalent gitmerge-ort intellimerge,Equivalent gitmerge-ort-ignorespace gitmerge-recursive-patience,Equivalent gitmerge-ort-ignorespace gitmerge-recursive-minimal,Equivalent gitmerge-ort-ignorespace gitmerge-recursive-histogram,Equivalent gitmerge-ort-ignorespace gitmerge-recursive-myers,Equivalent gitmerge-ort-ignorespace gitmerge-resolve,Equivalent gitmerge-ort-ignorespace git-hires-merge,Equivalent gitmerge-ort-ignorespace spork,Equivalent gitmerge-ort-ignorespace intellimerge,Equivalent gitmerge-recursive-patience gitmerge-recursive-minimal,Equivalent gitmerge-recursive-patience gitmerge-recursive-histogram,Equivalent gitmerge-recursive-patience gitmerge-recursive-myers,Equivalent gitmerge-recursive-patience gitmerge-resolve,Equivalent gitmerge-recursive-patience git-hires-merge,Equivalent gitmerge-recursive-patience spork,Equivalent gitmerge-recursive-patience intellimerge,Equivalent gitmerge-recursive-minimal gitmerge-recursive-histogram,Equivalent gitmerge-recursive-minimal gitmerge-recursive-myers,Equivalent gitmerge-recursive-minimal gitmerge-resolve,Equivalent gitmerge-recursive-minimal git-hires-merge,Equivalent gitmerge-recursive-minimal spork,Equivalent gitmerge-recursive-minimal intellimerge,Equivalent gitmerge-recursive-histogram gitmerge-recursive-myers,Equivalent gitmerge-recursive-histogram gitmerge-resolve,Equivalent gitmerge-recursive-histogram git-hires-merge,Equivalent gitmerge-recursive-histogram spork,Equivalent gitmerge-recursive-histogram intellimerge,Equivalent gitmerge-recursive-myers gitmerge-resolve,Equivalent gitmerge-recursive-myers git-hires-merge,Equivalent gitmerge-recursive-myers spork,Equivalent gitmerge-recursive-myers intellimerge,Equivalent gitmerge-resolve git-hires-merge,Equivalent gitmerge-resolve spork,Equivalent gitmerge-resolve intellimerge,Equivalent git-hires-merge spork,Equivalent git-hires-merge intellimerge,Equivalent spork intellimerge,gitmerge-ort run_time,gitmerge-ort-ignorespace run_time,gitmerge-recursive-patience run_time,gitmerge-recursive-minimal run_time,gitmerge-recursive-histogram run_time,gitmerge-recursive-myers run_time,gitmerge-resolve run_time,git-hires-merge run_time,spork run_time,intellimerge run_time
617,refs/heads/master,fcb8a214e9a898008f82ff3710bc465e341d53fc,73ae862f273d9f7f2e9cc41114d286a723f0eca5,af5a0ffb87013b47f7a17eaf3a33fe70c3be21d8,7c0aee7f16a667fd10e27bf743301b902d4ca2cb,Tests_passed,Tests_passed,beckchr/staxon,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0696499347686767,0.1209490299224853,0.1300725936889648,0.0733237266540527,0.1265218257904052,0.1706075668334961,0.0810892581939697,0.0487477779388427,0.1300508975982666,1.6891448497772217
639,refs/heads/master,7ce5588cd1216553dfada2cf3d320b3078459f3e,093c9ce7c1156d1394925d01b275aa78507a1879,03a6fef2089305548a56ece54ac19db88387829e,8795ed31ad5198e1474c31375f0c2e3d0c221168,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1234757900238037,0.1210007667541503,0.1271920204162597,0.1747498512268066,0.0661783218383789,0.1184134483337402,0.1181626319885253,0.050915241241455,0.1274027824401855,1.3815584182739258
640,refs/heads/master,8a19da66065d7da7a6bd63099a0ba5780e3c51c4,1977eb4825ab98c62f30fd3c36c8ef2c9d7cc893,fecc42751de4b0dde0d5c87d55f7909eb318afbb,3ce2aa56d853decdfb020152b012dd8208e8dc9c,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1795616149902343,0.1721343994140625,0.0661735534667968,0.2417607307434082,0.0654528141021728,0.0710599422454834,0.3241317272186279,0.0890405178070068,0.1515746116638183,1.396059513092041
641,refs/heads/master,e3b00704846b9cf732559544c2ae29ea64703fe9,1acb3d03266180425b662899dc8361019a975590,5f14e4911b310159e9a7303fc52b535ff7ed3eff,ac007ef0c754036532f5f96daf7b3b89262378f4,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16634202003479,0.1156792640686035,0.1681447029113769,0.2159943580627441,0.1665503978729248,0.0654473304748535,0.0650768280029296,0.0351157188415527,0.1898417472839355,2.169464588165283
642,refs/heads/master,740b6c1a201dc441b2c15b79a9bcf0820746a499,3a2f9dc4f3150a3019980424cd43b9537f52b5e1,57c1d956f2c4b530632eddf3f4a1f5d094d9fd04,ac007ef0c754036532f5f96daf7b3b89262378f4,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1659181118011474,0.1712191104888916,0.076401948928833,0.2196323871612548,0.1674582958221435,0.218461275100708,0.0670840740203857,0.08266282081604,0.1461050510406494,2.6647591590881348
643,refs/heads/master,47e21dcc10b9ede01f4a3787728d8fa9f793352b,412b6e150015c3587f06fad11da6581774a335a9,6b0bf9bbce8829372432c09f6d7e71c907337fe8,473f0cdea27bb5c611df5471b0f41b2da4dcf141,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1665899753570556,0.1305418014526367,0.2166850566864013,0.1657900810241699,0.2162530422210693,0.165959358215332,0.1156213283538818,0.1008706092834472,0.1943264007568359,2.1254682540893555
645,refs/heads/master,5c67b7b93237e806d0e3fff3708eca51a713899f,44aabf7063dbd8d78d201595bacd63cd8c3f640a,343e0d1f1e50ed7a4179cebec90e3f7bc9a232fa,3995c9d7b0639e942ea386b3d29929bacf02ff23,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667923927307129,0.1166887283325195,0.115325927734375,0.1166231632232666,0.1679210662841797,0.265855073928833,0.2206342220306396,0.130211591720581,0.1279668807983398,1.7868940830230713
646,refs/heads/master,581314f5dd1765288df5f293272c3d7febbff833,4fe6f3fee38e4fb69f1704590edbc0a50c827b13,0ba4e33ac3a3797031357dda1c12ce3eb24a03d4,ac007ef0c754036532f5f96daf7b3b89262378f4,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1163511276245117,0.165555715560913,0.0666213035583496,0.1656930446624755,0.1660118103027343,0.182502269744873,0.0679926872253418,0.0797464847564697,0.2556080818176269,2.927637815475464
648,refs/heads/master,a33fac0354e868185cb1682fb40abca21685c900,73e95a3a12c450f5ea626eb7df8eb4f56748dbcc,5144d14e2411da5da4347984089d6660b99ec704,f30213017942fcc54a4719a176b9c00e93330d46,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1164493560791015,0.1155092716217041,0.1173233985900878,0.1152586936950683,0.1202311515808105,0.1190776824951171,0.1167545318603515,0.0464344024658203,3.9933054447174072,4.393995046615601
649,refs/heads/master,345cb76a68692be0c27584146b1218f91101fac3,790f185d64039ab1746a5fa1cdafbfbe47d57c94,ec298211910c2fe760084f457bb2f89829bdacd5,f30213017942fcc54a4719a176b9c00e93330d46,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0654513835906982,0.1162841320037841,0.1168062686920166,0.1156623363494873,0.1169157028198242,0.1160752773284912,0.1159675121307373,0.0579142570495605,0.1479310989379882,3.488357782363892
650,refs/heads/master,b2477e657f3e3363c69a5004d3fe1d573357c0f2,81453f51987ca546f85a6e5adccae2d5f99c1b5c,ac007ef0c754036532f5f96daf7b3b89262378f4,f30213017942fcc54a4719a176b9c00e93330d46,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1161859035491943,0.1155295372009277,0.1173737049102783,0.1155600547790527,0.1180863380432128,0.1259694099426269,0.1276514530181884,0.0494563579559326,0.0806498527526855,1.5909936428070068
653,refs/heads/master,ffbde216cde42d47fde962bdfa46bee13f38542e,9e010190793d7fa65dfeb20182dc04aec2fe0597,82bda7d710c7ad299fedd37b906028823b31f137,76d3e6f8f91fc4100b8e7cfc0f9c8056d6b0bc30,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0669786930084228,0.1173760890960693,0.1663298606872558,0.1702516078948974,0.166079044342041,0.1655435562133789,0.1159796714782714,0.0984425544738769,0.175879955291748,1.3824918270111084
654,refs/heads/master,21506b3adafad4b987889663dea31ff06e27d3fa,d0385affea55a69157ae4b9913a3e830ac31df9f,b550d1847c0b1e0a38031113107ca6f079e3857c,f30213017942fcc54a4719a176b9c00e93330d46,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1158709526062011,0.1243519783020019,0.1161015033721923,0.1202783584594726,0.1161577701568603,0.1169016361236572,0.120476484298706,0.0528922080993652,0.1318922042846679,7.213732481002808
656,refs/heads/master,4feb9c304554776925d97d31c21be06f2406bb37,d7cfdd481b6c9c24179f906a46aa6ea1171ad463,7ce5588cd1216553dfada2cf3d320b3078459f3e,8795ed31ad5198e1474c31375f0c2e3d0c221168,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065793752670288,0.1170401573181152,0.1152758598327636,0.1169459819793701,0.0665633678436279,0.1155540943145752,0.9185247421264648,0.054572582244873,0.2875211238861084,1.6127843856811523
657,refs/heads/master,33ec3ec7cd6dbeedd89af03946985e450e7f280c,e05c0ee54a17d9a184f15e763d05a9028fdd19b3,1e46ae7562cef912dd6fe15ebf8d38d9dfbf3902,ca70a197620186f311a26fa9131bddbfcfd391e6,Tests_passed,Tests_failed,buddycloud/buddycloud-server-java,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0786998271942138,0.124021291732788,0.2589366436004638,0.1896638870239257,0.153926134109497,0.0851528644561767,8.999338388442993,0.1411995887756347,12.258296489715576,1.5935325622558594
658,refs/heads/master,088720209b265445c483e3be730ca4ca85fff21a,fb69db2a502a93e73bda4dfeb64af6d452dbebde,e1e77ab29b9a88f7f45afd2a17cd800fbb62000f,f30213017942fcc54a4719a176b9c00e93330d46,Tests_passed,Tests_passed,buddycloud/buddycloud-server-java,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1168649196624755,0.1166534423828125,0.1158113479614257,0.1163792610168457,0.1153385639190673,0.1166577339172363,0.0661098957061767,0.0506086349487304,0.1929810047149658,1.6910161972045898
659,refs/heads/master,1a621e17880e0a284572983a7e1a9205cef75197,00ba8f6b811075c83d238478eacb1d56b340aeae,c95ced5d39bbe809f842ebfd6f57ace0f0acacbc,76d52e0f28a4a2214dca5678bb0ccf5c6f36059f,Tests_passed,Tests_passed,caelum/vraptor-panettone,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1166553497314453,0.0657243728637695,0.0658040046691894,0.0655670166015625,0.0788154602050781,0.065936803817749,1.0194954872131348,0.0361785888671875,17.096296072006226,1.672898292541504
660,refs/remotes/origin/interface,9f15ceee6e55d8dfc49991d2e0667e012fae65b7,1171436e3ef4943541664370f896030fc38d586a,dd5bc40d8c835395e9b6cd4e49bd2f8de0aadc40,b3aba79970c0db8491b4a77bf1fefe447ece9a09,Tests_passed,Tests_passed,caelum/vraptor-panettone,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0658636093139648,0.0662269592285156,0.0656907558441162,0.0670607089996337,0.0653326511383056,0.0650296211242675,0.0656123161315918,0.0431423187255859,0.0784037113189697,1.0331015586853027
661,refs/heads/master,d59de8a7315e49cac9dbe32f9d955a3ca39754da,231ba59919a3eb7eaaf097f5515b37a32475447a,d2cd70cdbd434e97cb6880ccb6d5535786c130ed,42f68c88232fbfde5d244e243b8b4e472077e6f1,Tests_passed,Tests_passed,caelum/vraptor-panettone,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0665516853332519,0.0656557083129882,0.0651588439941406,0.1160585880279541,0.0654091835021972,0.0658907890319824,0.5680394172668457,0.0412516593933105,0.0738270282745361,1.031905174255371
664,refs/heads/master,1a8d68321e2875f77bb298373aab8dca6ebfd2ba,5c3b8de92214916d4bac2523bbd2c537bbe3fd5b,457a3313656790820c24f5df65ee688fdc900570,e115ec308b299016b106f1aeda0372a468b4bc12,Tests_passed,Tests_passed,caelum/vraptor-panettone,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0666322708129882,0.0659716129302978,0.0648648738861084,0.0665023326873779,0.0657763481140136,0.0652461051940918,0.4669983386993408,0.0377864837646484,0.1409132480621338,1.6098458766937256
666,refs/heads/master,42f68c88232fbfde5d244e243b8b4e472077e6f1,8a9433a816d639c0f345011b6a40bd37bad3fc7a,9ba4b5f9d3b2334d607a7e205cb6dadcb848f8d0,871a461b9e0c3716315f903b970af2fcb745da38,Tests_passed,Tests_passed,caelum/vraptor-panettone,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0650322437286377,0.1152980327606201,0.0655484199523925,0.0653913021087646,0.0663537979125976,0.0659840106964111,0.0667541027069091,0.0353224277496337,0.0900492668151855,0.8733839988708496
668,refs/heads/master,47a76458ef453d5a8e40288c291f680b4dce1ea1,5e1a30331ec46f6d439ba4b392c04721e4c8fe5f,72ea6d4845251b09d599e79b76d657e65eda5f33,f847de46de2fa684a5155724ff6206fdce6a9824,Tests_passed,Tests_passed,castagna/SARQ,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0587732791900634,0.066441535949707,0.0672049522399902,0.134000539779663,0.27978515625,0.050631046295166,0.053767442703247,0.1836071014404297,0.104327917098999,2.0028011798858643
671,refs/heads/master,2c4d8dad26fd7463a18870eefbd09c2dae44d218,0847eb6a226fe822317491279ccf1927892bc66c,fd9f5021c94250baf8f2701576cc8db1a500908e,d5163f22e8c5d7cb306fd1a668b86cbee7f7f909,Tests_passed,Tests_passed,cglib/cglib,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1150262355804443,0.1161408424377441,0.0663976669311523,0.1164422035217285,0.116412878036499,0.115551471710205,0.0662643909454345,0.0487003326416015,0.1298162937164306,4.546416997909546
680,refs/heads/master,e386b4e9ba69879784038630f1e94c5a35b70e25,936bc0af87a8659c7631f5b02218d569cc536bdd,d2d09271128cf97bcde3172849dd4d5cec592d9b,e8a17e928232469327b20007ea23deac9f5a7483,Tests_passed,Tests_passed,cglib/cglib,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1663596630096435,0.1237990856170654,0.1162726879119873,0.1747059822082519,0.1679720878601074,0.1162729263305664,0.0656378269195556,0.0662658214569091,0.1272521018981933,10.269397974014282
692,refs/heads/develop,ebaefb93ce871b97565eb410c4d53c40b37ddca3,04ade75606fd473f6c39be753073800e365c9c40,c07b32cd85591497bc395b24e83a3529afabf70f,3084aefe5e5ead3b07cc3d3fd1dd2265ba063873,Tests_passed,Tests_passed,code4craft/webmagic,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3684587478637695,0.267740249633789,0.4670436382293701,0.4677469730377197,0.3665266036987304,0.4670674800872803,0.8694460391998291,0.3280112743377685,0.3853647708892822,2.6061415672302246
693,refs/heads/develop,7c41bec92f0a42da71d383568f8b3229ce2e5eb8,057b3a530e241b8d192c24452538ba6fa16fe13a,ac516f9b0e7744cf7e26f961305dc2af8dd94d2f,3084aefe5e5ead3b07cc3d3fd1dd2265ba063873,Tests_passed,Tests_passed,code4craft/webmagic,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2530469894409179,0.3703341484069824,0.2608571052551269,0.2853689193725586,0.280968427658081,0.2504048347473144,4.351497173309326,0.260308027267456,0.3069601058959961,6.260883092880249
697,refs/heads/develop,04ade75606fd473f6c39be753073800e365c9c40,74fdd1df1b20885285294c2f52ecb4e2166a7e91,42a2676e8c8a17039b796ae5b696d7b1bf56465b,3084aefe5e5ead3b07cc3d3fd1dd2265ba063873,Tests_passed,Tests_passed,code4craft/webmagic,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4482512474060058,0.4078149795532226,0.4452219009399414,0.5837059020996094,0.5085270404815674,0.6115059852600098,11.250980854034424,0.4912300109863281,0.3866798877716064,2.1623361110687256
699,refs/heads/develop,2913da47637694b5d56bc3773caca473707b6aba,928f98dd93bf3a0ebcb14cb663b5cd924c59f1e7,5883ed93d759e6eb23d736a0929a84ca0cad5a3c,4e65dac2497da61f9bce9a7be894fe1f2f0ff0b5,Tests_passed,Tests_passed,code4craft/webmagic,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0665311813354492,0.1164414882659912,0.2659106254577636,0.2657182216644287,0.2661828994750976,0.2658874988555908,0.5169222354888916,0.179764986038208,6.845705986022949,2.076514482498169
700,refs/heads/develop,6748fb6bdd142c5e7cbb906bc31fe4849ba75209,9bba0b2b725f22e867265ce7f39e4c5e7ac9de27,3084aefe5e5ead3b07cc3d3fd1dd2265ba063873,ad66d33f3877a10aec3e3c20792e5abdcf9f2e6a,Tests_passed,Tests_passed,code4craft/webmagic,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1151480674743652,0.1159517765045166,0.119781494140625,0.1166112422943115,0.1162643432617187,0.115985631942749,0.1153116226196289,0.0598180294036865,0.135941743850708,1.6425926685333252
702,refs/heads/develop,39898d6ea7222121441213ddb9bf3951a705a1b5,c383ed74fb0e6646f7189e7b659bdce138e86a4b,2801daf1858a3a941a1670241b3f8f63fc7b1113,3084aefe5e5ead3b07cc3d3fd1dd2265ba063873,Tests_passed,Tests_passed,code4craft/webmagic,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2162985801696777,0.2169523239135742,0.3164486885070801,0.5678048133850098,0.2671828269958496,0.366314172744751,0.7177371978759766,0.1672029495239257,0.3477411270141601,2.426280975341797
706,refs/heads/develop,feb604da87826200d038430b8e0d379846763ead,d5f34a4c2001a68f0936b72bd726219d33558caf,dbebcbe44f07acb8871a0e3f786dd3d10d938a1c,3084aefe5e5ead3b07cc3d3fd1dd2265ba063873,Tests_passed,Tests_passed,code4craft/webmagic,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2668080329895019,0.3161194324493408,0.5176379680633545,0.4161818027496338,0.3672323226928711,0.4670803546905517,3.4280097484588623,0.3089122772216797,0.5579891204833984,3.3095409870147705
707,refs/heads/develop,cc9d319fd9af973f15fcbb849cc261be6c040123,da2f023c12c0fd35c716ce38a9fbc5d48e7a7c6b,99e12aafaa6906c6e9800fd094e3b60b05f55011,843e928c2c81ed5385f2f281a829a71470e2b983,Tests_passed,Tests_passed,code4craft/webmagic,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1158375740051269,0.116020917892456,0.0657663345336914,0.065645694732666,0.0659804344177246,0.2659640312194824,0.3162474632263183,0.1175999641418457,0.2888772487640381,2.3018691539764404
710,refs/heads/develop,363fd38ccb5c0192541c09811c4f05c86b8f57d5,ef4cf49feea5ce38b2dc34b7a0e0a54632c07faf,bf8e4fe9dc03c7e27af3941fd93cc0979ff036be,ac4cd391707da1190744a3891af7c62424fd8d37,Tests_passed,Tests_passed,code4craft/webmagic,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1163263320922851,0.115746259689331,0.118190050125122,0.1167395114898681,0.1154065132141113,0.115952730178833,0.1160159111022949,0.027555227279663,0.125950813293457,1.4837496280670166
711,refs/heads/develop,182dd51689b9c387f245811ad1fed4395f469b29,feb604da87826200d038430b8e0d379846763ead,81e6e772ac9d521647ffd93e7d6bdae68734ee8b,3084aefe5e5ead3b07cc3d3fd1dd2265ba063873,Tests_passed,Tests_passed,code4craft/webmagic,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2661457061767578,0.2664234638214111,0.3662140369415283,0.41756272315979,0.3169236183166504,0.3164212703704834,2.372469425201416,0.2851097583770752,0.4817945957183838,2.4970858097076416
713,refs/heads/master,2abe9cc9725a9ec581c0b25f4b6b8465be6ca2bd,bd20a839f948602a01cb0a05c7f27378cd38720e,f66429f2dd399ad0ea0dc65127321e8da4b2b0ce,d1893bd6bcc8ab9ae94d7387dad9b0c96053ca63,Tests_passed,Tests_timedout,codelibs/elasticsearch-dynarank,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_failed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0659646987915039,0.0430700778961181,1.4915034770965576,0.0654053688049316,0.0422840118408203,0.0562138557434082,1.919882535934448,0.0283482074737548,10.83421540260315,0.8082525730133057
714,refs/heads/master,c5e398036fafc19102cd49272a8e66fa2fad0695,cfc42933c7f4598479a676743748651a05f51faa,1db45e1bc00d46476583e82b5e6b852ce9805750,aba765fea810e9b3188beba2776cc587bd4a4b15,Tests_passed,Tests_passed,codelibs/elasticsearch-dynarank,Tests_passed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0476558208465576,0.0465373992919921,0.0628416538238525,0.0606381893157959,0.0436944961547851,0.0476307868957519,0.0351135730743408,0.0262258052825927,0.0769212245941162,1.440178155899048
