repository,merge,left,right,gitmerge_ort,gitmerge_ort_ignorespace
benedikt-schesch/git-hires-merge-example,4ae40d33c3b959e3a15e458eb9b0676251e36a41,48199306f02a82abdeff0c01fab1ce112126d727,488122ce6c91e157d1f49b88b79feaa083fdee5b,,Merge_failed
