idx,branch_name,merge,left,right,base,parent test,merge test,repo_name,gitmerge-ort,gitmerge-ort-ignorespace,gitmerge-recursive-patience,gitmerge-recursive-minimal,gitmerge-recursive-histogram,gitmerge-recursive-myers,gitmerge-resolve,spork,intellimerge,Equivalent gitmerge-ort gitmerge-ort-ignorespace,Equivalent gitmerge-ort gitmerge-recursive-patience,Equivalent gitmerge-ort gitmerge-recursive-minimal,Equivalent gitmerge-ort gitmerge-recursive-histogram,Equivalent gitmerge-ort gitmerge-recursive-myers,Equivalent gitmerge-ort gitmerge-resolve,Equivalent gitmerge-ort spork,Equivalent gitmerge-ort intellimerge,Equivalent gitmerge-ort-ignorespace gitmerge-recursive-patience,Equivalent gitmerge-ort-ignorespace gitmerge-recursive-minimal,Equivalent gitmerge-ort-ignorespace gitmerge-recursive-histogram,Equivalent gitmerge-ort-ignorespace gitmerge-recursive-myers,Equivalent gitmerge-ort-ignorespace gitmerge-resolve,Equivalent gitmerge-ort-ignorespace spork,Equivalent gitmerge-ort-ignorespace intellimerge,Equivalent gitmerge-recursive-patience gitmerge-recursive-minimal,Equivalent gitmerge-recursive-patience gitmerge-recursive-histogram,Equivalent gitmerge-recursive-patience gitmerge-recursive-myers,Equivalent gitmerge-recursive-patience gitmerge-resolve,Equivalent gitmerge-recursive-patience spork,Equivalent gitmerge-recursive-patience intellimerge,Equivalent gitmerge-recursive-minimal gitmerge-recursive-histogram,Equivalent gitmerge-recursive-minimal gitmerge-recursive-myers,Equivalent gitmerge-recursive-minimal gitmerge-resolve,Equivalent gitmerge-recursive-minimal spork,Equivalent gitmerge-recursive-minimal intellimerge,Equivalent gitmerge-recursive-histogram gitmerge-recursive-myers,Equivalent gitmerge-recursive-histogram gitmerge-resolve,Equivalent gitmerge-recursive-histogram spork,Equivalent gitmerge-recursive-histogram intellimerge,Equivalent gitmerge-recursive-myers gitmerge-resolve,Equivalent gitmerge-recursive-myers spork,Equivalent gitmerge-recursive-myers intellimerge,Equivalent gitmerge-resolve spork,Equivalent gitmerge-resolve intellimerge,Equivalent spork intellimerge,gitmerge-ort run_time,gitmerge-ort-ignorespace run_time,gitmerge-recursive-patience run_time,gitmerge-recursive-minimal run_time,gitmerge-recursive-histogram run_time,gitmerge-recursive-myers run_time,gitmerge-resolve run_time,spork run_time,intellimerge run_time
202,refs/heads/master,4e706fa80eb2a2739682a8ca3f064c82785ead91,f4cf093d238c55f72e3ff4866bc61c992288b6a4,22291a08e3b3de447b1ef60b19f1c58b6b3c24e4,f4cf093d238c55f72e3ff4866bc61c992288b6a4,Tests_passed,Tests_passed,MutabilityDetector/MutabilityDetector,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12641596794128418,0.07205867767333984,0.07124018669128418,0.12131810188293457,0.0430750846862793,0.07517886161804199,0.04024505615234375,0.11642169952392578,1.3277692794799805
203,refs/heads/master,dd7abe110d00498000f86ae885c48ecf6c151d8f,fcacd74de401fde18b9ae203f13db5391ccc4f53,87376518519e72d3c2fcd297e40a91b9f01926b2,f43d59371572d6f7fc3ee832396863f88a09584e,Tests_passed,Tests_passed,Netflix/astyanax,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32893943786621094,0.3310093879699707,0.6301262378692627,0.5802338123321533,0.6307024955749512,0.3763599395751953,0.38155317306518555,0.4315915107727051,2.455643892288208
204,refs/heads/main,f1783c4b6eaa53d4daa8fb36dd6731542dca6ca2,0aaeb82c8acdfa55c7ed5eca61445cbc951b503c,0597592cd74682e5701648392d444c2e598aea33,98b263ab268e9cf9a0436ba31e27c4d9635e5d45,Tests_passed,Tests_passed,OpenNMS/newts,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22154021263122559,0.07175946235656738,0.264782190322876,0.2970294952392578,0.2823953628540039,0.0933074951171875,3.87324857711792,0.1737983226776123,1.3225452899932861
205,refs/heads/main,e0957add1dd7a067f0e2edbdc995ad45923d12b1,17fd15f62b57b0f19f708a382f3aa68391eed84c,5f918a6822e1ee0fbf0ca9a9774b75ef603bbd1d,17fd15f62b57b0f19f708a382f3aa68391eed84c,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0648643970489502,0.11504793167114258,0.06661176681518555,0.16614723205566406,0.2668123245239258,0.2700960636138916,0.06577873229980469,0.07946348190307617,2.6309256553649902
206,refs/heads/main,5f918a6822e1ee0fbf0ca9a9774b75ef603bbd1d,17fd15f62b57b0f19f708a382f3aa68391eed84c,8af5bd59bfad5d13233acc28e9db55acc19b9a5f,9ec77972604de9bce3651f728f6cc1c1ac5512d4,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16801905632019043,0.11619806289672852,0.269167423248291,0.1657857894897461,0.21550226211547852,0.2156682014465332,0.11709165573120117,0.33530735969543457,2.5605907440185547
207,refs/heads/main,ef277074c7c55c0003c426478b303b8496d0b88a,1b615e548a538454a718ed05e404d161a4a94351,16e265f535db1a2b79f6b1e9be9b0b67ddaefabf,1b615e548a538454a718ed05e404d161a4a94351,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06576728820800781,0.06607723236083984,0.2661135196685791,0.06582379341125488,0.06519746780395508,0.06618499755859375,0.0660851001739502,0.2789757251739502,2.037677049636841
208,refs/heads/main,e128ea52a524ce7a6d6584cb0df4ca55674c3b92,5c16d25037f2d7cbf7665612c5eec9f3e0577056,5fceb2b55ea9fed9215fb3fecae51307352b5ba1,5c16d25037f2d7cbf7665612c5eec9f3e0577056,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32379841804504395,0.22990942001342773,0.1331491470336914,0.18171310424804688,0.33829617500305176,0.06571388244628906,0.06523537635803223,0.18183541297912598,18.490957021713257
209,refs/heads/main,534f778f1d00abd027e56b4305e6a8fbb3e3629d,5fca4b30690ee418fa6bb2f6ea4a7df62fd27598,58f30d3d353b0cf541b3cc653d0e9c2e3ba277d0,7574deff57e9f5313a4605350d12e4a54e35d69e,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31638669967651367,0.3157026767730713,0.16692900657653809,0.16573762893676758,0.16728496551513672,0.4166836738586426,0.26633453369140625,0.2816329002380371,1.7862205505371094
210,refs/heads/main,54bef055eddcc3c54fd7f58f2c3806459c5a382d,65e5838254cea47b2bc830b2d45a5ce690d0a281,604ccc5e40c7c0dac5f76b15251e961f769ec3df,8700456cf2e411537009c83a8f8b1ab2fec85b85,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11538052558898926,0.11679720878601074,0.11492013931274414,0.11635708808898926,0.27038002014160156,0.26650238037109375,0.24042606353759766,0.18007636070251465,1.6834816932678223
211,refs/heads/main,a917132897194f101f119bc54875b0ce43e976e6,7e59d3abfa41ffeb57c0c5d16837ff5af62b73a5,f27568764bad0dee55ce9cae82b9c3af2e172b4c,7fd98167acf4e2b206bf0ae4b920a77dd1023c94,Tests_passed,Tests_passed,OpenNMS/newts,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,Merge_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06671524047851562,0.06281781196594238,0.27674150466918945,0.07043099403381348,0.24780726432800293,0.07446646690368652,48.34081220626831,0.09270691871643066,1.0903396606445312
212,refs/heads/main,da9f86c2bebfb79412220a5acaf8fb3e2a96523a,7fd98167acf4e2b206bf0ae4b920a77dd1023c94,4643a26f8e7bf0b9fd159d2c22d247f3c5f9f15c,7fd98167acf4e2b206bf0ae4b920a77dd1023c94,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16592693328857422,0.11634111404418945,0.1654222011566162,0.2746005058288574,0.26673030853271484,0.11497116088867188,0.11526894569396973,0.13591456413269043,1.8387799263000488
213,refs/heads/main,fb7f2a2c4b871185cead2df5136a5d25f97e2415,8bdcfe6e270d733af211b90b4b6a146848bf95af,4cc5cbb337841b4c596efa246808ed81cba907bd,e1b53169d8a7fbc5e9fb826da08d602f628063ea,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2672553062438965,0.11536383628845215,0.11606264114379883,0.21740460395812988,0.11671876907348633,0.22217464447021484,0.22332382202148438,0.24152517318725586,1.9877350330352783
214,refs/remotes/origin/leveldb,e3bda9e2c13e3a6aaf081b3e45edfc14a208193a,90547c434feeea1fc173fce6543c5c85ea7e2489,cd59dcb438044874966b19e3d71d658be797b1c8,881fc4423e1e0c530eb1514fa05d40ccea2c42c4,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06617045402526855,0.2662942409515381,0.16738080978393555,0.3163464069366455,0.3169536590576172,0.31747865676879883,0.5663633346557617,0.1802840232849121,2.141339063644409
215,refs/remotes/origin/jira/NEWTS-111,59f76580ef8a1f2447d5085aa43eb3f5b5168604,9c29145a44b495715cc275e534c975ae7aa505fc,4a8d6ff1dbb7cbd32cf16ac315538a2efc8f4741,7fd98167acf4e2b206bf0ae4b920a77dd1023c94,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2157149314880371,0.0647120475769043,0.0651254653930664,0.06524920463562012,0.4665079116821289,0.21608948707580566,0.06609439849853516,0.17452025413513184,14.731961965560913
216,refs/heads/main,af6f68800fa0f3c346ae98d9edf378ec805a3aec,9f917fdf2c16abcd2e6c4510bb736159b7225eb9,ed356e971fa2554cf8fabc1d99dae55b532687d8,7d0e0585b40aaa424a91161c35be9580177c9373,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16649317741394043,0.1654045581817627,0.11566352844238281,0.16751503944396973,0.2165851593017578,0.26601243019104004,0.21653127670288086,0.2872486114501953,20.08673334121704
217,refs/remotes/origin/leveldb,d6ecdc546b1dff67a55cc3df5e98309b77574eb6,a682c15573d4f6b8ce4e375a3152029db83f1738,b8cb02741df634f43c46e13253ac80a4c6aa65d1,881fc4423e1e0c530eb1514fa05d40ccea2c42c4,Tests_passed,Tests_failed,OpenNMS/newts,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,Tests_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28209662437438965,0.16165423393249512,0.08688664436340332,0.0670928955078125,0.0754556655883789,0.32715463638305664,1.3503527641296387,0.15543055534362793,1.1209948062896729
218,refs/heads/main,f7e8784eacf77ba261474df89ed5567ceeda9b08,a8820f99de4736553b3b8d19a6adda7f439da3d5,ec7e49e4f038064a6fa646b4532e26eaeaace671,1b615e548a538454a718ed05e404d161a4a94351,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21781468391418457,0.26620936393737793,0.16658401489257812,0.26649999618530273,0.2666971683502197,0.2157268524169922,0.5190815925598145,13.048298120498657,2.8538389205932617
219,refs/heads/main,8dc698a791b2c97b4fe05c24e0fa80a6e4fe7193,a917132897194f101f119bc54875b0ce43e976e6,454104c9e2a944230372a3d8eeda9d55336f1c23,7fd98167acf4e2b206bf0ae4b920a77dd1023c94,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16614556312561035,0.1164393424987793,0.1659255027770996,0.1660325527191162,0.16651701927185059,0.11521649360656738,0.21616125106811523,0.12975573539733887,1.8373570442199707
220,refs/heads/main,a6308d0fddb89fe856353ab14b6f4b53b9d0791a,ef277074c7c55c0003c426478b303b8496d0b88a,8f43a736b3dc7c6c1a0d392a54b95f5009e58509,1b615e548a538454a718ed05e404d161a4a94351,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1653883457183838,0.16712212562561035,0.2662625312805176,0.11667227745056152,0.11681580543518066,0.11541604995727539,0.11553573608398438,0.27942824363708496,2.0849199295043945
221,refs/heads/main,9c3a768e6d3a91d603051cb7e804da0ce7a73fa6,f199b3129fb102cca7f2f4008dea93ba9dd51a29,2995f9772c792de75ab4e3800fcac4b329f5d660,1b615e548a538454a718ed05e404d161a4a94351,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266277551651001,0.11509227752685547,0.11580705642700195,0.1153261661529541,0.11849689483642578,0.36635589599609375,0.11848211288452148,0.1268608570098877,1.9371020793914795
222,refs/heads/main,17bb531b7bbb4b5669b837cb704ec2785af59528,f3de37719fae82051ff8b280f13c1d6639f03b43,2aaca66b3c5af432b45fe1c748bfbae367dcde2d,b249c3a6ec73d8f238c0e23f946502a4197acaa4,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11685729026794434,0.1154637336730957,0.11699724197387695,0.11624670028686523,0.36629223823547363,0.3660769462585449,0.4172399044036865,0.27888917922973633,1.6891844272613525
223,refs/heads/main,5c6d3c39f99bdfaec2a491a5792dbec127089ce8,f7e8784eacf77ba261474df89ed5567ceeda9b08,89923a981f3e423b81c3a9696dff34274e7eee05,1b615e548a538454a718ed05e404d161a4a94351,Tests_passed,Tests_passed,OpenNMS/newts,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11622881889343262,0.16668200492858887,0.16532564163208008,0.2191162109375,0.11561393737792969,0.2701752185821533,1.5496139526367188,40.27663469314575,18.60094928741455
224,refs/heads/1.x,d6d43ef6705c255abfe5a2dd8aa039a9ce0fe5a8,0a5fb5d37c4d24b6367babf0598ba7a334428632,c262c446a497e22536d3f70ffa86d18df50c8fa6,0a5fb5d37c4d24b6367babf0598ba7a334428632,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06540870666503906,0.06493782997131348,0.03260207176208496,0.032920122146606445,0.06580233573913574,0.033235788345336914,0.0664668083190918,0.06633639335632324,1.5131194591522217
225,refs/heads/1.x,7fd94d1a4b3bb82c25253d322f08d22ac93bd466,73e04b63dc2b21aec8684bf6dfaf1a7591a4c2d0,00069225a432bf52a967f94d88ffc924a507c79d,73e04b63dc2b21aec8684bf6dfaf1a7591a4c2d0,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07616233825683594,0.08145976066589355,0.12526631355285645,0.07510924339294434,0.06593990325927734,0.07895994186401367,0.06767988204956055,0.07647490501403809,1.2385120391845703
226,refs/heads/1.x,8ad398b8573a079bad93f1f35f04f2420354092b,7fd94d1a4b3bb82c25253d322f08d22ac93bd466,5ba98126e795f95554a9badcfe46a2e696eee180,d28ce97297ffdd1575abefaa7f89252e3ad0eec3,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0670778751373291,0.06569027900695801,0.08245301246643066,0.09979438781738281,0.11641550064086914,0.06826519966125488,0.06725168228149414,0.08366799354553223,1.412299394607544
227,refs/heads/1.x,e22a356d9e93f94a21239e75f641e9c522eaa567,8ad398b8573a079bad93f1f35f04f2420354092b,cece5208cd7f5e2e02fbacbfeff9719b09841c8f,8ad398b8573a079bad93f1f35f04f2420354092b,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13814973831176758,0.11733698844909668,0.0669703483581543,0.12753677368164062,0.1193695068359375,0.06694984436035156,0.11618685722351074,0.08019781112670898,1.297656536102295
228,refs/heads/1.x,2f9f598482bca5c866e797000482bb95357b37e4,ca1726a9df7bb57edbf66ed865fecaa5c7c8806a,e83173fbe9b333dbe5e295efa58db8befed28f04,8ad398b8573a079bad93f1f35f04f2420354092b,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06616973876953125,0.06919264793395996,0.06748342514038086,0.07292008399963379,0.06551623344421387,0.07493257522583008,0.06771230697631836,0.07654261589050293,1.2889840602874756
229,refs/heads/1.x,ca1726a9df7bb57edbf66ed865fecaa5c7c8806a,d2432aa080977e5b677d10e8d9b3b861b0d3b4d5,80ba20c557bf34d25e2795cb37ae918df6722979,8ad398b8573a079bad93f1f35f04f2420354092b,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06652379035949707,0.06713700294494629,0.1679096221923828,0.11625528335571289,0.06590652465820312,0.06666803359985352,0.3671414852142334,11.580286264419556,1.3490679264068604
230,refs/heads/1.x,73e04b63dc2b21aec8684bf6dfaf1a7591a4c2d0,d28ce97297ffdd1575abefaa7f89252e3ad0eec3,1bf0cc36ef54b84a384ffe1d4145bcf17fe43b60,d28ce97297ffdd1575abefaa7f89252e3ad0eec3,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07033300399780273,0.06845879554748535,0.06598901748657227,0.07757067680358887,0.06758737564086914,0.06896567344665527,0.0654597282409668,0.07758331298828125,1.1950526237487793
231,refs/heads/1.x,3e73b759ff7bffd5d2e1c753630c5408cb5f9e5e,d6d43ef6705c255abfe5a2dd8aa039a9ce0fe5a8,47e0c487afed35cfff3f68285526e22bca63d04d,d6d43ef6705c255abfe5a2dd8aa039a9ce0fe5a8,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06520605087280273,0.06545615196228027,0.06599950790405273,0.06667971611022949,0.06636476516723633,0.06527376174926758,0.06550407409667969,0.09236025810241699,1.4509661197662354
232,refs/heads/1.x,f49c8580cf48f66897c924ef118e678c3dc66f5c,d8306c3216fbeb2262d5cf47716db932e90f7ec2,f7e8244a894ab7d5a6e45090ab078a56a96e017b,d8306c3216fbeb2262d5cf47716db932e90f7ec2,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07355117797851562,0.06922459602355957,0.11765646934509277,0.06557083129882812,0.08151626586914062,0.06747984886169434,0.06718826293945312,0.07842063903808594,1.3146743774414062
233,refs/heads/1.x,1585c40b0b914ecfa84c5cad9ee93d1c5d33170b,dc3d7140bf9b2d85b765b8fdc7100b58c7208423,d57bd2da49a4afa7a3585f1b54f7ecb0cddbe277,dc3d7140bf9b2d85b765b8fdc7100b58c7208423,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06607818603515625,0.06712627410888672,0.11736249923706055,0.11663341522216797,0.06710624694824219,0.08874082565307617,0.0660250186920166,0.07760977745056152,1.2425956726074219
234,refs/heads/1.x,d2432aa080977e5b677d10e8d9b3b861b0d3b4d5,e22a356d9e93f94a21239e75f641e9c522eaa567,ad5ce71a14f4d1cc925629174c21817d4479bc4c,e22a356d9e93f94a21239e75f641e9c522eaa567,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08035707473754883,0.11729669570922852,0.0688319206237793,0.07018733024597168,0.07256126403808594,0.06663084030151367,0.11901164054870605,0.07812333106994629,1.2491557598114014
235,refs/heads/1.x,0a5fb5d37c4d24b6367babf0598ba7a334428632,f49c8580cf48f66897c924ef118e678c3dc66f5c,62096fde48d535325abb3c13ac40c70f67a5de74,f49c8580cf48f66897c924ef118e678c3dc66f5c,Tests_passed,Tests_passed,ReactiveX/RxJavaString,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13536500930786133,0.06611847877502441,0.06597900390625,0.06795501708984375,0.14196467399597168,0.07442402839660645,0.066162109375,0.07728290557861328,1.2556202411651611
236,refs/heads/0.x,a7be147b4f6797814e2006f266326e88531023ea,080c6eeba1e29b17406d3e163e76aea89b55a4be,59b6f700ab2d82b90006a1e394a9ee17ef688918,080c6eeba1e29b17406d3e163e76aea89b55a4be,Tests_passed,Tests_passed,ReactiveX/RxSwing,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09820795059204102,0.08602094650268555,0.08866763114929199,0.07612991333007812,0.09050583839416504,0.0758521556854248,0.07803797721862793,0.07318282127380371,1.4615342617034912
237,refs/heads/0.x,281ddb9500bea4ce8b44fccde907963712647ab4,3d90fe82b4f3a8c5e38721376236834c14d20563,f5ef38c449fab9050eeff9b8b80df597e16b8d70,3d90fe82b4f3a8c5e38721376236834c14d20563,Tests_passed,Tests_passed,ReactiveX/RxSwing,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09537887573242188,0.09312891960144043,0.08783674240112305,0.14089012145996094,0.08274674415588379,0.14252877235412598,0.08716344833374023,0.08635449409484863,1.7228248119354248
238,refs/heads/0.x,c1759080f981b3ac2daeb0e657db8a9dde4231be,a7be147b4f6797814e2006f266326e88531023ea,07f71ccf5598e02bce21acf9bb222656839346b9,080c6eeba1e29b17406d3e163e76aea89b55a4be,Tests_passed,Tests_passed,ReactiveX/RxSwing,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1406702995300293,0.08097100257873535,0.09076404571533203,0.08672308921813965,0.08431315422058105,0.08828568458557129,0.0890207290649414,0.14466452598571777,1.5903410911560059
239,refs/heads/master,76902290e3d8cb7336085b98506ecac5aec45d83,0002032439d7352264932f27eb5b5f04bcefde61,bb64124422ebb1a41d6bc4a22571e0b8ae67b088,0002032439d7352264932f27eb5b5f04bcefde61,Tests_passed,Tests_passed,RobotiumTech/robotium,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07581877708435059,0.07584047317504883,0.08010077476501465,0.07674527168273926,0.07657098770141602,0.07389998435974121,0.07586860656738281,0.06891751289367676,1.230741024017334
240,refs/heads/master,794f072ac22912fb22e89a3b02be28b559aff0d3,11cb8f5fb2fb809ec34d27eed31603f3c663f39c,f8f711bbe3938338a5a71469d4b39acbe0f725fc,11cb8f5fb2fb809ec34d27eed31603f3c663f39c,Tests_passed,Tests_passed,RobotiumTech/robotium,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,Tests_passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07433581352233887,0.07340717315673828,0.07467818260192871,0.07439088821411133,0.07989287376403809,0.07326149940490723,0.08397841453552246,0.06578516960144043,1.3478233814239502
