idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,611a7e5614f6bd5b50be2ec26afe779496555c00,919d2a67ef0746c7b915ee7390451b983775dcb0,a3464b3e817155e3f85fc3a18ec516c481c157bc,,False,True,True,35,120,1419,0,False,35,False
3,refs/heads/master,c804681c138b4df6e5ddafabce1749898d87b19b,fbf3adab64d6e83f0258aa54ce2b1a211e3e7026,35dc85332a08b159df4e3ea387498e453adc20c4,,False,False,True,6,14,254,1,False,6,False
