idx,branch_name,merge,left,right,notes,diff_size,diff_contains_java_file,left_tree_fingerprint,left parent test result,left parent test coverage,parents pass,right_tree_fingerprint,right parent test result,right parent test coverage,test merge
7,refs/heads/master,03a3f4758aca1b58cf28e282e10ec5f9eae7e185,ff79c666d6d6b500c5a6fc47e0d25ed7f967648c,4d0bf3b2c0c5863d505167d2041594a622ce70b0,,5,False,6a71b6a8a753b1fa5a99de9047556b0b84070f2e990b5a6b7d60202fe2a5f3fd,Tests_failed,0,False,600f4b0d9fbb336c9a857849949fed645723c341f34af6a43902f1cf69b0b097,Tests_failed,0,False
8,refs/heads/master,ff79c666d6d6b500c5a6fc47e0d25ed7f967648c,500b16e94fd3349a3148d1c81a2ad99e83895659,f0d18a5e190f75b6d22f282e30ecdd1a740562bc,,4,False,fb218b47e6f019becdf1fd97ab3d2c1b0cdff678c67171b530396013e982bb96,Tests_failed,0,False,99b72abc25a54f15bb980676579455ce0d707f109b620610b426d432a8b8374c,Tests_failed,0,False
27,refs/heads/master,8405ddb4fc9953cadf5828d639751bbce7168ac1,f5afb28b88f4b79212886002fb41a14e6ca316f1,0e96c91644727be7cb54a93887e3389bffa9de3b,,98,False,cd269384ecca64255fa49f64de3659dae6e66858cbbb6c3e23a4bb9c968f9955,Tests_failed,0,False,ea579a4040363e0fe9c6a3393f308e994e6615335b4925326bb9a025277794a5,Tests_failed,0,False
33,refs/heads/master,d05bf4da61cc1485cc359875c264189419938211,892d842a36e86d6e29dab353466560c8b420340a,449c45140099369b2c485d2339bd2fdabcbd8802,,1301,True,e8bd90d377f1bc896f916a67944ea77a75bee55faaf90c02c6e667c491187f27,Tests_failed,0,False,4e41d0672b889b65d186276e47efcc5e890c7498c50aa38291ab463a9ac5006a,Tests_failed,0,False
37,refs/heads/master,426eb5dc4a1d0f8e1ee95bc0dadc5034d41a5d6e,37f34bfd9fef7c1419fe459142703f792f2376b0,099c9f27f5c78dc176af2d0c0c31c982464bd931,,10,False,9c88d9bd5c2428b2146d401186c566426e9dffc612cc18329c4a402808882666,Tests_failed,0,False,84fe1261475d088b8d61b045cbae285d89f8c1d0f04b29a465b4eb45ace988d8,Tests_failed,0,False
44,refs/heads/master,fd916a9570b33a65eb23810b2867d610040cd5e9,e8b307e96ed0d1c2cdb26228db097a5f4bd2b97a,6be3cbd706182bf02c6124cef61f5177ebcbf30d,,4,False,3ce9bfc6833e67a90c04e2408b14dc4169ae397893937c7388c5ce376a343a44,Tests_failed,0,False,20320e2521b8a3d95ef85cce36f49fca1d257e5cebc8a48b08be45bf2ee1225e,Tests_failed,0,False
46,refs/heads/master,a687d77b85b45dfac50a0866f5a3e3d4df685f39,e652e7b2ba5eb36e37cdcbf2297cf41e915f5fbb,b3d9acbe62bc0e73c10cbb16d200021e786e3a84,,26,False,ef655c08d703cef8fd4469c726ae99282a16e8dbe6183f8122d302f6d6653e84,Tests_failed,0,False,90e0064d4e006e59905a4c2f632a1e7da683afb7c6bdc5004c2c390411a42675,Tests_failed,0,False
49,refs/heads/master,fafc741708236556d9ba611b4282e313e43351ba,8ebeba8f0fc96642f675fc8080f9d75c1024aff4,23d0eec2b502fb274f21823694dced499470b31d,,8,False,d70eed8a225aef25cd9a7c86083329a64fe5fefd7fa615943cf318a4b1c438e6,Tests_failed,0,False,2141caf5c773e6f15e4fb309ca40efdcc1f4308ad22ab42260622a7a5cab6801,Tests_failed,0,False
55,refs/heads/master,4997dd4a8cac18624aea3d157d763d5e7f306f7d,a4913ae6d273e99a6755573d872efb113b320ac5,5d342aee35269b0103f2847baf4a902e24a580cd,,15,False,014749d5bc2ff7dd7a26b42630376d62993604f3c3128c8e193aa6cd27e362e3,Tests_failed,0,False,ac4460367de856d78da6bacd238c8c88c24dcc749b652c65b9cf3027fee5643c,Tests_failed,0,False
61,refs/heads/master,2818d821f4c655305519a6ce2a30f4d684f45f5a,8893ad2bf4fc2057be77821f739f1f9f5aa38d0c,e1badc85d7f67555e64b929d114ac51e9ade1c22,,83,False,26d2504657f39f4a1b7890a5a56db1c08ab9da9f1f85d0890e87821d3f5c7abe,Tests_failed,0,False,77a973c637a7ddb4a4dae4c211138bf6d9771a0194c2807d6c3cb5b389375f7f,Tests_failed,0,False
