idx,branch_name,merge,left,right,notes,diff_size,diff_contains_java_file,left_tree_fingerprint,left parent test result,left parent test coverage,parents pass,right_tree_fingerprint,right parent test result,right parent test coverage,test merge
239,refs/heads/master,5b04a929116d0dd6aa2d84be4e0509498b03d83f,fbf2e9e6b5e2b1f806c6a0e01631d4e927b391c8,f4c5971c992faa76dbc888ba9a7d540bf676eba5,,47,True,abb76a558dc2a2cedde98b42d250998872852be4d5faf0c8639b77d94d85c058,Tests_passed,0,True,fa6b4a7097b749256ef0ca6ddfe074a84e0b912cce3c02b2f066eb166b6c2ca5,Tests_passed,0,True
246,refs/heads/master,76e86c797e81a015fa614b7ecfa03497f97efe37,c86d41b833b64f276eba65beb7ba32f3c4732251,c26c8a0a2eefe0f4b4f15f7a10b782fc48271b3d,,2517,True,adb504d9613ceee00f146418857c36b3d4060fbd8bc23f837cd799bb46f45a2c,Tests_passed,0,False,c266eed11b9bd805530483a72ac967d3e35abd7fee3680d2b3178791588214ab,Tests_timedout,0,False
271,refs/heads/master,49339d73c02bbfa5a3adfc3b22ca6811bddcbc9c,50f858112dada83c54330d9d34623e5c19c0f083,5f6ff2b035e0748761c18bb0d25ae82f0e5fdf4f,,160,False,14b778ee993a290db61c96d3555d5f454ca6819be72a13e4d24703f124d41c8b,Tests_failed,0,False,ea493c788ce70f006a04ef907da89d77e4b9710e8ba8a35dc5531d6c0eb1ae78,Tests_failed,0,False
326,refs/heads/master,c1ef7cb174b9b4a660d3c69736a699568929c7f7,e780ed7f141dd25be7ebac18667320eaa4d35c43,82abf77f1a22a7ad4c51bbec3c6a8bb9daf8110c,,423,True,d28cc6c21896cf7350af21ecac0a2d3cb19f762fc08578dcd6416a542474d5e4,Tests_failed,0,False,008dda7b962b1307ee7589e7e9df0c8053132a75baf4aab708d91fc4b8767087,Tests_failed,0,False
327,refs/heads/master,7e630e5659f2a7381ebbaea371d13acae29d3e43,4d4df3e579c48dd515cace9d0c9417a0e2aadaa7,eb3143d9476e59c59dedb140eb0741cc7f6cc02e,,1390,True,dcd8965b540a05fa6e10cf370441571f29320fe04c7ee12b9c86e06035789b3e,Tests_timedout,0,False,0ef9bc5dc0816023811728a31272b951542dbc4b1e039591826a0a0156b82b6d,Tests_passed,0,False
464,refs/heads/master,000b2a642257f2d1d94614fa6cae8b31dd2a0309,218cfe2f5088ef9dd797046b2fc0537e732b1004,9ecd5112148f0ce7f760995c16839a4e0f293769,,49,False,4b2715837185903af3d1359ee1a149a69bde8869a113bb6fb263002710dde3ae,Tests_failed,0,False,943772b87056fb99044753e23e9a516dcd7503101be7cce3804ede6f7c97b1fd,Tests_failed,0,False
496,refs/heads/master,3567c1169c27f21bdca1363ee8d17e1fbf9d161e,7105f5cbde089b469957e0df555d3742315589f5,fee7473b7291b807667027dc62d5372dbf34758a,,1306,True,00051f1b59f60db79793c235231fb0ed374bba5539fcd3e57534e8692af8642a,Tests_passed,0,False,72fb8e772b36d9b19c0341697e84c1478e1353e6b6779ff7652a9e7975bd1b1b,Tests_failed,0,False
531,refs/heads/master,a3a7fdbb124ea77cceca92228f99c338d3caa305,4df42867dd800e7ec524cf2c164c6936115821be,7fc614b6b94d0e0345af242936227369db272e9e,,1354,True,23887a7bfe80760d1828fa781563fed31d94edf9c973770c90fd9a580412f8fa,Tests_failed,0,False,0264b2fb702aee86275aa56d273820a41590f02c20a9f6266db59cca8dc61868,Tests_failed,0,False
600,refs/heads/master,9f65558e1c910841db8088c3252bbd9af70ca7ca,4acebeeff9fda6d3daf0d97f3eccbbfe20a92b76,37d1e93130d2c2fb84b664ef7e0185bdf52475d0,,94,True,fbfebd5e9d28cc356b42107105635cc9ddfc17e74d49d9ad796bf75f60bd71f2,Tests_passed,0,True,29833b0f4be960107764ed361b0f763aab892b63802d69df2f5c9b9c38cc92db,Tests_passed,0,True
816,refs/heads/master,3d879d40f9a389b4e42f04eaecaea412454c7564,2a7e76270dc5660138147f40c87a89ff62b60fe1,e3c20a27dbf01cd062e3c7ecd691d149e2d03329,,394,True,ac51a02ee4304b65bf7a8a4a278c9e8cebfa44096b96ddef669b3fbb1ce8b12f,Tests_failed,0,False,d95ca847c35aee1f25ebea9f9db11d763cd5d3970969466f095aa69938a31a7a,Tests_failed,0,False
880,refs/heads/master,ba3284268117b2a3e9e616aea3c0eee71581036c,69c2fa6a34fc2e7fff2c79a0dccd91b3e482e9c4,97410391fae6253904db9f71889c4b23238dadb3,,174,True,8b7cd18357f57b230bd59bdd026b05b0b791f572007067a5c52a8e0f41c4b834,Tests_failed,0,False,90d1fd93b5545514fc65abd916ea3887b2669dbf70d1b1552d1983c024fa438b,Tests_failed,0,False
