idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
1,refs/heads/master,0f740b524d660d444ad0343687c531edf8fc27e8,18c0cc738404d857bcaaa936363bce37902a955a,93b461dba039c5ef22b1968c556c3583c076766b,,False,,,22,False,,,,,,False
2,refs/heads/master,18c0cc738404d857bcaaa936363bce37902a955a,724ecaed96af9d811c0a8ea682c4f2023c184dbb,223176ddd2cebcca3ab441357074612bbaaac219,,False,,,6,False,,,,,,False
