idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
2,refs/remotes/origin/pull/2,525af8e09f5d8490a00e1cce92d3956ab938b2fe,ee97cc0ae0a59438052d1539e9adbd3e4ff10750,8b5e6364c01df35331138e8fa816cc3ee86e669e,,False,,,10,False,,,,,,False
3,refs/remotes/origin/pull/20,28644bdc78775695857aec787d220e81399454e6,4332168d74101944750e404a65f01664532e1b2f,82d5baf8774ce22e2301d5c856cecd9aa7348553,,False,,,99,False,,,,,,False
5,refs/remotes/origin/pull/40,2b56d6724478c89767d8ebfa792fed719a2d4012,ee051899cd2798f77909d3094dc476daac00a5af,b780c224d033f1a714937673a10cc2c751264fef,,False,,,126,False,,,,,,False
6,refs/remotes/origin/pull/41,74520c24260279aa1bacd9eb9d5863f61db39322,fa85fde5a52bcccd90fe005b26d688348f84b1cc,f6d3416f29020c7fb560bc68eed354267cdd4981,,False,1a5b1f237557d26355c967df6b1234d7797e074b7ba573295c49c2497ec93619,fea207499d3cd98a28b4cb36329e0a633b6d44fe020d5b0ddf0fc153d9defd19,62,True,Tests_failed,0.0,Tests_passed,0.09910422294895492,False,False
7,refs/remotes/origin/pull/45,e29cc605b0f2e6e71ea1c9f264433ae877ecc4a2,b48a42e2307909ca46d4c571f4f47419e7239d36,03d95008f0bc5db622771e6be4f1e8704135965d,,True,54a5839e296e8aaaffdf60a157a3d7b9611e8662e6f5461f36f504646c607552,fea207499d3cd98a28b4cb36329e0a633b6d44fe020d5b0ddf0fc153d9defd19,293,True,Tests_passed,0.16494104112740868,Tests_passed,0.09910422294895492,True,True
8,refs/remotes/origin/pull/45,4fa68b4b7945354f345a5eab89ec22cbd85ad387,66cd2f18e8dc9dff1dedc4f7529b704823501033,f6d3416f29020c7fb560bc68eed354267cdd4981,,False,,,13,False,,,,,,False
9,refs/remotes/origin/pull/45,66cd2f18e8dc9dff1dedc4f7529b704823501033,c681eef2ac7387c988fafd7d5705ed4b6913d1d1,b780c224d033f1a714937673a10cc2c751264fef,,False,,,26,False,,,,,,False
10,refs/remotes/origin/pull/45,c681eef2ac7387c988fafd7d5705ed4b6913d1d1,9594458596f6dbeff7b71403ead025e1a9f3cb66,b1be739fbe7814c2a2db99a1a38c20689911f9a3,,False,,,26,False,,,,,,False
11,refs/remotes/origin/pull/45,9594458596f6dbeff7b71403ead025e1a9f3cb66,e7f77363cf47d8fd640dc4c67fad30eba46af435,9b226fdb743b83bef025b20d75e4eea0c819aa25,,False,,,11,False,,,,,,False
12,refs/remotes/origin/pull/45,e7f77363cf47d8fd640dc4c67fad30eba46af435,7155e86a29a0e6699f715228576d2aa440acd9f7,99f883392d019538169bd5b4c2b2aec99fb34eee,,False,,,2,False,,,,,,False
