idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge
4,refs/heads/master,ef3414c1b836b2336081c8c40dadf8586b90f65f,fadb5bb352efc6f2f7ee50e37111de9e1d03ba12,5ba4c4ede75791b9fb75ac0342b2faf85532bd0f,,False,172,1.0,Tests_passed,a84a28b747bf316632344ba446f334693003e0de2cc8c30c318802f970c558c2,True,1.0,Tests_passed,1215d9e8f90f80bef3988564b4a685c0179bc0ee284a5c17120108f26521255a,False
5,refs/heads/master,4fe3ee2151b1a1d67031511235e20ea2fb6d873d,32fbc78edc4bf771130a691c3bb70f88b3f3ae7d,910d617ed65fad5d435045fd8a62df456e6ca6ae,,False,181,1.0,Tests_passed,46fefcfb084f4154f41737769fd7ea49fc281a4d09705675b602f9dd4e20c727,True,1.0,Tests_passed,b17d6ef114b38c0a6a7b1ecad4e9027be1448f27a87408ab1a710ff5090fcdb2,False
6,refs/heads/master,f2900aa41cfb1fef3eafa17f81afe244d6998027,505ae7ec23ff08ff55de75e9d0ae8a72de317b46,5ca1542ac00f7538815c422f2577561fabcec239,,False,558,1.0,Tests_passed,d93a34a4f5b8543e46d0af6d1c2f4230b554943ecc8dc5180fba814c76ddaaf0,True,1.0,Tests_passed,68b5ec6bc851aee7e0406bb15e2f1035735ddb85bf6ee6ef4efc9d9ad9f9e1bd,False
7,refs/heads/master,1184bd6dab5d871ead4701b885310d10fb0d77ae,e67f6a6510e15d2226323095566c828be8ae544e,f71e43729a48d07fe5be3c07b453837f128ddf73,,False,770,1.0,Tests_passed,46b5f263f4726998cae1fa25672788f73ebf395e30c8b3cc99cb485d0bf38127,True,1.0,Tests_passed,088002d0b862ad1c9e0e42f72ab43a7e18bde3e125db8e18e157bb89bd5d89f8,False
8,refs/heads/master,e67f6a6510e15d2226323095566c828be8ae544e,15faa0b0cf93e200f789ef7e81560b0b311ff78b,160e094ec347f152010cefcd7a68f08bfb0719d8,,False,3,1.0,Tests_passed,f247d92b000294495818a19d657dac235c96fe20a82a9e5c5c3c648acb521f75,True,1.0,Tests_passed,46b5f263f4726998cae1fa25672788f73ebf395e30c8b3cc99cb485d0bf38127,False
9,refs/heads/master,3bdc51a1bbc703e44adfcea494cf53d35340a4ca,6396db06f226dc2511afd590314efe7cefa8ad53,4bacec7007ecf7a922c4c9302dd32e7caca0f772,,False,807,1.0,Tests_passed,624d952c632a14ef08cc0dd31d1b487061244e80f4c273cd45baf95d778a830b,True,1.0,Tests_passed,92bdb83610f37f350e8a26c9e5ac779b0001c41d41e45cd2cc51467a51b38788,False
11,refs/heads/master,e729335c8fd267e28d0d79838ac21880ed335926,c6b41ca893acec45c2481966f4c935577654bf1a,5a4b072da49c063333b278b4428400b89430bf01,,False,3,0.0,Tests_passed,6f325caea3d246766308aacef029101d6d4e96d356eaa69d10fbed529b7d92ea,True,0.0,Tests_passed,0e360c3b73df06f5ca5c2a59955ef011748576927a7ccb987b7cdcae03819399,False
12,refs/heads/master,12d7ebf776aec40e6c561ef4a7454d6db3bcecd9,f1bbab939c955803a841e2868af0e08a7d2bbb65,bcb54aeb1480b55b7bc9e72180b69fe5862e2d35,,False,1184,0.0,Tests_passed,1458ddc10b32ebee4e83add92c0b1713832d0f90216185729a6a234b4777afcf,True,0.0,Tests_passed,6a62566ac21e556d210f12464eba9317489a82f35fce0400e4f537bdc9a9b1ab,False
13,refs/heads/master,fa9c92edf8f2b106c7e4008060e89505cca21db3,fa070e5f86d4f82f29167931631e4157155b28a3,dd580ee70cebe6b926f0f04289d0a1c5adec4ac1,,False,4,0.0,Tests_passed,88c03b0509de88b3c2f43c59fbc84bffc7c942bda0a782bc6233625652e7219d,True,0.0,Tests_passed,cdcd933a9bca07d80fbad1407a4c8a29c1d18b4d3d68326033f54a67e421924c,False
18,refs/heads/master,78600c576e0184aaafa89d62abd4daf01a6bce36,a46505625a4b41ea2392036925dd28654e60d285,c476f3db793fcd189720988ddf6ded55dfde346b,,False,2,0.0,Tests_passed,158c3832173d1a1c0083e95800edb19c49ec2c82ac9214010ecd808c1f1cd7e5,True,0.0,Tests_passed,158c3832173d1a1c0083e95800edb19c49ec2c82ac9214010ecd808c1f1cd7e5,False
19,refs/heads/master,8ed7f5f767bcba22c6083933ee88d487ae727e65,d29665da292e5146fd3db9f81749659c73748689,7881f59cc8ff67d764a1b6da3079949f8c12e877,,False,7,0.0,Tests_passed,d3c37d74a226059310ff278d62ce179c8a39a8916824b1af52de3afb1baa0e22,True,0.0,Tests_passed,64db0dbf6baf9e76f784c2f63d0f143d873ebcf8f15b38db61798e00ce97eb91,False
22,refs/heads/master,ac40eb7e5099210ee7686c6ac4b1ed162c8d0b59,2abee31f7cbc4226401d000387be72ea83717077,01c9426ec0a663d60415c982d9b6d26aa45a09bc,,False,9,1.0,Tests_passed,af2e3a5ddfa9eeb3c3ed5902d6bdd07d5ef41565753a391983c3c6777ff995e4,True,1.0,Tests_passed,5ce2125177af8ba75ce12c2dc9b5ebf18d2c9e5017601b7cc39adc4973c6ca5b,False
23,refs/heads/master,d743855718025458951f44882bf32647330711f7,d3b00e532fac716142e8914499dcc1a8f7d70885,376eca8c000d60a3d5a1631f7d7dc024968d70e6,,False,163,1.0,Tests_passed,8e91cc1b2b7bb9a67c0b5b1f116d883f43b8530744343b3e2a721a9028bdb444,True,1.0,Tests_passed,03ef2f4d797db36b53c59d2275361041e338c056d27ebfa5ebc6eacf92b70c6d,False
24,refs/remotes/origin/pull/33,b1bad2e05fba4ebed735c6e60f139cff90cbe2e7,c39d1b2451f999534bd90a7763faeb796b42cff3,79953e1a6e26e81b64e5ece38f4e15739191a7a2,,False,4473,0.0,Tests_passed,995cd159fb35441d3064f682435889bde54360da246beb2486a7490e7512ec53,False,0.0,Tests_failed,5488b2a02af3f6e97d2f40bced1c0db865c6d208d59c85cf197856b9193280f7,False
25,refs/remotes/origin/pull/43,77572635e64d981a4b4052471f3a801ef676129b,c0696f5d0a34b1b222622fad0f3ae4b1c38e8ced,59a80b701eb20bb71d40ffc517f1bb1b9e2401ba,,False,6663,0.0,Tests_passed,402e1ccf1d62b5de7742ed7ecc7213677f10b853c5f6b04c5dae178fa1e09917,True,1.0,Tests_passed,5e86c3acd4abbeb99c89272d2cd611c984e02cebc699efd6f286ffd8eb6654af,False
