idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing
4,refs/heads/master,b747436cd082d498728d59e3df33f0bf42c7c132,dfc1626d1b122e73429c4cb80cda8068f89914d8,f5922d88e2a78905740d8f8425963929d79149a4,,True,195,0.6660287081339713,Tests_passed,5544a1e0af47eb2adb1557d8642555b73379304d77459c1a34362288ab09c265,True,0.720679012345679,Tests_passed,4dd44f14cd8cdd85e48c6e55540fd8f67aa8149cc1edb23997758897f8ba92a6,True,True
5,refs/heads/master,b4f1cbb80dd0a9af82f75a7dc7865d26496d5758,a08ca4c65ac180571e23404e5495ef32515027db,b7fbfba9ba64996a71ec11647f359e18b2cd504f,,False,69,0.6660287081339713,Tests_passed,d2a4fbd7bc29930a16def0dd905171f7fa0bca6b81ce6533561ebd8c7b4148a4,True,0.6660287081339713,Tests_passed,731d36184a5435c9b0452cfc25702e709d00bf0f9c49486c2bed0bfedc7ea804,False,False
7,refs/heads/master,2ef464beea1d9052fefbbe4d0ab6047ab5a19519,a934afc9f9fb0998272d4d5d320817b825342c74,052c9a8ec0df2a74f158e907d17d18ea41b6c5d9,,False,4,0.6660287081339713,Tests_passed,4d3887abe4877a9432316f8af7750dc479d8cdf7f3c519da132692642c57548a,True,0.6660287081339713,Tests_passed,b09f2947dcbb7d52b01984e251eebc40910f38e3eab5b1766b6b20e3df2bfbc8,False,False
8,refs/heads/master,98c064f9767cda7e4f0bfd257757de55ebd3fef5,748fe63e383897edd4211397ec939e7d80904806,b9bfe8b26a34073bbd4a98b717af81322514b9b0,,False,135,0.6621490803484995,Tests_passed,12bc37e37376879288bb01328021e0b5ba887195306da5733458933ac34d1ae9,True,0.6660287081339713,Tests_passed,affd5143b1fb9fc4c46f5ccd3b922da33c19490c91af19a46375b7e2f66d3b75,False,False
10,refs/heads/master,633422a3fbedfb5202a8661d96090d56eb713a56,638ad565533af8eb71888feaeaf61c0b707fc65d,58bc8eb75af0944c7941215bdb8fc6b19c803370,,False,6,0.0,Tests_failed,18a929cfdf6ff447e6757550186c021a5c02650f0bc0be8082ee3612d2eb442c,False,0.0,Tests_failed,f565515661c104df86735938cac10f6620b065c566e25207c62c3c1dc336b6e7,False,False
11,refs/heads/master,642bd97fd6723476ea65aafeb18a9c3ec14987a5,9f4a1eb31e8edd48063c19b480b3e8a099604f37,79100f2931af35c1488235e2cd9efb87f4a61e42,,False,9,0.6720496894409937,Tests_passed,aea5d71ed5bc521bf2153e1a5f9a5fb26b4d2c35bf5d6255f1b7067b84482f62,True,0.6720496894409937,Tests_passed,1859aede90aca0e79f28526c9d0c0dc9fa81dc54d7f951d1ee639203aeb76eab,False,False
12,refs/heads/master,6fd839f7a31db8410c947d71079be568ce02b742,b389ca00d4fbd3555440a3937e9aae5493416802,95595b0dfc469cca960ff09f1ab5320422c6f058,,False,2,0.7758620689655172,Tests_passed,901d7859a9c9661fe281c9fe0230f7ded94eb7b52298c183646adebd086786d9,True,0.7758620689655172,Tests_passed,7bcf3762104e0660100b95ba125a57766052bebfc8ddf0cdc7186ee63494398b,False,False
