idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
2,refs/heads/master,ac782b0caa13173d1c34e4cb813ff52b9ad855c8,4b7c49770a71db9e66c0eb9b6ca64bba15a907a2,f9078480950d094ecda09c307c92e804ff3c0f2d,,False,,,2,False,,,,,,False
4,refs/heads/master,072479c41fd2e778edf02857940c0fe8d378e245,c3b72378a3ae518aa5fe7d50d679f935eea73e90,0d47f7e12f652ba60d1c973a4ed0173ace5c82cd,,False,,,2,False,,,,,,False
6,refs/heads/master,77dcba55cebd5d54f1f25f2c6e5ef84a177672eb,55daa5ae83d313f5b607f8568e2369bbfb10531a,dd7d6a3c0f078663fe9278266c1c3f17721242c8,,False,,,2,False,,,,,,False
8,refs/heads/master,947009fad56a7da503a7380090fb4c9f88f42cd3,5b9075a8899d7342b4da90a77e8d69f0ff44a265,cbbf524f8474af6546d14db372b925341c95876d,,False,,,2,False,,,,,,False
10,refs/heads/master,c02f6767f5f7dd678eb47375c69c1cced8880e8b,75e65863207c82e97bfefc2fdf0621c1f27949b9,8254e87cd4935af52674ad96022f39ed04ad22e0,,False,,,20,False,,,,,,False
11,refs/heads/master,8254e87cd4935af52674ad96022f39ed04ad22e0,6f0133c75576fb0fa8e1593281633ca3def4f132,bfe63cece8639eb4b70f405d643cdb3ae93394e9,,False,,,20,False,,,,,,False
12,refs/heads/master,0577b0de644dd56ab11c11d9b1fb93039339c817,95e6bede864558fa4b36811dc8803798db352f6a,5f03485ae600008e96296b26c3fd539a2b5416ba,,False,,,2,False,,,,,,False
15,refs/heads/master,29c02c520c116cb43b05d5b938a943be1641f3cf,434becc783ff9a25ac0f8a2116856e8ea54a07c9,3063e63e0d411b04ad00ec115c729c39271676fd,,False,,,19,False,,,,,,False
16,refs/heads/master,434becc783ff9a25ac0f8a2116856e8ea54a07c9,3dc7ba59394a68276e879e0a6bc7253d9187c589,2892294b4f02fab8abcc5fd356b6bcdad4174c15,,False,,,6,False,,,,,,False
18,refs/heads/master,da37ca7e89df85ab131b92d1355cb45b4ac355ac,6c44cf496ec20ff82dbe605cfb42e1e7e21824ac,f667ab2a7fc485c0432d75c6d8a651ead40a5d2a,,False,,,4,False,,,,,,False
19,refs/heads/master,f667ab2a7fc485c0432d75c6d8a651ead40a5d2a,88d526824e4a8cd55454be4813c8c475cf10e7ab,010981c73191c30c9076fc6bd1db13cc616a2c50,,False,,,55,False,,,,,,False
21,refs/heads/master,f6b38f51792cc2338dc23e8a441ea149398c0589,34da16a88ceff9235935b79c88e9dcb402b6b405,dd2a6ba001c08ffb0865e323a9f3daf03a3cf86c,,False,,,2,False,,,,,,False
24,refs/heads/master,3e3bc347379a759c4007ed586817b26da1abd413,1fea075f816361a79bbaf352d66ea11214360719,376dfb0248e13c6a97d4907bebf2ebc02e2eba50,,False,,,2,False,,,,,,False
26,refs/heads/master,840095f7eb5c1b2e907080856f52f69132657b40,5c6e8f16b5aa8c49cf8665ece008030257bb81bd,c7d6c2ee001ae850e719c34e367e0541ff699fe0,,False,,,2,False,,,,,,False
28,refs/remotes/origin/develop,7d5b742a46c6728d0a69be6af3c1ec61431c17f3,a7818026d883566689be0d363db9d786213096c0,84c71c685d4c172d47fa66493451bc9801617dae,,False,,,2,False,,,,,,False
