idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,fcc023603495de76082afeb21bcfe52db3701d34,299562d58dfabef533a3034624faec037ad4fcf5,08fca6e292a08a8a6722ab5783c540ca85bcfe4e,,False,49.0,0.0,Tests_failed,91e9eb813a6c313a8d3279ac26389e10bdd29b264c0b8872bbb8427a2d541ad0,False,0.0,Tests_failed,2963bdc2a04102d2be57552f2d58211e3505480a43db0975db5f3aa75cc64007,False,False
3,refs/heads/master,6ff2071a741f536f6db4a9bf1cc2fce80258f453,ed07bcdcb658e9adc021d04fc071ac23dc4ebc9e,8b469917c7f659654960b37bcd9d364c5d33f574,,True,209.0,0.0,Tests_failed,0713a39b118d11ca7469f62001253baf5d6b0a5891355c0944a72b6a4fde16f7,False,0.0,Tests_failed,a88c4c388c30e24e747cd479d2a43a166870a482587ee92cf88d86c147272f3d,False,False
4,refs/heads/master,cb6ab6c11c787eb07f534c01c2c7895c2f93b70c,5993c8c9ec192a0bd7abf383953df21f70333e4f,a39af2d835620241976dfe753d2330ad4b995cea,,True,53.0,0.0,Tests_failed,49785e286b72395e0a7dcbc9006c90e96743c4d779ba7645365e7a10b9378d85,False,0.0,Tests_failed,f842cc6132b7dc70c32cd6a8f8427484fedf6cf566ff9a3af9fe8d5312878177,False,False
5,refs/heads/master,eff00bf68cf0c3f3772e10c41166e8ec5a6ddf40,3bccbbaec7758de72f38d10339837b8d9ef0b79c,c101559444fe5079b958db2a2a8a0253276cf530,,True,30.0,0.0,Tests_failed,e7f645bb089e0cd83ca744aa19299f733592dbcc080856636a566e785666c998,False,0.0,Tests_failed,917f850da615f07b8f5a65c71f09f53dbfd65b974c2de27359bddc10b3f65e9b,False,False
6,refs/heads/master,470c27e7bb1c6e183e4ec1c2edd2d81a2cbcab6a,2f60e64d74b7de0ea81b517f63fb984b694cbeeb,3dd8fce2e99097e3db2c96aa70049f781c09a911,,True,290.0,0.0,Tests_failed,b9c73fcc79ff0fc2281eff8712b881c055d0214c2cd6637947b2304dd10bfe66,False,0.0,Tests_failed,1699e0bee30c9f59aed192896177d274f0854b7b44c9aa8de96940deda2fd129,False,False
7,refs/heads/master,2c16956b13ab173c2670c6ba6c64b998fdd45be6,60c1818691ddd14413459db33172808c22f078eb,92671b2db81fffcab0c51db2a62462dc1c75886b,,False,3.0,0.0,Tests_failed,4f5d2a042e764266264cc0bea841b3dd3e5b0af0c491f5235c57d1be1970b23a,False,0.0,Tests_failed,9b41a5a0b013a6116d0b3aa6292fc059eab80b8a7b5d4ae0a1c1768552cf0d85,False,False
9,refs/heads/master,6e9bee1c8ccc39e26d1f34af57ee47e55cc433e6,11aa8f51e3f6e2e037302310e3edd50d1179719a,61d196210b23720c212e60314dabc0d2c2bc3b46,,False,204.0,0.0,Tests_failed,48456e350347c81a098a0bd39c1a1320e179c63e4d5bda6187b695a228d1e5be,False,0.0,Tests_failed,8166b8b134763ed533b014cf9631da8e9dc935935006ec6ac1bb405bc2cbe8a6,False,False
12,refs/heads/master,a9de13f858f799c44988a19c4e85d0d8f957c2b1,72562c9040a326fac84f83246585d57e7becb12a,0e9c2eaeed42288589f22956d08f03186762b174,,True,79.0,0.0,Tests_failed,5bcd4b88cc6c2f291e955e2b73929c8f5b4c175e9bab8b96cbcd2d2170c85f65,False,0.0,Tests_failed,a080674f68ee076e23685184b63ee1a489ab8d9a052d81b88ff247d80929c508,False,False
13,refs/heads/master,c97fa47397af916d05b290de540e6afd922a6f15,eecd0446cc9cea8c4bf0f849bfdce95f9fa5a80c,5da4998c0a35ddba5a12b8bac92dce1712cfb8cf,,True,65.0,0.0,Tests_failed,78bf2ee91a925a0a39e235925b1d436014a178d485bd09197eecae9a2202f2f1,False,0.0,Tests_failed,ec4aaacde4500272a7132d53f973784bb265f749cd23afb8bc9719bd7bd83e6c,False,False
14,refs/heads/master,38b23436425503c6265211359fcb0a3cc40188bc,2ef45ee108ad7557369033018066fbef593ea215,eecd0446cc9cea8c4bf0f849bfdce95f9fa5a80c,,True,766.0,0.0,Tests_failed,abbe32b179418cdc3096e455025ac38aa6e3394edadf0239db654c4f3625e275,False,0.0,Tests_failed,78bf2ee91a925a0a39e235925b1d436014a178d485bd09197eecae9a2202f2f1,False,False
16,refs/heads/master,63ff785e55bdb890e82f078ad0b1fac0eb238cba,a84490c1c4f4cffb3b291e7739e0ff48f0fa85dd,6d49209d012b612bf83f94f82fca880c4b775079,,False,435.0,0.0,Tests_failed,939dbec4b3cacbf77574d53f7429c1b7addf78308fbb6f79b41300fa1af3f02b,False,0.0,Tests_failed,dd7f4060311d6b9b8230e5bdcab74333853c57476fdb5b292ec25dc6168ecae8,False,False
17,refs/heads/master,a84490c1c4f4cffb3b291e7739e0ff48f0fa85dd,84ff2b2083aef88ffa9595fcd6edc5bb1e745316,bcb3cae6bc48215b8a3ff5ca039b7ee5d47737e0,,False,97.0,0.0,Tests_failed,90605e9773130fea0ce75388fe1d189599e80f7ecabdb5a500771344ba99100e,False,0.0,Tests_failed,d2990ed025966d44ecdbafcbf43004c822b1d95e7d29fb99b67cf6a54d98f3d1,False,False
18,refs/heads/master,84ff2b2083aef88ffa9595fcd6edc5bb1e745316,36933452404db422d90c5e6a0321197e6540e778,57e03b6170a3aae81d36d2e01fcbca3d221a1046,,False,92.0,0.0,Tests_failed,f24ee8a45658f2edf9abf9c4ada8f8895b45935090d915e18924bc77334c6901,False,0.0,Tests_failed,6197393756fb9b6b4c7f6baf6f258b0557448edd05d6c2e6c5cb0432cd311b7d,False,False
20,refs/heads/master,56e4c186dc4fd1ce86d843617856b61ef4d3b2fd,9545eaf23c9d37b6bbde9e3f3aa983ba48d60744,788c62eebdec42364fc9670d86456753e56fe34f,,False,664.0,,,,,,,,False,False
24,refs/heads/master,48d703c1a1e1fa5afb9b8ffee7fd9b81384b6fd6,7efa6c393e97107aad2efd888fa5778a9e29ec38,c8946c1e95ad8527fe3ad4aff7ed16ba279d399a,,True,195.0,0.0,Tests_failed,76cff1b9e202060e25ed8642eae73eccf5b6f1846b09a0d8006b53d6c0b94200,False,0.0,Tests_failed,f57a2185876c2e8929b893cd9e312cfe99da55f45cd8cee7198f87e7100dea35,False,False
